date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Mon, Mar 1, 2004|7:00p|Orlando Magic|96|Boston Celtics|117|Box Score|13,636|
Mon, Mar 1, 2004|7:00p|New Orleans Hornets|106|Washington Wizards|111|Box Score|OT|13,830
Mon, Mar 1, 2004|8:30p|Cleveland Cavaliers|81|Chicago Bulls|92|Box Score|19,203|
Mon, Mar 1, 2004|8:30p|Memphis Grizzlies|81|San Antonio Spurs|80|Box Score|16,705|
Mon, Mar 1, 2004|9:00p|Detroit Pistons|86|Utah Jazz|94|Box Score|19,911|
Tue, Mar 2, 2004|7:30p|Los Angeles Lakers|93|Atlanta Hawks|94|Box Score|19,445|
Tue, Mar 2, 2004|7:30p|Toronto Raptors|89|Miami Heat|86|Box Score|14,178|
Tue, Mar 2, 2004|8:30p|Seattle SuperSonics|96|Dallas Mavericks|107|Box Score|19,954|
Tue, Mar 2, 2004|9:00p|New Jersey Nets|95|Denver Nuggets|91|Box Score|18,044|
Tue, Mar 2, 2004|10:00p|Los Angeles Clippers|106|Sacramento Kings|113|Box Score|17,317|
Tue, Mar 2, 2004|10:30p|Indiana Pacers|96|Golden State Warriors|88|Box Score|16,836|
Wed, Mar 3, 2004|7:00p|Atlanta Hawks|80|Cleveland Cavaliers|112|Box Score|20,562|
Wed, Mar 3, 2004|7:00p|Milwaukee Bucks|105|Orlando Magic|97|Box Score|12,366|
Wed, Mar 3, 2004|7:00p|Toronto Raptors|70|Washington Wizards|84|Box Score|13,921|
Wed, Mar 3, 2004|7:30p|Philadelphia 76ers|77|New York Knicks|88|Box Score|19,763|
Wed, Mar 3, 2004|8:00p|Dallas Mavericks|97|Minnesota Timberwolves|121|Box Score|19,006|
Wed, Mar 3, 2004|8:00p|Chicago Bulls|97|New Orleans Hornets|100|Box Score|OT|14,071
Wed, Mar 3, 2004|8:30p|Seattle SuperSonics|84|San Antonio Spurs|88|Box Score|16,611|
Wed, Mar 3, 2004|9:00p|Los Angeles Lakers|96|Houston Rockets|93|Box Score|18,172|
Wed, Mar 3, 2004|9:00p|New Jersey Nets|74|Phoenix Suns|87|Box Score|17,332|
Wed, Mar 3, 2004|10:00p|Memphis Grizzlies|97|Portland Trail Blazers|88|Box Score|16,511|
Wed, Mar 3, 2004|10:30p|Indiana Pacers|101|Los Angeles Clippers|94|Box Score|OT|17,677
Thu, Mar 4, 2004|7:30p|Milwaukee Bucks|98|Miami Heat|104|Box Score|14,338|
Thu, Mar 4, 2004|7:30p|Sacramento Kings|114|Philadelphia 76ers|105|Box Score|18,798|
Thu, Mar 4, 2004|10:00p|Detroit Pistons|83|Portland Trail Blazers|68|Box Score|20,243|
Fri, Mar 5, 2004|7:00p|Atlanta Hawks|96|Orlando Magic|101|Box Score|13,293|
Fri, Mar 5, 2004|7:00p|New York Knicks|109|Toronto Raptors|103|Box Score|19,287|
Fri, Mar 5, 2004|7:30p|Washington Wizards|90|Boston Celtics|94|Box Score|15,046|
Fri, Mar 5, 2004|8:00p|Houston Rockets|112|Minnesota Timberwolves|109|Box Score|20,109|
Fri, Mar 5, 2004|8:00p|Cleveland Cavaliers|88|New Orleans Hornets|85|Box Score|17,795|
Fri, Mar 5, 2004|8:00p|Dallas Mavericks|100|San Antonio Spurs|113|Box Score|18,797|
Fri, Mar 5, 2004|9:00p|Indiana Pacers|96|Utah Jazz|88|Box Score|19,911|
Fri, Mar 5, 2004|10:30p|New Jersey Nets|78|Golden State Warriors|74|Box Score|17,354|
Fri, Mar 5, 2004|10:30p|Seattle SuperSonics|91|Los Angeles Lakers|99|Box Score|18,997|
Sat, Mar 6, 2004|3:30p|Memphis Grizzlies|98|Los Angeles Clippers|92|Box Score|15,481|
Sat, Mar 6, 2004|3:30p|Sacramento Kings|96|Miami Heat|102|Box Score|16,500|
Sat, Mar 6, 2004|7:00p|Chicago Bulls|88|Philadelphia 76ers|97|Box Score|20,647|
Sat, Mar 6, 2004|7:30p|Milwaukee Bucks|97|Cleveland Cavaliers|106|Box Score|20,562|
