date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Sun, Jan 1, 2017|6:00p|San Antonio Spurs|112|Atlanta Hawks|114|Box Score|OT|18,088|
Sun, Jan 1, 2017|6:00p|Orlando Magic|104|Indiana Pacers|117|Box Score||17,530|
Sun, Jan 1, 2017|6:00p|Detroit Pistons|107|Miami Heat|98|Box Score||19,844|
Sun, Jan 1, 2017|7:00p|Portland Trail Blazers|95|Minnesota Timberwolves|89|Box Score||15,804|
Sun, Jan 1, 2017|9:30p|Toronto Raptors|123|Los Angeles Lakers|114|Box Score||18,997|
Mon, Jan 2, 2017|7:00p|New Orleans Pelicans|82|Cleveland Cavaliers|90|Box Score||20,562|
Mon, Jan 2, 2017|7:00p|Oklahoma City Thunder|94|Milwaukee Bucks|98|Box Score||17,423|
Mon, Jan 2, 2017|7:30p|Utah Jazz|101|Brooklyn Nets|89|Box Score||15,634|
Mon, Jan 2, 2017|7:30p|Orlando Magic|115|New York Knicks|103|Box Score||19,812|
Mon, Jan 2, 2017|8:00p|Charlotte Hornets|111|Chicago Bulls|118|Box Score||21,612|
Mon, Jan 2, 2017|8:00p|Washington Wizards|91|Houston Rockets|101|Box Score||16,569|
Mon, Jan 2, 2017|10:30p|Denver Nuggets|119|Golden State Warriors|127|Box Score||19,596|
Mon, Jan 2, 2017|10:30p|Phoenix Suns|98|Los Angeles Clippers|109|Box Score||19,060|
Tue, Jan 3, 2017|7:00p|Minnesota Timberwolves|91|Philadelphia 76ers|93|Box Score||17,124|
Tue, Jan 3, 2017|7:30p|Utah Jazz|104|Boston Celtics|115|Box Score||18,624|
Tue, Jan 3, 2017|7:30p|Indiana Pacers|121|Detroit Pistons|116|Box Score||13,435|
Tue, Jan 3, 2017|8:30p|Washington Wizards|105|Dallas Mavericks|113|Box Score||19,318|
Tue, Jan 3, 2017|8:30p|Toronto Raptors|82|San Antonio Spurs|110|Box Score||18,418|
Tue, Jan 3, 2017|9:00p|Sacramento Kings|120|Denver Nuggets|113|Box Score||11,018|
Tue, Jan 3, 2017|9:00p|Miami Heat|90|Phoenix Suns|99|Box Score||16,772|
Tue, Jan 3, 2017|10:30p|Memphis Grizzlies|102|Los Angeles Lakers|116|Box Score||18,997|
Wed, Jan 4, 2017|7:00p|Oklahoma City Thunder|112|Charlotte Hornets|123|Box Score||18,418|
Wed, Jan 4, 2017|7:00p|Atlanta Hawks|111|Orlando Magic|92|Box Score||18,846|
Wed, Jan 4, 2017|7:30p|Milwaukee Bucks|105|New York Knicks|104|Box Score||19,812|
Wed, Jan 4, 2017|8:00p|Chicago Bulls|106|Cleveland Cavaliers|94|Box Score||20,562|
Wed, Jan 4, 2017|10:30p|Portland Trail Blazers|117|Golden State Warriors|125|Box Score||19,596|
Wed, Jan 4, 2017|10:30p|Memphis Grizzlies|106|Los Angeles Clippers|115|Box Score||19,060|
Wed, Jan 4, 2017|10:30p|Miami Heat|107|Sacramento Kings|102|Box Score||17,608|
Thu, Jan 5, 2017|7:00p|Brooklyn Nets|109|Indiana Pacers|121|Box Score||16,421|
Thu, Jan 5, 2017|7:30p|Charlotte Hornets|114|Detroit Pistons|115|Box Score||13,723|
Thu, Jan 5, 2017|7:30p|Utah Jazz|93|Toronto Raptors|101|Box Score||19,800|
Thu, Jan 5, 2017|8:00p|Oklahoma City Thunder|116|Houston Rockets|118|Box Score||18,055|
Thu, Jan 5, 2017|8:00p|Atlanta Hawks|99|New Orleans Pelicans|94|Box Score||15,003|
Thu, Jan 5, 2017|8:30p|Phoenix Suns|102|Dallas Mavericks|95|Box Score||19,570|
Thu, Jan 5, 2017|9:00p|San Antonio Spurs|127|Denver Nuggets|99|Box Score||14,391|
Thu, Jan 5, 2017|10:30p|Los Angeles Lakers|109|Portland Trail Blazers|118|Box Score||19,403|
Fri, Jan 6, 2017|7:00p|Houston Rockets|100|Orlando Magic|93|Box Score||19,272|
Fri, Jan 6, 2017|7:00p|Minnesota Timberwolves|105|Washington Wizards|112|Box Score||18,686|
Fri, Jan 6, 2017|7:30p|Philadelphia 76ers|106|Boston Celtics|110|Box Score||18,624|
Fri, Jan 6, 2017|7:30p|Cleveland Cavaliers|116|Brooklyn Nets|108|Box Score||17,732|
Fri, Jan 6, 2017|8:00p|New York Knicks|116|Milwaukee Bucks|111|Box Score||18,717|
Fri, Jan 6, 2017|10:30p|Memphis Grizzlies|128|Golden State Warriors|119|Box Score|OT|19,596|
Fri, Jan 6, 2017|10:30p|Miami Heat|100|Los Angeles Lakers|127|Box Score||18,997|
Fri, Jan 6, 2017|10:30p|Los Angeles Clippers|106|Sacramento Kings|98|Box Score||17,608|
Sat, Jan 7, 2017|7:00p|New York Knicks|109|Indiana Pacers|123|Box Score||17,367|
Sat, Jan 7, 2017|7:30p|New Orleans Pelicans|108|Boston Celtics|117|Box Score||18,624|
Sat, Jan 7, 2017|8:00p|Toronto Raptors|118|Chicago Bulls|123|Box Score|OT|21,195|
Sat, Jan 7, 2017|8:00p|Utah Jazz|94|Minnesota Timberwolves|92|Box Score||13,945|
Sat, Jan 7, 2017|8:00p|Denver Nuggets|106|Oklahoma City Thunder|121|Box Score||18,203|
Sat, Jan 7, 2017|8:30p|Atlanta Hawks|97|Dallas Mavericks|82|Box Score||19,655|
Sat, Jan 7, 2017|8:30p|Charlotte Hornets|85|San Antonio Spurs|102|Box Score||18,418|
Sun, Jan 8, 2017|12:00p|Philadelphia 76ers|105|Brooklyn Nets|95|Box Score||16,123|
Sun, Jan 8, 2017|2:00p|Washington Wizards|107|Milwaukee Bucks|101|Box Score||15,311|
Sun, Jan 8, 2017|3:30p|Miami Heat|86|Los Angeles Clippers|98|Box Score||19,060|
