date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Sat, Jan 1, 2005|7:30p|Charlotte Bobcats|90|Miami Heat|113|Box Score|20,281|
Sat, Jan 1, 2005|7:30p|New Jersey Nets|93|New York Knicks|87|Box Score|19,763|
Sat, Jan 1, 2005|8:00p|Memphis Grizzlies|104|Minnesota Timberwolves|95|Box Score|16,577|
Sat, Jan 1, 2005|8:30p|Orlando Magic|90|Chicago Bulls|105|Box Score|20,763|
Sat, Jan 1, 2005|10:00p|Golden State Warriors|88|Portland Trail Blazers|97|Box Score|16,002|
Sun, Jan 2, 2005|12:00p|Atlanta Hawks|101|Washington Wizards|104|Box Score|14,114|
Sun, Jan 2, 2005|3:30p|Philadelphia 76ers|83|Los Angeles Clippers|89|Box Score|16,113|
Sun, Jan 2, 2005|6:00p|Boston Celtics|88|Detroit Pistons|100|Box Score|22,076|
Sun, Jan 2, 2005|8:00p|Portland Trail Blazers|98|Phoenix Suns|117|Box Score|18,166|
Sun, Jan 2, 2005|8:30p|Milwaukee Bucks|104|Dallas Mavericks|123|Box Score|20,067|
Sun, Jan 2, 2005|8:30p|Utah Jazz|80|Houston Rockets|99|Box Score|14,574|
Sun, Jan 2, 2005|9:00p|San Antonio Spurs|81|Sacramento Kings|86|Box Score|17,317|
Sun, Jan 2, 2005|9:30p|Denver Nuggets|91|Los Angeles Lakers|99|Box Score|18,997|
Mon, Jan 3, 2005|7:00p|New Orleans Hornets|90|Boston Celtics|108|Box Score|13,002|
Mon, Jan 3, 2005|7:00p|Cleveland Cavaliers|94|Charlotte Bobcats|83|Box Score|12,690|
Mon, Jan 3, 2005|7:00p|Orlando Magic|94|Toronto Raptors|105|Box Score|15,782|
Mon, Jan 3, 2005|7:30p|Seattle SuperSonics|98|Miami Heat|96|Box Score|20,284|
Mon, Jan 3, 2005|8:00p|Utah Jazz|82|Memphis Grizzlies|92|Box Score|14,293|
Mon, Jan 3, 2005|8:30p|Detroit Pistons|87|Chicago Bulls|80|Box Score|18,523|
Mon, Jan 3, 2005|9:00p|Los Angeles Clippers|102|Denver Nuggets|98|Box Score|14,817|
Mon, Jan 3, 2005|10:30p|Philadelphia 76ers|112|Golden State Warriors|104|Box Score|16,629|
Tue, Jan 4, 2005|7:00p|Milwaukee Bucks|99|Indiana Pacers|116|Box Score|14,738|
Tue, Jan 4, 2005|7:00p|New Jersey Nets|88|Washington Wizards|112|Box Score|14,011|
Tue, Jan 4, 2005|7:30p|Sacramento Kings|105|New York Knicks|98|Box Score|19,763|
Tue, Jan 4, 2005|8:00p|Phoenix Suns|122|Minnesota Timberwolves|115|Box Score|18,132|
Tue, Jan 4, 2005|8:30p|Los Angeles Lakers|83|San Antonio Spurs|100|Box Score|18,797|
Wed, Jan 5, 2005|7:00p|Golden State Warriors|83|Boston Celtics|84|Box Score|13,078|
Wed, Jan 5, 2005|7:00p|Minnesota Timberwolves|84|Charlotte Bobcats|102|Box Score|12,037|
Wed, Jan 5, 2005|7:00p|Atlanta Hawks|85|Cleveland Cavaliers|101|Box Score|17,881|
Wed, Jan 5, 2005|7:00p|Seattle SuperSonics|87|Orlando Magic|105|Box Score|13,035|
Wed, Jan 5, 2005|7:00p|Sacramento Kings|93|Toronto Raptors|96|Box Score|18,288|
Wed, Jan 5, 2005|7:30p|New York Knicks|94|Miami Heat|102|Box Score|20,275|
Wed, Jan 5, 2005|8:00p|New Jersey Nets|74|Milwaukee Bucks|97|Box Score|13,081|
Wed, Jan 5, 2005|8:00p|Chicago Bulls|95|New Orleans Hornets|89|Box Score|13,369|
Wed, Jan 5, 2005|8:30p|Los Angeles Lakers|104|Dallas Mavericks|118|Box Score|20,393|
Wed, Jan 5, 2005|9:00p|Phoenix Suns|108|Houston Rockets|98|Box Score|15,258|
Wed, Jan 5, 2005|9:00p|Philadelphia 76ers|106|Utah Jazz|99|Box Score|18,409|
Wed, Jan 5, 2005|10:30p|Portland Trail Blazers|98|Los Angeles Clippers|102|Box Score|15,092|
Thu, Jan 6, 2005|7:00p|Seattle SuperSonics|96|Washington Wizards|107|Box Score|16,230|
Thu, Jan 6, 2005|7:30p|Memphis Grizzlies|101|Detroit Pistons|79|Box Score|22,076|
Thu, Jan 6, 2005|9:30p|Indiana Pacers|98|San Antonio Spurs|111|Box Score|17,549|
