date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Fri, Apr 1, 2011|7:00p|Milwaukee Bucks|88|Indiana Pacers|89|Box Score||11,177|
Fri, Apr 1, 2011|7:00p|Charlotte Bobcats|77|Orlando Magic|89|Box Score||18,969|
Fri, Apr 1, 2011|7:00p|New Jersey Nets|90|Philadelphia 76ers|115|Box Score||16,695|
Fri, Apr 1, 2011|7:00p|Cleveland Cavaliers|107|Washington Wizards|115|Box Score||17,427|
Fri, Apr 1, 2011|7:30p|Chicago Bulls|101|Detroit Pistons|96|Box Score||22,076|
Fri, Apr 1, 2011|8:00p|Boston Celtics|83|Atlanta Hawks|88|Box Score||19,763|
Fri, Apr 1, 2011|8:00p|Miami Heat|111|Minnesota Timberwolves|92|Box Score||19,096|
Fri, Apr 1, 2011|8:00p|Memphis Grizzlies|93|New Orleans Hornets|81|Box Score||16,561|
Fri, Apr 1, 2011|8:30p|San Antonio Spurs|114|Houston Rockets|119|Box Score|OT|18,059|
Fri, Apr 1, 2011|10:00p|Los Angeles Clippers|98|Phoenix Suns|111|Box Score||18,422|
Fri, Apr 1, 2011|10:00p|Oklahoma City Thunder|91|Portland Trail Blazers|98|Box Score||20,709|
Fri, Apr 1, 2011|10:00p|Denver Nuggets|99|Sacramento Kings|90|Box Score||15,871|
Fri, Apr 1, 2011|10:30p|Los Angeles Lakers|96|Utah Jazz|85|Box Score||19,911|
Sat, Apr 2, 2011|8:00p|Toronto Raptors|106|Chicago Bulls|113|Box Score||22,228|
Sat, Apr 2, 2011|8:00p|Minnesota Timberwolves|89|Memphis Grizzlies|106|Box Score||15,327|
Sat, Apr 2, 2011|8:30p|Philadelphia 76ers|87|Milwaukee Bucks|93|Box Score|OT|17,079|
Sat, Apr 2, 2011|10:30p|Dallas Mavericks|92|Golden State Warriors|99|Box Score||18,128|
Sat, Apr 2, 2011|10:30p|Oklahoma City Thunder|92|Los Angeles Clippers|98|Box Score||19,060|
Sun, Apr 3, 2011|1:00p|Phoenix Suns|97|San Antonio Spurs|114|Box Score||18,581|
Sun, Apr 3, 2011|3:30p|Denver Nuggets|95|Los Angeles Lakers|90|Box Score||18,997|
Sun, Apr 3, 2011|6:00p|Detroit Pistons|90|Boston Celtics|101|Box Score||18,624|
Sun, Apr 3, 2011|6:00p|Washington Wizards|97|Charlotte Bobcats|91|Box Score||16,444|
Sun, Apr 3, 2011|6:00p|Miami Heat|108|New Jersey Nets|94|Box Score||18,711|
Sun, Apr 3, 2011|6:00p|Cleveland Cavaliers|107|New York Knicks|123|Box Score||19,763|
Sun, Apr 3, 2011|6:00p|Utah Jazz|97|Sacramento Kings|106|Box Score||17,215|
Sun, Apr 3, 2011|6:00p|Orlando Magic|98|Toronto Raptors|102|Box Score||19,800|
Sun, Apr 3, 2011|7:00p|Atlanta Hawks|109|Houston Rockets|114|Box Score||15,993|
Sun, Apr 3, 2011|7:00p|Indiana Pacers|96|New Orleans Hornets|108|Box Score||13,898|
Sun, Apr 3, 2011|9:00p|Dallas Mavericks|96|Portland Trail Blazers|104|Box Score||20,534|
Tue, Apr 5, 2011|7:00p|San Antonio Spurs|97|Atlanta Hawks|90|Box Score||17,277|
Tue, Apr 5, 2011|7:00p|Charlotte Bobcats|89|Cleveland Cavaliers|99|Box Score||19,835|
Tue, Apr 5, 2011|7:00p|Minnesota Timberwolves|105|New Jersey Nets|107|Box Score||13,461|
Tue, Apr 5, 2011|7:00p|Milwaukee Bucks|72|Orlando Magic|78|Box Score||18,996|
Tue, Apr 5, 2011|7:00p|Detroit Pistons|105|Washington Wizards|107|Box Score||18,131|
Tue, Apr 5, 2011|7:30p|Philadelphia 76ers|82|Boston Celtics|99|Box Score||18,624|
Tue, Apr 5, 2011|7:30p|Toronto Raptors|118|New York Knicks|131|Box Score||19,763|
Tue, Apr 5, 2011|8:00p|Phoenix Suns|94|Chicago Bulls|97|Box Score||21,873|
Tue, Apr 5, 2011|8:00p|Los Angeles Clippers|82|Memphis Grizzlies|81|Box Score||15,433|
Tue, Apr 5, 2011|8:30p|Sacramento Kings|104|Houston Rockets|101|Box Score||15,523|
Tue, Apr 5, 2011|9:00p|Oklahoma City Thunder|101|Denver Nuggets|94|Box Score||18,203|
Tue, Apr 5, 2011|10:00p|Golden State Warriors|108|Portland Trail Blazers|87|Box Score||20,551|
Tue, Apr 5, 2011|10:30p|Utah Jazz|86|Los Angeles Lakers|85|Box Score||18,997|
Wed, Apr 6, 2011|7:00p|Orlando Magic|111|Charlotte Bobcats|102|Box Score|OT|16,234|
Wed, Apr 6, 2011|7:00p|Washington Wizards|112|Indiana Pacers|136|Box Score||14,222|
Wed, Apr 6, 2011|7:00p|New York Knicks|97|Philadelphia 76ers|92|Box Score||18,375|
Wed, Apr 6, 2011|7:00p|Cleveland Cavaliers|104|Toronto Raptors|96|Box Score||14,886|
Wed, Apr 6, 2011|7:30p|New Jersey Nets|109|Detroit Pistons|116|Box Score||14,554|
Wed, Apr 6, 2011|8:00p|Milwaukee Bucks|90|Miami Heat|85|Box Score||20,017|
Wed, Apr 6, 2011|8:00p|Phoenix Suns|108|Minnesota Timberwolves|98|Box Score||16,113|
Wed, Apr 6, 2011|8:00p|Houston Rockets|93|New Orleans Hornets|101|Box Score||12,728|
Wed, Apr 6, 2011|8:00p|Los Angeles Clippers|108|Oklahoma City Thunder|112|Box Score||18,203|
Wed, Apr 6, 2011|8:30p|Denver Nuggets|104|Dallas Mavericks|96|Box Score||20,364|
Wed, Apr 6, 2011|8:30p|Sacramento Kings|92|San Antonio Spurs|124|Box Score||18,590|
Wed, Apr 6, 2011|10:30p|Los Angeles Lakers|87|Golden State Warriors|95|Box Score||20,024|
Thu, Apr 7, 2011|8:00p|Boston Celtics|81|Chicago Bulls|97|Box Score||23,067|
Thu, Apr 7, 2011|10:30p|Portland Trail Blazers|98|Utah Jazz|87|Box Score||18,831|
Fri, Apr 8, 2011|7:00p|Atlanta Hawks|102|Indiana Pacers|114|Box Score||15,879|
Fri, Apr 8, 2011|7:00p|New York Knicks|116|New Jersey Nets|93|Box Score||18,023|
Fri, Apr 8, 2011|7:00p|Toronto Raptors|93|Philadelphia 76ers|98|Box Score||16,362|
Fri, Apr 8, 2011|7:30p|Washington Wizards|88|Boston Celtics|104|Box Score||18,624|
