date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Mon, Dec 1, 2003|7:00p|Memphis Grizzlies|96|Boston Celtics|89|Box Score|12,478|
Mon, Dec 1, 2003|7:30p|Detroit Pistons|79|New York Knicks|78|Box Score|OT|17,082
Mon, Dec 1, 2003|8:30p|Milwaukee Bucks|87|Chicago Bulls|97|Box Score|17,140|
Mon, Dec 1, 2003|9:00p|Indiana Pacers|89|Phoenix Suns|82|Box Score|14,398|
Mon, Dec 1, 2003|9:00p|New Jersey Nets|84|Utah Jazz|91|Box Score|17,027|
Mon, Dec 1, 2003|10:30p|San Antonio Spurs|83|Los Angeles Clippers|91|Box Score|12,514|
Tue, Dec 2, 2003|7:00p|New Orleans Hornets|100|Orlando Magic|91|Box Score|12,264|
Tue, Dec 2, 2003|7:00p|Toronto Raptors|95|Philadelphia 76ers|88|Box Score|17,899|
Tue, Dec 2, 2003|7:30p|Milwaukee Bucks|106|Atlanta Hawks|94|Box Score|10,991|
Tue, Dec 2, 2003|8:30p|Washington Wizards|72|Dallas Mavericks|97|Box Score|19,529|
Tue, Dec 2, 2003|9:00p|Cleveland Cavaliers|103|Denver Nuggets|115|Box Score|19,610|
Wed, Dec 3, 2003|7:00p|Boston Celtics|95|Toronto Raptors|105|Box Score|18,552|
Wed, Dec 3, 2003|7:30p|Miami Heat|73|Detroit Pistons|87|Box Score|17,703|
Wed, Dec 3, 2003|7:30p|Memphis Grizzlies|96|New Jersey Nets|93|Box Score|13,617|
Wed, Dec 3, 2003|8:00p|Orlando Magic|91|New Orleans Hornets|106|Box Score|13,757|
Wed, Dec 3, 2003|8:30p|Utah Jazz|101|Houston Rockets|107|Box Score|OT|12,971
Wed, Dec 3, 2003|8:30p|Los Angeles Lakers|90|San Antonio Spurs|86|Box Score|18,841|
Wed, Dec 3, 2003|9:00p|Minnesota Timberwolves|92|Phoenix Suns|79|Box Score|16,508|
Wed, Dec 3, 2003|10:00p|Indiana Pacers|95|Portland Trail Blazers|97|Box Score|OT|14,442
Wed, Dec 3, 2003|10:00p|New York Knicks|87|Seattle SuperSonics|95|Box Score|13,832|
Wed, Dec 3, 2003|10:30p|Denver Nuggets|117|Golden State Warriors|109|Box Score|16,147|
Wed, Dec 3, 2003|10:30p|Cleveland Cavaliers|80|Los Angeles Clippers|90|Box Score|17,445|
Thu, Dec 4, 2003|7:00p|Chicago Bulls|82|Philadelphia 76ers|83|Box Score|17,716|
Thu, Dec 4, 2003|9:30p|Los Angeles Lakers|114|Dallas Mavericks|103|Box Score|20,596|
Fri, Dec 5, 2003|7:00p|Atlanta Hawks|87|Toronto Raptors|92|Box Score|17,559|
Fri, Dec 5, 2003|7:30p|Phoenix Suns|110|Boston Celtics|106|Box Score|15,116|
Fri, Dec 5, 2003|7:30p|Philadelphia 76ers|93|Miami Heat|90|Box Score|14,722|
Fri, Dec 5, 2003|7:30p|Milwaukee Bucks|86|New Jersey Nets|93|Box Score|14,154|
Fri, Dec 5, 2003|8:00p|Washington Wizards|77|Memphis Grizzlies|92|Box Score|11,737|
