date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Mon, Dec 1, 2008|7:00p|Minnesota Timberwolves|90|Charlotte Bobcats|100|Box Score||9,285|
Mon, Dec 1, 2008|7:30p|Orlando Magic|88|Boston Celtics|107|Box Score||18,624|
Mon, Dec 1, 2008|10:30p|Miami Heat|130|Golden State Warriors|129|Box Score|OT|18,723|
Tue, Dec 2, 2008|7:00p|Los Angeles Lakers|117|Indiana Pacers|118|Box Score||16,412|
Tue, Dec 2, 2008|7:30p|Washington Wizards|108|New Jersey Nets|88|Box Score||15,062|
Tue, Dec 2, 2008|7:30p|Portland Trail Blazers|104|New York Knicks|97|Box Score||18,664|
Tue, Dec 2, 2008|8:30p|Philadelphia 76ers|103|Chicago Bulls|95|Box Score|OT|20,485|
Tue, Dec 2, 2008|8:30p|Los Angeles Clippers|98|Dallas Mavericks|100|Box Score||19,670|
Tue, Dec 2, 2008|8:30p|Detroit Pistons|89|San Antonio Spurs|77|Box Score||17,582|
Tue, Dec 2, 2008|9:00p|Toronto Raptors|93|Denver Nuggets|132|Box Score||14,243|
Tue, Dec 2, 2008|10:00p|Utah Jazz|99|Sacramento Kings|94|Box Score||10,798|
Wed, Dec 3, 2008|7:00p|Memphis Grizzlies|95|Atlanta Hawks|105|Box Score||12,088|
Wed, Dec 3, 2008|7:00p|Oklahoma City Thunder|97|Charlotte Bobcats|103|Box Score||11,629|
Wed, Dec 3, 2008|7:00p|New York Knicks|82|Cleveland Cavaliers|118|Box Score||20,562|
Wed, Dec 3, 2008|7:00p|Minnesota Timberwolves|89|Orlando Magic|100|Box Score||15,705|
Wed, Dec 3, 2008|7:00p|Los Angeles Lakers|114|Philadelphia 76ers|102|Box Score||19,119|
Wed, Dec 3, 2008|7:00p|Portland Trail Blazers|98|Washington Wizards|92|Box Score||12,802|
Wed, Dec 3, 2008|7:30p|Indiana Pacers|96|Boston Celtics|114|Box Score||18,624|
Wed, Dec 3, 2008|8:00p|Chicago Bulls|90|Milwaukee Bucks|97|Box Score||13,684|
Wed, Dec 3, 2008|8:00p|Phoenix Suns|91|New Orleans Hornets|104|Box Score||15,804|
Wed, Dec 3, 2008|8:30p|Los Angeles Clippers|96|Houston Rockets|103|Box Score||15,358|
Wed, Dec 3, 2008|9:00p|Miami Heat|93|Utah Jazz|89|Box Score||19,911|
Thu, Dec 4, 2008|8:00p|Phoenix Suns|97|Dallas Mavericks|112|Box Score||19,813|
Thu, Dec 4, 2008|10:30p|San Antonio Spurs|108|Denver Nuggets|91|Box Score||15,866|
Fri, Dec 5, 2008|7:00p|Oklahoma City Thunder|89|Orlando Magic|98|Box Score||16,812|
Fri, Dec 5, 2008|7:00p|Los Angeles Lakers|106|Washington Wizards|104|Box Score||20,173|
Fri, Dec 5, 2008|7:30p|New York Knicks|95|Atlanta Hawks|98|Box Score||16,366|
Fri, Dec 5, 2008|7:30p|Indiana Pacers|73|Cleveland Cavaliers|97|Box Score||20,562|
Fri, Dec 5, 2008|7:30p|Minnesota Timberwolves|84|New Jersey Nets|113|Box Score||15,364|
Fri, Dec 5, 2008|8:00p|Portland Trail Blazers|78|Boston Celtics|93|Box Score||18,624|
Fri, Dec 5, 2008|8:00p|Philadelphia 76ers|96|Detroit Pistons|91|Box Score||22,076|
Fri, Dec 5, 2008|8:00p|Los Angeles Clippers|81|Memphis Grizzlies|93|Box Score||10,484|
Fri, Dec 5, 2008|8:30p|Golden State Warriors|112|Houston Rockets|131|Box Score||14,438|
Fri, Dec 5, 2008|8:30p|Charlotte Bobcats|96|Milwaukee Bucks|101|Box Score||14,875|
Fri, Dec 5, 2008|10:30p|Toronto Raptors|87|Utah Jazz|114|Box Score||19,911|
Sat, Dec 6, 2008|7:00p|Cleveland Cavaliers|94|Charlotte Bobcats|74|Box Score||19,133|
Sat, Dec 6, 2008|7:30p|Oklahoma City Thunder|99|Miami Heat|105|Box Score||17,585|
Sat, Dec 6, 2008|7:30p|New Jersey Nets|95|Philadelphia 76ers|84|Box Score||13,096|
Sat, Dec 6, 2008|8:00p|Los Angeles Clippers|107|Minnesota Timberwolves|84|Box Score||10,863|
Sat, Dec 6, 2008|8:00p|Memphis Grizzlies|87|New Orleans Hornets|106|Box Score||16,822|
Sat, Dec 6, 2008|8:30p|Washington Wizards|110|Chicago Bulls|117|Box Score||21,741|
Sat, Dec 6, 2008|8:30p|Atlanta Hawks|98|Dallas Mavericks|100|Box Score||19,966|
Sat, Dec 6, 2008|8:30p|Golden State Warriors|88|San Antonio Spurs|123|Box Score||17,740|
Sat, Dec 6, 2008|9:00p|Utah Jazz|104|Phoenix Suns|106|Box Score||18,422|
Sat, Dec 6, 2008|10:00p|Denver Nuggets|118|Sacramento Kings|85|Box Score||12,322|
Sun, Dec 7, 2008|12:00p|Detroit Pistons|92|New York Knicks|104|Box Score||19,763|
Sun, Dec 7, 2008|1:00p|Portland Trail Blazers|98|Toronto Raptors|97|Box Score||17,671|
Sun, Dec 7, 2008|6:00p|Boston Celtics|122|Indiana Pacers|117|Box Score|OT|16,102|
Sun, Dec 7, 2008|9:30p|Milwaukee Bucks|92|Los Angeles Lakers|105|Box Score||18,997|
Mon, Dec 8, 2008|7:30p|Charlotte Bobcats|96|Miami Heat|100|Box Score||15,024|
Mon, Dec 8, 2008|8:00p|Houston Rockets|97|Memphis Grizzlies|109|Box Score||10,691|
Mon, Dec 8, 2008|8:00p|Golden State Warriors|112|Oklahoma City Thunder|102|Box Score||17,854|
Mon, Dec 8, 2008|10:30p|Orlando Magic|95|Los Angeles Clippers|88|Box Score||15,222|
Tue, Dec 9, 2008|7:00p|Toronto Raptors|94|Cleveland Cavaliers|114|Box Score||20,049|
Tue, Dec 9, 2008|7:00p|Detroit Pistons|94|Washington Wizards|107|Box Score||14,707|
Tue, Dec 9, 2008|8:00p|Utah Jazz|99|Minnesota Timberwolves|96|Box Score||10,745|
Tue, Dec 9, 2008|8:30p|New York Knicks|100|Chicago Bulls|105|Box Score||19,519|
Tue, Dec 9, 2008|8:30p|San Antonio Spurs|133|Dallas Mavericks|126|Box Score|2OT|19,937|
Tue, Dec 9, 2008|8:30p|Atlanta Hawks|84|Houston Rockets|92|Box Score||16,439|
Tue, Dec 9, 2008|9:00p|Milwaukee Bucks|110|Phoenix Suns|125|Box Score||18,422|
Tue, Dec 9, 2008|10:00p|Orlando Magic|109|Portland Trail Blazers|108|Box Score||20,642|
Tue, Dec 9, 2008|10:00p|Los Angeles Lakers|101|Sacramento Kings|113|Box Score||16,068|
Wed, Dec 10, 2008|7:00p|Indiana Pacers|88|Toronto Raptors|101|Box Score||17,877|
Wed, Dec 10, 2008|7:30p|New York Knicks|121|New Jersey Nets|109|Box Score||16,722|
Wed, Dec 10, 2008|8:00p|Charlotte Bobcats|89|New Orleans Hornets|105|Box Score||15,750|
Wed, Dec 10, 2008|8:00p|Memphis Grizzlies|108|Oklahoma City Thunder|102|Box Score||18,009|
Wed, Dec 10, 2008|8:00p|Cleveland Cavaliers|101|Philadelphia 76ers|93|Box Score||15,550|
Wed, Dec 10, 2008|8:30p|Atlanta Hawks|89|San Antonio Spurs|95|Box Score||18,161|
Wed, Dec 10, 2008|9:00p|Minnesota Timberwolves|105|Denver Nuggets|116|Box Score||14,007|
Wed, Dec 10, 2008|10:30p|Milwaukee Bucks|96|Golden State Warriors|119|Box Score||18,375|
Wed, Dec 10, 2008|10:30p|Phoenix Suns|110|Los Angeles Lakers|115|Box Score||18,997|
Thu, Dec 11, 2008|8:00p|Boston Celtics|122|Washington Wizards|88|Box Score||20,173|
Thu, Dec 11, 2008|8:30p|Charlotte Bobcats|90|Dallas Mavericks|95|Box Score||19,736|
Thu, Dec 11, 2008|10:30p|Portland Trail Blazers|88|Utah Jazz|97|Box Score||19,911|
Fri, Dec 12, 2008|7:30p|Philadelphia 76ers|72|Cleveland Cavaliers|88|Box Score||20,562|
Fri, Dec 12, 2008|7:30p|Atlanta Hawks|87|Miami Heat|73|Box Score||19,600|
Fri, Dec 12, 2008|7:30p|Toronto Raptors|101|New Jersey Nets|79|Box Score||13,926|
Fri, Dec 12, 2008|8:00p|New Orleans Hornets|82|Boston Celtics|94|Box Score||18,624|
Fri, Dec 12, 2008|8:00p|Indiana Pacers|110|Detroit Pistons|114|Box Score||22,076|
Fri, Dec 12, 2008|8:00p|Chicago Bulls|96|Memphis Grizzlies|103|Box Score||17,132|
Fri, Dec 12, 2008|8:00p|San Antonio Spurs|98|Minnesota Timberwolves|86|Box Score||15,336|
Fri, Dec 12, 2008|9:00p|Orlando Magic|112|Phoenix Suns|113|Box Score||18,422|
Fri, Dec 12, 2008|10:00p|Los Angeles Clippers|120|Portland Trail Blazers|112|Box Score|2OT|20,558|
Fri, Dec 12, 2008|10:30p|Houston Rockets|119|Golden State Warriors|108|Box Score||19,276|
Fri, Dec 12, 2008|10:30p|Sacramento Kings|103|Los Angeles Lakers|112|Box Score||18,997|
Sat, Dec 13, 2008|7:00p|Cleveland Cavaliers|92|Atlanta Hawks|97|Box Score||19,200|
Sat, Dec 13, 2008|7:00p|Detroit Pistons|90|Charlotte Bobcats|86|Box Score||17,373|
Sat, Dec 13, 2008|7:30p|Washington Wizards|89|Philadelphia 76ers|104|Box Score||15,865|
Sat, Dec 13, 2008|8:30p|New Jersey Nets|104|Chicago Bulls|113|Box Score||21,751|
Sat, Dec 13, 2008|8:30p|Oklahoma City Thunder|99|Dallas Mavericks|103|Box Score||20,190|
Sat, Dec 13, 2008|8:30p|Indiana Pacers|103|Milwaukee Bucks|121|Box Score||14,921|
Sat, Dec 13, 2008|9:00p|Golden State Warriors|105|Denver Nuggets|123|Box Score||15,322|
Sat, Dec 13, 2008|9:00p|Orlando Magic|103|Utah Jazz|94|Box Score||19,911|
Sat, Dec 13, 2008|10:00p|New York Knicks|114|Sacramento Kings|90|Box Score||12,155|
Sat, Dec 13, 2008|10:30p|Houston Rockets|82|Los Angeles Clippers|95|Box Score||16,203|
Sun, Dec 14, 2008|12:30p|New Orleans Hornets|99|Toronto Raptors|91|Box Score||18,537|
Sun, Dec 14, 2008|4:00p|Miami Heat|86|Memphis Grizzlies|102|Box Score||12,271|
Sun, Dec 14, 2008|7:00p|Oklahoma City Thunder|104|San Antonio Spurs|109|Box Score||17,419|
Sun, Dec 14, 2008|9:30p|Minnesota Timberwolves|86|Los Angeles Lakers|98|Box Score||18,997|
Mon, Dec 15, 2008|7:00p|Charlotte Bobcats|79|Atlanta Hawks|83|Box Score||12,733|
Mon, Dec 15, 2008|7:00p|New Jersey Nets|94|Toronto Raptors|87|Box Score||18,561|
Mon, Dec 15, 2008|7:00p|Indiana Pacers|118|Washington Wizards|98|Box Score||14,502|
Mon, Dec 15, 2008|7:30p|Utah Jazz|91|Boston Celtics|100|Box Score||18,624|
Mon, Dec 15, 2008|7:30p|Milwaukee Bucks|98|Miami Heat|83|Box Score||15,029|
Mon, Dec 15, 2008|8:30p|Denver Nuggets|98|Dallas Mavericks|88|Box Score||19,969|
Mon, Dec 15, 2008|9:00p|New York Knicks|103|Phoenix Suns|111|Box Score||18,422|
Mon, Dec 15, 2008|10:00p|Minnesota Timberwolves|103|Sacramento Kings|118|Box Score||10,593|
Mon, Dec 15, 2008|10:30p|Orlando Magic|109|Golden State Warriors|98|Box Score||18,844|
Tue, Dec 16, 2008|7:00p|Chicago Bulls|101|Charlotte Bobcats|110|Box Score|OT|11,225|
Tue, Dec 16, 2008|8:00p|New Orleans Hornets|91|Memphis Grizzlies|84|Box Score||10,231|
Tue, Dec 16, 2008|8:00p|Los Angeles Clippers|98|Oklahoma City Thunder|88|Box Score||18,275|
Tue, Dec 16, 2008|8:30p|Denver Nuggets|96|Houston Rockets|108|Box Score||17,737|
Tue, Dec 16, 2008|10:00p|Sacramento Kings|77|Portland Trail Blazers|109|Box Score||20,005|
Tue, Dec 16, 2008|10:30p|New York Knicks|114|Los Angeles Lakers|116|Box Score||18,997|
Wed, Dec 17, 2008|7:00p|Boston Celtics|88|Atlanta Hawks|85|Box Score||18,729|
Wed, Dec 17, 2008|7:00p|Golden State Warriors|120|Indiana Pacers|127|Box Score||11,151|
Wed, Dec 17, 2008|7:00p|Milwaukee Bucks|88|Philadelphia 76ers|93|Box Score||11,538|
Wed, Dec 17, 2008|7:00p|Dallas Mavericks|96|Toronto Raptors|86|Box Score||18,832|
Wed, Dec 17, 2008|7:30p|Washington Wizards|74|Detroit Pistons|88|Box Score||22,076|
Wed, Dec 17, 2008|7:30p|Utah Jazz|103|New Jersey Nets|92|Box Score||12,542|
Wed, Dec 17, 2008|8:00p|Cleveland Cavaliers|93|Minnesota Timberwolves|70|Box Score||14,899|
Wed, Dec 17, 2008|8:30p|Los Angeles Clippers|109|Chicago Bulls|115|Box Score|OT|20,102|
Wed, Dec 17, 2008|9:30p|San Antonio Spurs|83|New Orleans Hornets|90|Box Score||16,593|
Thu, Dec 18, 2008|8:00p|San Antonio Spurs|78|Orlando Magic|90|Box Score||17,461|
Thu, Dec 18, 2008|10:30p|Phoenix Suns|119|Portland Trail Blazers|124|Box Score||20,650|
Fri, Dec 19, 2008|7:00p|Los Angeles Clippers|117|Indiana Pacers|109|Box Score|2OT|12,653|
Fri, Dec 19, 2008|7:00p|Philadelphia 76ers|109|Washington Wizards|103|Box Score||18,323|
Fri, Dec 19, 2008|7:30p|Golden State Warriors|99|Atlanta Hawks|115|Box Score||16,768|
Fri, Dec 19, 2008|7:30p|Chicago Bulls|108|Boston Celtics|126|Box Score||18,624|
Fri, Dec 19, 2008|7:30p|Dallas Mavericks|97|New Jersey Nets|121|Box Score||9,889|
Fri, Dec 19, 2008|7:30p|Milwaukee Bucks|105|New York Knicks|81|Box Score||19,009|
Fri, Dec 19, 2008|8:00p|Utah Jazz|120|Detroit Pistons|114|Box Score|2OT|22,076|
Fri, Dec 19, 2008|8:00p|Charlotte Bobcats|112|Memphis Grizzlies|83|Box Score||11,869|
Fri, Dec 19, 2008|8:00p|Los Angeles Lakers|87|Miami Heat|89|Box Score||19,600|
Fri, Dec 19, 2008|8:00p|Toronto Raptors|83|Oklahoma City Thunder|91|Box Score||18,806|
Fri, Dec 19, 2008|8:30p|Sacramento Kings|96|Houston Rockets|107|Box Score||18,271|
Fri, Dec 19, 2008|10:30p|Cleveland Cavaliers|105|Denver Nuggets|88|Box Score||19,155|
Sat, Dec 20, 2008|7:00p|Golden State Warriors|110|Charlotte Bobcats|103|Box Score||13,068|
Sat, Dec 20, 2008|7:00p|Los Angeles Lakers|103|Orlando Magic|106|Box Score||17,461|
Sat, Dec 20, 2008|7:30p|Indiana Pacers|95|Philadelphia 76ers|94|Box Score||14,599|
Sat, Dec 20, 2008|8:00p|Houston Rockets|109|Minnesota Timberwolves|102|Box Score||12,115|
Sat, Dec 20, 2008|8:00p|Miami Heat|106|New Jersey Nets|103|Box Score||14,139|
Sat, Dec 20, 2008|8:00p|Sacramento Kings|90|New Orleans Hornets|99|Box Score||16,869|
Sat, Dec 20, 2008|8:30p|Utah Jazz|98|Chicago Bulls|106|Box Score||22,046|
Sat, Dec 20, 2008|8:30p|Los Angeles Clippers|85|Milwaukee Bucks|119|Box Score||15,014|
Sat, Dec 20, 2008|8:30p|Toronto Raptors|97|San Antonio Spurs|107|Box Score||17,227|
Sat, Dec 20, 2008|9:00p|Denver Nuggets|101|Phoenix Suns|108|Box Score||18,422|
Sun, Dec 21, 2008|2:00p|Detroit Pistons|78|Atlanta Hawks|85|Box Score||15,233|
Sun, Dec 21, 2008|6:00p|New York Knicks|105|Boston Celtics|124|Box Score||18,624|
Sun, Dec 21, 2008|6:00p|Dallas Mavericks|97|Washington Wizards|86|Box Score||15,582|
Sun, Dec 21, 2008|7:00p|Cleveland Cavaliers|102|Oklahoma City Thunder|91|Box Score||19,136|
Mon, Dec 22, 2008|7:00p|Golden State Warriors|81|Orlando Magic|113|Box Score||17,461|
Mon, Dec 22, 2008|7:30p|Houston Rockets|114|New Jersey Nets|91|Box Score||16,303|
