date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Thu, Apr 1, 2004|7:00p|Portland Trail Blazers|88|Philadelphia 76ers|82|Box Score|17,738|
Thu, Apr 1, 2004|8:00p|Sacramento Kings|117|Dallas Mavericks|127|Box Score|20,533|
Thu, Apr 1, 2004|10:30p|Houston Rockets|85|Los Angeles Lakers|93|Box Score|18,997|
Fri, Apr 2, 2004|7:00p|Atlanta Hawks|95|Orlando Magic|87|Box Score|13,760|
Fri, Apr 2, 2004|7:30p|Golden State Warriors|106|Boston Celtics|111|Box Score|17,960|
Fri, Apr 2, 2004|7:30p|Toronto Raptors|64|Indiana Pacers|84|Box Score|17,775|
Fri, Apr 2, 2004|8:00p|Miami Heat|84|Detroit Pistons|92|Box Score|22,076|
Fri, Apr 2, 2004|8:00p|Phoenix Suns|99|Memphis Grizzlies|109|Box Score|19,351|
Fri, Apr 2, 2004|8:00p|Washington Wizards|73|Minnesota Timberwolves|91|Box Score|19,159|
Fri, Apr 2, 2004|8:00p|New York Knicks|83|New Jersey Nets|108|Box Score|19,968|
Fri, Apr 2, 2004|8:30p|Los Angeles Clippers|110|Chicago Bulls|114|Box Score|OT|19,443
Fri, Apr 2, 2004|8:30p|Cleveland Cavaliers|89|Milwaukee Bucks|107|Box Score|17,813|
Fri, Apr 2, 2004|9:00p|Houston Rockets|100|Denver Nuggets|110|Box Score|19,680|
Fri, Apr 2, 2004|9:00p|San Antonio Spurs|94|Utah Jazz|81|Box Score|19,911|
Fri, Apr 2, 2004|10:30p|Los Angeles Lakers|97|Seattle SuperSonics|86|Box Score|17,072|
Sat, Apr 3, 2004|7:00p|New York Knicks|86|Philadelphia 76ers|75|Box Score|20,686|
Sat, Apr 3, 2004|7:30p|Golden State Warriors|103|Cleveland Cavaliers|100|Box Score|20,562|
Sat, Apr 3, 2004|8:30p|Miami Heat|97|Chicago Bulls|83|Box Score|17,764|
Sat, Apr 3, 2004|8:30p|Phoenix Suns|103|Dallas Mavericks|124|Box Score|20,348|
Sat, Apr 3, 2004|10:00p|New Orleans Hornets|94|Portland Trail Blazers|81|Box Score|18,603|
Sun, Apr 4, 2004|1:00p|Indiana Pacers|61|Detroit Pistons|79|Box Score|22,076|
Sun, Apr 4, 2004|1:00p|Sacramento Kings|99|Houston Rockets|94|Box Score|18,148|
Sun, Apr 4, 2004|1:00p|Milwaukee Bucks|90|Toronto Raptors|83|Box Score|17,276|
Sun, Apr 4, 2004|2:00p|Boston Celtics|102|Washington Wizards|112|Box Score|18,406|
Sun, Apr 4, 2004|3:30p|San Antonio Spurs|95|Los Angeles Lakers|89|Box Score|18,997|
Sun, Apr 4, 2004|3:30p|Memphis Grizzlies|82|Minnesota Timberwolves|90|Box Score|19,068|
Sun, Apr 4, 2004|8:00p|Atlanta Hawks|89|New Jersey Nets|106|Box Score|16,134|
Sun, Apr 4, 2004|9:00p|New Orleans Hornets|88|Seattle SuperSonics|96|Box Score|17,072|
Sun, Apr 4, 2004|9:30p|Utah Jazz|97|Los Angeles Clippers|92|Box Score|17,453|
Mon, Apr 5, 2004|9:00p|Memphis Grizzlies|81|Utah Jazz|92|Box Score|19,911|
Tue, Apr 6, 2004|7:30p|Philadelphia 76ers|103|Atlanta Hawks|100|Box Score|OT|14,361
Tue, Apr 6, 2004|7:30p|Toronto Raptors|87|Cleveland Cavaliers|86|Box Score|20,071|
Tue, Apr 6, 2004|7:30p|Orlando Magic|86|Detroit Pistons|102|Box Score|22,076|
Tue, Apr 6, 2004|7:30p|Milwaukee Bucks|103|New Jersey Nets|98|Box Score|13,967|
Tue, Apr 6, 2004|8:00p|New York Knicks|86|Indiana Pacers|107|Box Score|17,277|
Tue, Apr 6, 2004|8:30p|Seattle SuperSonics|108|Dallas Mavericks|118|Box Score|20,223|
Tue, Apr 6, 2004|10:00p|Portland Trail Blazers|91|Los Angeles Lakers|80|Box Score|18,997|
Tue, Apr 6, 2004|10:00p|New Orleans Hornets|91|Sacramento Kings|105|Box Score|17,317|
Tue, Apr 6, 2004|10:30p|Houston Rockets|90|Golden State Warriors|97|Box Score|19,596|
Wed, Apr 7, 2004|7:30p|Boston Celtics|101|Miami Heat|104|Box Score|16,500|
Wed, Apr 7, 2004|7:30p|Chicago Bulls|82|New York Knicks|96|Box Score|19,763|
Wed, Apr 7, 2004|7:30p|Indiana Pacers|94|Toronto Raptors|90|Box Score|17,554|
Wed, Apr 7, 2004|8:00p|Cleveland Cavaliers|74|Memphis Grizzlies|92|Box Score|19,351|
Wed, Apr 7, 2004|8:00p|Washington Wizards|107|Milwaukee Bucks|116|Box Score|17,002|
Wed, Apr 7, 2004|8:30p|Seattle SuperSonics|75|San Antonio Spurs|96|Box Score|18,797|
Wed, Apr 7, 2004|10:00p|Denver Nuggets|111|Phoenix Suns|96|Box Score|16,797|
Wed, Apr 7, 2004|10:00p|Golden State Warriors|81|Portland Trail Blazers|87|Box Score|15,722|
Wed, Apr 7, 2004|10:30p|Houston Rockets|102|Los Angeles Clippers|79|Box Score|19,469|
Thu, Apr 8, 2004|7:30p|Orlando Magic|81|New Jersey Nets|101|Box Score|18,515|
Thu, Apr 8, 2004|8:30p|Utah Jazz|94|Dallas Mavericks|117|Box Score|20,226|
Thu, Apr 8, 2004|10:00p|Minnesota Timberwolves|94|Sacramento Kings|86|Box Score|17,317|
Fri, Apr 9, 2004|7:00p|Washington Wizards|83|Philadelphia 76ers|80|Box Score|19,192|
Fri, Apr 9, 2004|7:30p|Cleveland Cavaliers|91|Miami Heat|106|Box Score|20,213|
Fri, Apr 9, 2004|8:00p|Toronto Raptors|66|Detroit Pistons|74|Box Score|22,076|
Fri, Apr 9, 2004|8:00p|New Jersey Nets|80|Indiana Pacers|90|Box Score|18,345|
Fri, Apr 9, 2004|8:00p|Boston Celtics|80|New Orleans Hornets|89|Box Score|15,652|
Fri, Apr 9, 2004|8:30p|Atlanta Hawks|116|Chicago Bulls|101|Box Score|21,184|
Fri, Apr 9, 2004|8:30p|Denver Nuggets|103|Houston Rockets|106|Box Score|18,148|
Fri, Apr 9, 2004|8:30p|Portland Trail Blazers|74|San Antonio Spurs|84|Box Score|18,797|
Fri, Apr 9, 2004|10:30p|Minnesota Timberwolves|92|Golden State Warriors|74|Box Score|19,753|
Fri, Apr 9, 2004|10:30p|Memphis Grizzlies|95|Los Angeles Lakers|103|Box Score|18,997|
Fri, Apr 9, 2004|10:30p|Sacramento Kings|96|Phoenix Suns|101|Box Score|18,422|
Sat, Apr 10, 2004|3:30p|Dallas Mavericks|99|Seattle SuperSonics|119|Box Score|17,072|
Sat, Apr 10, 2004|7:00p|Boston Celtics|99|Atlanta Hawks|110|Box Score|14,616|
Sat, Apr 10, 2004|7:00p|Detroit Pistons|101|Orlando Magic|89|Box Score|15,571|
Sat, Apr 10, 2004|7:00p|New York Knicks|102|Washington Wizards|98|Box Score|OT|17,524
Sat, Apr 10, 2004|7:30p|Miami Heat|80|Cleveland Cavaliers|91|Box Score|20,562|
Sat, Apr 10, 2004|8:30p|New Orleans Hornets|92|Milwaukee Bucks|87|Box Score|18,717|
Sat, Apr 10, 2004|9:00p|Portland Trail Blazers|100|Denver Nuggets|110|Box Score|OT|19,794
Sat, Apr 10, 2004|9:00p|Houston Rockets|69|Utah Jazz|82|Box Score|19,911|
Sun, Apr 11, 2004|1:00p|Philadelphia 76ers|75|New Jersey Nets|89|Box Score|14,796|
Sun, Apr 11, 2004|1:00p|Chicago Bulls|114|Toronto Raptors|108|Box Score|OT|17,362
Sun, Apr 11, 2004|3:30p|Los Angeles Lakers|85|Sacramento Kings|102|Box Score|17,317|
Sun, Apr 11, 2004|9:00p|Dallas Mavericks|107|Golden State Warriors|108|Box Score|14,759|
Sun, Apr 11, 2004|9:00p|Memphis Grizzlies|83|Phoenix Suns|89|Box Score|15,216|
Sun, Apr 11, 2004|9:30p|San Antonio Spurs|88|Los Angeles Clippers|79|Box Score|18,031|
Mon, Apr 12, 2004|7:00p|Miami Heat|84|Boston Celtics|77|Box Score|15,730|
Mon, Apr 12, 2004|7:00p|Milwaukee Bucks|89|Cleveland Cavaliers|93|Box Score|20,562|
