date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Tue, Oct 27, 2015|8:00p|Cleveland Cavaliers|95|Chicago Bulls|97|Box Score||21,957|
Tue, Oct 27, 2015|8:00p|Detroit Pistons|106|Atlanta Hawks|94|Box Score||19,187|
Tue, Oct 27, 2015|10:30p|New Orleans Pelicans|95|Golden State Warriors|111|Box Score||19,596|
Wed, Oct 28, 2015|7:00p|Washington Wizards|88|Orlando Magic|87|Box Score||18,846|
Wed, Oct 28, 2015|7:30p|Philadelphia 76ers|95|Boston Celtics|112|Box Score||18,624|
Wed, Oct 28, 2015|7:30p|Chicago Bulls|115|Brooklyn Nets|100|Box Score||17,732|
Wed, Oct 28, 2015|7:30p|Utah Jazz|87|Detroit Pistons|92|Box Score||18,434|
Wed, Oct 28, 2015|7:30p|Indiana Pacers|99|Toronto Raptors|106|Box Score||19,800|
Wed, Oct 28, 2015|7:30p|Charlotte Hornets|94|Miami Heat|104|Box Score||19,724|
Wed, Oct 28, 2015|8:00p|New York Knicks|122|Milwaukee Bucks|97|Box Score||18,717|
Wed, Oct 28, 2015|8:00p|San Antonio Spurs|106|Oklahoma City Thunder|112|Box Score||18,203|
Wed, Oct 28, 2015|8:00p|Cleveland Cavaliers|106|Memphis Grizzlies|76|Box Score||18,119|
Wed, Oct 28, 2015|8:00p|Denver Nuggets|105|Houston Rockets|85|Box Score||18,240|
Wed, Oct 28, 2015|10:00p|Dallas Mavericks|111|Phoenix Suns|95|Box Score||18,055|
Wed, Oct 28, 2015|10:00p|New Orleans Pelicans|94|Portland Trail Blazers|112|Box Score||19,393|
Wed, Oct 28, 2015|10:00p|Los Angeles Clippers|111|Sacramento Kings|104|Box Score||17,458|
Wed, Oct 28, 2015|10:30p|Minnesota Timberwolves|112|Los Angeles Lakers|111|Box Score||18,997|
Thu, Oct 29, 2015|7:00p|Memphis Grizzlies|112|Indiana Pacers|103|Box Score||18,165|
Thu, Oct 29, 2015|8:00p|Atlanta Hawks|112|New York Knicks|101|Box Score||19,812|
Thu, Oct 29, 2015|10:30p|Dallas Mavericks|88|Los Angeles Clippers|104|Box Score||19,218|
Fri, Oct 30, 2015|7:00p|Miami Heat|92|Cleveland Cavaliers|102|Box Score||20,562|
Fri, Oct 30, 2015|7:00p|Utah Jazz|99|Philadelphia 76ers|71|Box Score||17,122|
Fri, Oct 30, 2015|7:00p|Oklahoma City Thunder|139|Orlando Magic|136|Box Score|2OT|18,846|
Fri, Oct 30, 2015|7:30p|Toronto Raptors|113|Boston Celtics|103|Box Score||16,898|
Fri, Oct 30, 2015|7:30p|Chicago Bulls|94|Detroit Pistons|98|Box Score|OT|16,035|
Fri, Oct 30, 2015|8:00p|Charlotte Hornets|94|Atlanta Hawks|97|Box Score||17,024|
Fri, Oct 30, 2015|8:00p|Washington Wizards|118|Milwaukee Bucks|113|Box Score||13,858|
Fri, Oct 30, 2015|8:30p|Brooklyn Nets|75|San Antonio Spurs|102|Box Score||18,418|
Fri, Oct 30, 2015|9:00p|Minnesota Timberwolves|95|Denver Nuggets|78|Box Score||17,660|
Fri, Oct 30, 2015|9:30p|Golden State Warriors|112|Houston Rockets|92|Box Score||18,142|
Fri, Oct 30, 2015|10:00p|Los Angeles Lakers|114|Sacramento Kings|132|Box Score||17,391|
Fri, Oct 30, 2015|10:30p|Portland Trail Blazers|92|Phoenix Suns|110|Box Score||18,055|
Sat, Oct 31, 2015|7:00p|Utah Jazz|97|Indiana Pacers|76|Box Score||14,412|
Sat, Oct 31, 2015|7:00p|New York Knicks|117|Washington Wizards|110|Box Score||20,356|
Sat, Oct 31, 2015|7:30p|Golden State Warriors|134|New Orleans Pelicans|120|Box Score||18,406|
Sat, Oct 31, 2015|8:00p|Brooklyn Nets|91|Memphis Grizzlies|101|Box Score||16,013|
Sat, Oct 31, 2015|10:00p|Phoenix Suns|101|Portland Trail Blazers|90|Box Score||17,906|
Sat, Oct 31, 2015|10:30p|Sacramento Kings|109|Los Angeles Clippers|114|Box Score||19,060|
