date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Mon, Apr 1, 2019|7:00p|Detroit Pistons|102|Indiana Pacers|111|Box Score||15,760|
Mon, Apr 1, 2019|7:30p|Miami Heat|105|Boston Celtics|110|Box Score||18,624|
Mon, Apr 1, 2019|7:30p|Milwaukee Bucks|131|Brooklyn Nets|121|Box Score||17,732|
Mon, Apr 1, 2019|7:30p|Chicago Bulls|105|New York Knicks|113|Box Score||18,874|
Mon, Apr 1, 2019|7:30p|Orlando Magic|109|Toronto Raptors|121|Box Score||19,800|
Mon, Apr 1, 2019|8:00p|Portland Trail Blazers|132|Minnesota Timberwolves|122|Box Score||11,209|
Mon, Apr 1, 2019|8:30p|Philadelphia 76ers|102|Dallas Mavericks|122|Box Score||19,645|
Mon, Apr 1, 2019|9:00p|Charlotte Hornets|102|Utah Jazz|111|Box Score||18,306|
Mon, Apr 1, 2019|10:00p|Cleveland Cavaliers|113|Phoenix Suns|122|Box Score||14,050|
Tue, Apr 2, 2019|8:00p|Los Angeles Lakers|103|Oklahoma City Thunder|119|Box Score||18,203|
Tue, Apr 2, 2019|8:30p|Atlanta Hawks|111|San Antonio Spurs|117|Box Score||18,354|
Tue, Apr 2, 2019|10:00p|Houston Rockets|130|Sacramento Kings|105|Box Score||17,583|
Tue, Apr 2, 2019|10:30p|Denver Nuggets|102|Golden State Warriors|116|Box Score||19,596|
Wed, Apr 3, 2019|7:00p|Indiana Pacers|108|Detroit Pistons|89|Box Score||18,984|
Wed, Apr 3, 2019|7:00p|New York Knicks|100|Orlando Magic|114|Box Score||18,846|
Wed, Apr 3, 2019|7:00p|Chicago Bulls|115|Washington Wizards|114|Box Score||16,616|
Wed, Apr 3, 2019|7:30p|Philadelphia 76ers|122|Atlanta Hawks|130|Box Score||16,638|
Wed, Apr 3, 2019|7:30p|Toronto Raptors|115|Brooklyn Nets|105|Box Score||17,732|
Wed, Apr 3, 2019|7:30p|Boston Celtics|112|Miami Heat|102|Box Score||19,904|
Wed, Apr 3, 2019|8:00p|Charlotte Hornets|115|New Orleans Pelicans|109|Box Score||16,844|
Wed, Apr 3, 2019|8:30p|Minnesota Timberwolves|110|Dallas Mavericks|108|Box Score||19,576|
Wed, Apr 3, 2019|9:00p|San Antonio Spurs|85|Denver Nuggets|113|Box Score||17,643|
Wed, Apr 3, 2019|10:00p|Utah Jazz|118|Phoenix Suns|97|Box Score||15,797|
Wed, Apr 3, 2019|10:00p|Memphis Grizzlies|89|Portland Trail Blazers|116|Box Score||19,608|
Wed, Apr 3, 2019|10:30p|Houston Rockets|135|Los Angeles Clippers|103|Box Score||17,593|
Thu, Apr 4, 2019|8:00p|Milwaukee Bucks|128|Philadelphia 76ers|122|Box Score||20,701|
Thu, Apr 4, 2019|10:00p|Cleveland Cavaliers|104|Sacramento Kings|117|Box Score||17,583|
Thu, Apr 4, 2019|10:30p|Golden State Warriors|108|Los Angeles Lakers|90|Box Score||18,997|
Fri, Apr 5, 2019|7:00p|Toronto Raptors|111|Charlotte Hornets|113|Box Score||18,684|
Fri, Apr 5, 2019|7:00p|Atlanta Hawks|113|Orlando Magic|149|Box Score||18,999|
Fri, Apr 5, 2019|7:00p|San Antonio Spurs|129|Washington Wizards|112|Box Score||20,409|
Fri, Apr 5, 2019|8:00p|New York Knicks|96|Houston Rockets|120|Box Score||18,055|
Fri, Apr 5, 2019|8:00p|Boston Celtics|117|Indiana Pacers|97|Box Score||17,371|
Fri, Apr 5, 2019|8:00p|Miami Heat|109|Minnesota Timberwolves|111|Box Score||17,763|
Fri, Apr 5, 2019|8:00p|Detroit Pistons|110|Oklahoma City Thunder|123|Box Score||18,203|
Fri, Apr 5, 2019|8:30p|Memphis Grizzlies|122|Dallas Mavericks|112|Box Score||20,111|
Fri, Apr 5, 2019|9:00p|Sacramento Kings|98|Utah Jazz|119|Box Score||18,306|
Fri, Apr 5, 2019|10:00p|New Orleans Pelicans|126|Phoenix Suns|133|Box Score|OT|16,410|
Fri, Apr 5, 2019|10:30p|Portland Trail Blazers|110|Denver Nuggets|119|Box Score||19,928|
Fri, Apr 5, 2019|10:30p|Cleveland Cavaliers|114|Golden State Warriors|120|Box Score||19,596|
Fri, Apr 5, 2019|10:30p|Los Angeles Lakers|122|Los Angeles Clippers|117|Box Score||17,910|
Sat, Apr 6, 2019|5:00p|Brooklyn Nets|133|Milwaukee Bucks|128|Box Score||18,116|
Sat, Apr 6, 2019|8:00p|Philadelphia 76ers|116|Chicago Bulls|96|Box Score||21,059|
Sun, Apr 7, 2019|12:00p|Miami Heat|109|Toronto Raptors|117|Box Score|OT|19,800|
Sun, Apr 7, 2019|3:00p|San Antonio Spurs|112|Cleveland Cavaliers|90|Box Score||19,432|
Sun, Apr 7, 2019|3:30p|Oklahoma City Thunder|132|Minnesota Timberwolves|126|Box Score||18,978|
Sun, Apr 7, 2019|4:00p|Charlotte Hornets|104|Detroit Pistons|91|Box Score||19,871|
Sun, Apr 7, 2019|5:00p|Brooklyn Nets|108|Indiana Pacers|96|Box Score||16,197|
Sun, Apr 7, 2019|6:00p|Dallas Mavericks|129|Memphis Grizzlies|127|Box Score|OT|16,744|
Sun, Apr 7, 2019|7:00p|Phoenix Suns|113|Houston Rockets|149|Box Score||18,055|
Sun, Apr 7, 2019|7:00p|Atlanta Hawks|107|Milwaukee Bucks|115|Box Score||17,775|
Sun, Apr 7, 2019|7:30p|Orlando Magic|116|Boston Celtics|108|Box Score||18,624|
Sun, Apr 7, 2019|7:30p|Washington Wizards|110|New York Knicks|113|Box Score||19,812|
Sun, Apr 7, 2019|8:30p|Los Angeles Clippers|104|Golden State Warriors|131|Box Score||19,596|
Sun, Apr 7, 2019|9:00p|Denver Nuggets|108|Portland Trail Blazers|115|Box Score||19,890|
Sun, Apr 7, 2019|9:00p|New Orleans Pelicans|133|Sacramento Kings|129|Box Score||17,583|
Sun, Apr 7, 2019|9:30p|Utah Jazz|109|Los Angeles Lakers|113|Box Score||18,997|
Tue, Apr 9, 2019|7:00p|Charlotte Hornets|124|Cleveland Cavaliers|97|Box Score||19,432|
Tue, Apr 9, 2019|7:00p|Memphis Grizzlies|93|Detroit Pistons|100|Box Score||19,802|
Tue, Apr 9, 2019|7:00p|Boston Celtics|116|Washington Wizards|110|Box Score||20,409|
Tue, Apr 9, 2019|7:30p|Philadelphia 76ers|99|Miami Heat|122|Box Score||20,153|
Tue, Apr 9, 2019|8:00p|New York Knicks|96|Chicago Bulls|86|Box Score||21,350|
Tue, Apr 9, 2019|8:00p|Toronto Raptors|120|Minnesota Timberwolves|100|Box Score||16,119|
Tue, Apr 9, 2019|8:00p|Golden State Warriors|112|New Orleans Pelicans|103|Box Score||17,090|
Tue, Apr 9, 2019|8:30p|Phoenix Suns|109|Dallas Mavericks|120|Box Score||21,041|
Tue, Apr 9, 2019|9:00p|Denver Nuggets|108|Utah Jazz|118|Box Score||18,306|
Tue, Apr 9, 2019|9:30p|Houston Rockets|111|Oklahoma City Thunder|112|Box Score||18,203|
Tue, Apr 9, 2019|10:30p|Portland Trail Blazers|104|Los Angeles Lakers|101|Box Score||18,997|
Wed, Apr 10, 2019|8:00p|Indiana Pacers|135|Atlanta Hawks|134|Box Score||17,143|
Wed, Apr 10, 2019|8:00p|Miami Heat|94|Brooklyn Nets|113|Box Score||17,732|
Wed, Apr 10, 2019|8:00p|Orlando Magic|122|Charlotte Hornets|114|Box Score||17,719|
Wed, Apr 10, 2019|8:00p|Golden State Warriors|117|Memphis Grizzlies|132|Box Score||17,794|
Wed, Apr 10, 2019|8:00p|Oklahoma City Thunder|127|Milwaukee Bucks|116|Box Score||18,082|
Wed, Apr 10, 2019|8:00p|Detroit Pistons|115|New York Knicks|89|Box Score||19,812|
Wed, Apr 10, 2019|8:00p|Chicago Bulls|109|Philadelphia 76ers|125|Box Score||20,197|
Wed, Apr 10, 2019|8:00p|Dallas Mavericks|94|San Antonio Spurs|105|Box Score||18,629|
Wed, Apr 10, 2019|10:30p|Minnesota Timberwolves|95|Denver Nuggets|99|Box Score||16,332|
Wed, Apr 10, 2019|10:30p|Utah Jazz|137|Los Angeles Clippers|143|Box Score|OT|17,655|
Wed, Apr 10, 2019|10:30p|Sacramento Kings|131|Portland Trail Blazers|136|Box Score||19,814|
Playoffs|||||||||
Sat, Apr 13, 2019|2:30p|Brooklyn Nets|111|Philadelphia 76ers|102|Box Score||20,437|
Sat, Apr 13, 2019|5:00p|Orlando Magic|104|Toronto Raptors|101|Box Score||19,937|
