date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Fri, Dec 1, 2017|7:00p|Golden State Warriors|133|Orlando Magic|112|Box Score||18,846|
Fri, Dec 1, 2017|7:00p|Detroit Pistons|91|Washington Wizards|109|Box Score||17,885|
Fri, Dec 1, 2017|7:30p|Indiana Pacers|115|Toronto Raptors|120|Box Score||19,800|
Fri, Dec 1, 2017|8:00p|Sacramento Kings|107|Chicago Bulls|106|Box Score||19,268|
Fri, Dec 1, 2017|8:00p|San Antonio Spurs|95|Memphis Grizzlies|79|Box Score||16,413|
Fri, Dec 1, 2017|8:00p|Charlotte Hornets|100|Miami Heat|105|Box Score||19,600|
Fri, Dec 1, 2017|8:00p|Minnesota Timberwolves|107|Oklahoma City Thunder|111|Box Score||18,203|
Fri, Dec 1, 2017|9:00p|New Orleans Pelicans|108|Utah Jazz|114|Box Score||17,725|
Sat, Dec 2, 2017|1:00p|Phoenix Suns|111|Boston Celtics|116|Box Score||18,624|
Sat, Dec 2, 2017|2:00p|Los Angeles Clippers|82|Dallas Mavericks|108|Box Score||19,245|
Sat, Dec 2, 2017|3:00p|Atlanta Hawks|114|Brooklyn Nets|102|Box Score||13,949|
Sat, Dec 2, 2017|7:30p|Memphis Grizzlies|111|Cleveland Cavaliers|116|Box Score||20,562|
Sat, Dec 2, 2017|7:30p|Detroit Pistons|103|Philadelphia 76ers|108|Box Score||20,562|
Sat, Dec 2, 2017|8:30p|Sacramento Kings|104|Milwaukee Bucks|109|Box Score||15,581|
Sat, Dec 2, 2017|9:00p|Los Angeles Lakers|100|Denver Nuggets|115|Box Score||19,520|
Sat, Dec 2, 2017|10:00p|New Orleans Pelicans|123|Portland Trail Blazers|116|Box Score||18,730|
Sun, Dec 3, 2017|3:30p|Orlando Magic|105|New York Knicks|100|Box Score||19,082|
Sun, Dec 3, 2017|7:00p|Golden State Warriors|123|Miami Heat|95|Box Score||19,600|
Sun, Dec 3, 2017|7:00p|Los Angeles Clippers|106|Minnesota Timberwolves|112|Box Score||13,172|
Sun, Dec 3, 2017|7:00p|San Antonio Spurs|87|Oklahoma City Thunder|90|Box Score||18,203|
Sun, Dec 3, 2017|9:30p|Houston Rockets|118|Los Angeles Lakers|95|Box Score||18,997|
Mon, Dec 4, 2017|7:00p|Orlando Magic|94|Charlotte Hornets|104|Box Score||14,419|
Mon, Dec 4, 2017|7:00p|New York Knicks|97|Indiana Pacers|115|Box Score||12,018|
Mon, Dec 4, 2017|7:00p|Phoenix Suns|115|Philadelphia 76ers|101|Box Score||20,564|
Mon, Dec 4, 2017|7:30p|Brooklyn Nets|110|Atlanta Hawks|90|Box Score||12,056|
Mon, Dec 4, 2017|7:30p|Milwaukee Bucks|100|Boston Celtics|111|Box Score||18,624|
Mon, Dec 4, 2017|8:00p|Cleveland Cavaliers|113|Chicago Bulls|91|Box Score||21,323|
Mon, Dec 4, 2017|8:00p|Minnesota Timberwolves|92|Memphis Grizzlies|95|Box Score||14,012|
Mon, Dec 4, 2017|8:00p|Golden State Warriors|125|New Orleans Pelicans|115|Box Score||17,004|
Mon, Dec 4, 2017|8:30p|Denver Nuggets|105|Dallas Mavericks|122|Box Score||19,419|
Mon, Dec 4, 2017|8:30p|Detroit Pistons|93|San Antonio Spurs|96|Box Score||18,288|
Mon, Dec 4, 2017|9:00p|Washington Wizards|69|Utah Jazz|116|Box Score||17,227|
Tue, Dec 5, 2017|7:30p|Phoenix Suns|113|Toronto Raptors|126|Box Score||19,800|
Tue, Dec 5, 2017|8:00p|Utah Jazz|94|Oklahoma City Thunder|100|Box Score||18,203|
Tue, Dec 5, 2017|10:00p|Washington Wizards|106|Portland Trail Blazers|92|Box Score||19,241|
Wed, Dec 6, 2017|7:00p|Sacramento Kings|95|Cleveland Cavaliers|101|Box Score||20,562|
Wed, Dec 6, 2017|7:00p|Chicago Bulls|96|Indiana Pacers|98|Box Score||13,013|
Wed, Dec 6, 2017|7:00p|Atlanta Hawks|106|Orlando Magic|110|Box Score|OT|16,167|
Wed, Dec 6, 2017|7:30p|Dallas Mavericks|90|Boston Celtics|97|Box Score||18,624|
Wed, Dec 6, 2017|7:30p|Memphis Grizzlies|88|New York Knicks|99|Box Score||19,812|
Wed, Dec 6, 2017|8:00p|Golden State Warriors|101|Charlotte Hornets|87|Box Score||19,334|
Wed, Dec 6, 2017|8:00p|Detroit Pistons|100|Milwaukee Bucks|104|Box Score||15,841|
Wed, Dec 6, 2017|8:00p|Denver Nuggets|114|New Orleans Pelicans|123|Box Score||15,353|
Wed, Dec 6, 2017|8:30p|Miami Heat|105|San Antonio Spurs|117|Box Score||18,252|
Wed, Dec 6, 2017|10:30p|Minnesota Timberwolves|113|Los Angeles Clippers|107|Box Score||15,951|
Thu, Dec 7, 2017|8:00p|Los Angeles Lakers|107|Philadelphia 76ers|104|Box Score||20,495|
Thu, Dec 7, 2017|9:00p|Washington Wizards|109|Phoenix Suns|99|Box Score||15,925|
Thu, Dec 7, 2017|10:00p|Oklahoma City Thunder|95|Brooklyn Nets|100|Box Score||20,562|at Mexico City, Mexico
Thu, Dec 7, 2017|10:30p|Houston Rockets|112|Utah Jazz|101|Box Score||18,306|
Fri, Dec 8, 2017|7:00p|Chicago Bulls|119|Charlotte Hornets|111|Box Score|OT|14,077|
Fri, Dec 8, 2017|7:00p|Golden State Warriors|102|Detroit Pistons|98|Box Score||20,491|
Fri, Dec 8, 2017|7:00p|Cleveland Cavaliers|102|Indiana Pacers|106|Box Score||17,032|
Fri, Dec 8, 2017|7:00p|Denver Nuggets|103|Orlando Magic|89|Box Score||16,024|
Fri, Dec 8, 2017|8:00p|Toronto Raptors|116|Memphis Grizzlies|107|Box Score||15,417|
Fri, Dec 8, 2017|8:00p|Dallas Mavericks|102|Milwaukee Bucks|109|Box Score||15,889|
Fri, Dec 8, 2017|8:00p|Sacramento Kings|116|New Orleans Pelicans|109|Box Score|OT|15,019|
Fri, Dec 8, 2017|9:30p|Boston Celtics|102|San Antonio Spurs|105|Box Score||18,418|
Sat, Dec 9, 2017|3:30p|Washington Wizards|112|Los Angeles Clippers|113|Box Score||15,739|
Sat, Dec 9, 2017|6:00p|Miami Heat|101|Brooklyn Nets|89|Box Score||19,777|at Mexico City, Mexico
Sat, Dec 9, 2017|7:00p|Los Angeles Lakers|110|Charlotte Hornets|99|Box Score||19,320|
Sat, Dec 9, 2017|7:30p|Orlando Magic|110|Atlanta Hawks|117|Box Score||12,719|
Sat, Dec 9, 2017|8:00p|New York Knicks|102|Chicago Bulls|104|Box Score||20,149|
Sat, Dec 9, 2017|8:00p|Philadelphia 76ers|98|Cleveland Cavaliers|105|Box Score||20,562|
Sat, Dec 9, 2017|8:30p|Utah Jazz|100|Milwaukee Bucks|117|Box Score||16,675|
Sat, Dec 9, 2017|9:00p|Oklahoma City Thunder|102|Memphis Grizzlies|101|Box Score|OT|17,794|
Sat, Dec 9, 2017|9:00p|San Antonio Spurs|104|Phoenix Suns|101|Box Score||16,575|
Sat, Dec 9, 2017|10:00p|Houston Rockets|124|Portland Trail Blazers|117|Box Score||19,503|
Sun, Dec 10, 2017|3:30p|Toronto Raptors|102|Sacramento Kings|87|Box Score||17,583|
Sun, Dec 10, 2017|4:00p|Boston Celtics|91|Detroit Pistons|81|Box Score||18,776|
Sun, Dec 10, 2017|5:00p|Denver Nuggets|116|Indiana Pacers|126|Box Score|OT|14,587|
Sun, Dec 10, 2017|7:00p|Dallas Mavericks|92|Minnesota Timberwolves|97|Box Score||13,094|
Sun, Dec 10, 2017|7:00p|Philadelphia 76ers|124|New Orleans Pelicans|131|Box Score||16,878|
Sun, Dec 10, 2017|7:30p|Atlanta Hawks|107|New York Knicks|111|Box Score||19,189|
Mon, Dec 11, 2017|8:00p|Boston Celtics|85|Chicago Bulls|108|Box Score||19,617|
Mon, Dec 11, 2017|8:00p|New Orleans Pelicans|123|Houston Rockets|130|Box Score||18,055|
Mon, Dec 11, 2017|8:00p|Miami Heat|107|Memphis Grizzlies|82|Box Score||14,857|
Mon, Dec 11, 2017|8:00p|Charlotte Hornets|116|Oklahoma City Thunder|103|Box Score||18,203|
Mon, Dec 11, 2017|10:30p|Portland Trail Blazers|104|Golden State Warriors|111|Box Score||19,596|
Mon, Dec 11, 2017|10:30p|Toronto Raptors|91|Los Angeles Clippers|96|Box Score||16,658|
Tue, Dec 12, 2017|7:00p|Atlanta Hawks|114|Cleveland Cavaliers|123|Box Score||20,562|
Tue, Dec 12, 2017|7:00p|Denver Nuggets|103|Detroit Pistons|84|Box Score||15,480|
Tue, Dec 12, 2017|7:00p|Los Angeles Lakers|109|New York Knicks|113|Box Score|OT|19,359|
Tue, Dec 12, 2017|7:30p|Washington Wizards|98|Brooklyn Nets|103|Box Score||14,515|
Tue, Dec 12, 2017|8:30p|San Antonio Spurs|89|Dallas Mavericks|95|Box Score||19,874|
Tue, Dec 12, 2017|9:30p|Philadelphia 76ers|118|Minnesota Timberwolves|112|Box Score|OT|14,659|
Tue, Dec 12, 2017|10:00p|Phoenix Suns|92|Sacramento Kings|99|Box Score||17,583|
Wed, Dec 13, 2017|7:00p|Oklahoma City Thunder|100|Indiana Pacers|95|Box Score||17,923|
Wed, Dec 13, 2017|7:00p|Los Angeles Clippers|106|Orlando Magic|95|Box Score||16,011|
Wed, Dec 13, 2017|7:00p|Memphis Grizzlies|87|Washington Wizards|93|Box Score||15,297|
Wed, Dec 13, 2017|7:30p|Denver Nuggets|118|Boston Celtics|124|Box Score||18,624|
Wed, Dec 13, 2017|7:30p|Portland Trail Blazers|102|Miami Heat|95|Box Score||19,600|
Wed, Dec 13, 2017|8:00p|Utah Jazz|100|Chicago Bulls|103|Box Score||18,102|
Wed, Dec 13, 2017|8:00p|Milwaukee Bucks|108|New Orleans Pelicans|115|Box Score||16,863|
Wed, Dec 13, 2017|9:00p|Toronto Raptors|115|Phoenix Suns|109|Box Score||15,517|
Wed, Dec 13, 2017|9:30p|Charlotte Hornets|96|Houston Rockets|108|Box Score||16,509|
Thu, Dec 14, 2017|7:30p|Detroit Pistons|105|Atlanta Hawks|91|Box Score||13,548|
Thu, Dec 14, 2017|7:30p|New York Knicks|111|Brooklyn Nets|104|Box Score||17,732|
