date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Tue, Nov 1, 2016|6:00p|Houston Rockets|120|Cleveland Cavaliers|128|Box Score||20,562|
Tue, Nov 1, 2016|7:00p|Los Angeles Lakers|108|Indiana Pacers|115|Box Score||15,348|
Tue, Nov 1, 2016|7:00p|Orlando Magic|103|Philadelphia 76ers|101|Box Score||12,529|
Tue, Nov 1, 2016|7:30p|New York Knicks|89|Detroit Pistons|102|Box Score||13,087|
Tue, Nov 1, 2016|7:30p|Sacramento Kings|96|Miami Heat|108|Box Score|OT|19,612|
Tue, Nov 1, 2016|8:00p|Memphis Grizzlies|80|Minnesota Timberwolves|116|Box Score||14,774|
Tue, Nov 1, 2016|8:00p|Milwaukee Bucks|117|New Orleans Pelicans|113|Box Score||15,515|
Tue, Nov 1, 2016|8:30p|Utah Jazz|106|San Antonio Spurs|91|Box Score||18,418|
Tue, Nov 1, 2016|10:00p|Golden State Warriors|127|Portland Trail Blazers|104|Box Score||19,393|
Wed, Nov 2, 2016|7:00p|Philadelphia 76ers|93|Charlotte Hornets|109|Box Score||15,275|
Wed, Nov 2, 2016|7:00p|Toronto Raptors|113|Washington Wizards|103|Box Score||19,581|
Wed, Nov 2, 2016|7:30p|Los Angeles Lakers|123|Atlanta Hawks|116|Box Score||13,800|
Wed, Nov 2, 2016|7:30p|Detroit Pistons|101|Brooklyn Nets|109|Box Score||13,650|
Wed, Nov 2, 2016|7:30p|Houston Rockets|118|New York Knicks|99|Box Score||19,812|
Wed, Nov 2, 2016|8:00p|Chicago Bulls|100|Boston Celtics|107|Box Score||18,624|
Wed, Nov 2, 2016|8:00p|New Orleans Pelicans|83|Memphis Grizzlies|89|Box Score|OT|15,881|
Wed, Nov 2, 2016|9:00p|Dallas Mavericks|81|Utah Jazz|97|Box Score||19,318|
Wed, Nov 2, 2016|10:00p|Portland Trail Blazers|115|Phoenix Suns|118|Box Score|OT|17,284|
Wed, Nov 2, 2016|10:30p|Oklahoma City Thunder|85|Los Angeles Clippers|83|Box Score||19,060|
Thu, Nov 3, 2016|7:00p|Sacramento Kings|94|Orlando Magic|102|Box Score||17,026|
Thu, Nov 3, 2016|8:00p|Boston Celtics|122|Cleveland Cavaliers|128|Box Score||20,562|
Thu, Nov 3, 2016|8:00p|Indiana Pacers|107|Milwaukee Bucks|125|Box Score||11,374|
Thu, Nov 3, 2016|8:00p|Denver Nuggets|102|Minnesota Timberwolves|99|Box Score||11,219|
Thu, Nov 3, 2016|10:30p|Oklahoma City Thunder|96|Golden State Warriors|122|Box Score||19,596|
Fri, Nov 4, 2016|7:00p|Atlanta Hawks|92|Washington Wizards|95|Box Score||14,663|
Fri, Nov 4, 2016|7:30p|Charlotte Hornets|99|Brooklyn Nets|95|Box Score||15,775|
Fri, Nov 4, 2016|7:30p|Miami Heat|87|Toronto Raptors|96|Box Score||19,800|
Fri, Nov 4, 2016|8:00p|New York Knicks|117|Chicago Bulls|104|Box Score||22,376|
Fri, Nov 4, 2016|8:00p|Los Angeles Clippers|99|Memphis Grizzlies|88|Box Score||17,115|
Fri, Nov 4, 2016|8:00p|Phoenix Suns|112|New Orleans Pelicans|111|Box Score|OT|15,379|
Fri, Nov 4, 2016|8:30p|Portland Trail Blazers|105|Dallas Mavericks|95|Box Score||19,475|
Fri, Nov 4, 2016|9:00p|San Antonio Spurs|100|Utah Jazz|86|Box Score||19,911|
Fri, Nov 4, 2016|10:30p|Golden State Warriors|97|Los Angeles Lakers|117|Box Score||18,997|
Sat, Nov 5, 2016|6:00p|Minnesota Timberwolves|92|Oklahoma City Thunder|112|Box Score||18,203|
Sat, Nov 5, 2016|7:00p|Denver Nuggets|86|Detroit Pistons|103|Box Score||16,218|
Sat, Nov 5, 2016|7:00p|Chicago Bulls|94|Indiana Pacers|111|Box Score||17,020|
Sat, Nov 5, 2016|7:00p|Washington Wizards|86|Orlando Magic|88|Box Score||18,846|
Sat, Nov 5, 2016|7:00p|Cleveland Cavaliers|102|Philadelphia 76ers|101|Box Score||20,497|
Sat, Nov 5, 2016|7:30p|Houston Rockets|97|Atlanta Hawks|112|Box Score||16,895|
Sat, Nov 5, 2016|8:00p|Sacramento Kings|91|Milwaukee Bucks|117|Box Score||16,021|
Sat, Nov 5, 2016|8:30p|Los Angeles Clippers|116|San Antonio Spurs|92|Box Score||18,418|
Sun, Nov 6, 2016|12:00p|Utah Jazz|114|New York Knicks|109|Box Score||19,812|
Sun, Nov 6, 2016|3:30p|Portland Trail Blazers|100|Memphis Grizzlies|94|Box Score||16,233|
Sun, Nov 6, 2016|6:00p|Sacramento Kings|96|Toronto Raptors|91|Box Score||19,800|
Sun, Nov 6, 2016|7:00p|Milwaukee Bucks|75|Dallas Mavericks|86|Box Score|OT|19,345|
Sun, Nov 6, 2016|7:30p|Denver Nuggets|123|Boston Celtics|107|Box Score||17,452|
Sun, Nov 6, 2016|9:30p|Phoenix Suns|108|Los Angeles Lakers|119|Box Score||18,997|
Mon, Nov 7, 2016|7:00p|Indiana Pacers|100|Charlotte Hornets|122|Box Score||16,880|
Mon, Nov 7, 2016|7:00p|Utah Jazz|109|Philadelphia 76ers|84|Box Score||14,168|
Mon, Nov 7, 2016|7:00p|Houston Rockets|114|Washington Wizards|106|Box Score||13,173|
Mon, Nov 7, 2016|8:00p|Orlando Magic|80|Chicago Bulls|112|Box Score||21,320|
Mon, Nov 7, 2016|8:00p|Miami Heat|85|Oklahoma City Thunder|97|Box Score||18,203|
Mon, Nov 7, 2016|10:30p|New Orleans Pelicans|106|Golden State Warriors|116|Box Score||19,596|
Mon, Nov 7, 2016|10:30p|Detroit Pistons|82|Los Angeles Clippers|114|Box Score||19,060|
Tue, Nov 8, 2016|7:00p|Atlanta Hawks|110|Cleveland Cavaliers|106|Box Score||20,562|
Tue, Nov 8, 2016|7:30p|Minnesota Timberwolves|110|Brooklyn Nets|119|Box Score||13,610|
Tue, Nov 8, 2016|8:00p|Denver Nuggets|107|Memphis Grizzlies|108|Box Score||15,109|
Tue, Nov 8, 2016|10:00p|Phoenix Suns|121|Portland Trail Blazers|124|Box Score||19,239|
Tue, Nov 8, 2016|10:30p|Dallas Mavericks|109|Los Angeles Lakers|97|Box Score||18,997|
Tue, Nov 8, 2016|10:30p|New Orleans Pelicans|94|Sacramento Kings|102|Box Score||17,608|
Wed, Nov 9, 2016|7:00p|Utah Jazz|98|Charlotte Hornets|104|Box Score||15,712|
Wed, Nov 9, 2016|7:00p|Philadelphia 76ers|115|Indiana Pacers|122|Box Score|OT|15,360|
Wed, Nov 9, 2016|7:00p|Brooklyn Nets|96|New York Knicks|110|Box Score||19,812|
Wed, Nov 9, 2016|7:00p|Minnesota Timberwolves|123|Orlando Magic|107|Box Score||17,102|
Wed, Nov 9, 2016|7:00p|Boston Celtics|93|Washington Wizards|118|Box Score||12,675|
Wed, Nov 9, 2016|7:30p|Chicago Bulls|107|Atlanta Hawks|115|Box Score||16,354|
Wed, Nov 9, 2016|8:00p|Toronto Raptors|112|Oklahoma City Thunder|102|Box Score||18,203|
Wed, Nov 9, 2016|9:00p|Detroit Pistons|100|Phoenix Suns|107|Box Score||16,719|
Wed, Nov 9, 2016|9:30p|Houston Rockets|101|San Antonio Spurs|99|Box Score||18,418|
Wed, Nov 9, 2016|10:30p|Dallas Mavericks|95|Golden State Warriors|116|Box Score||19,596|
Wed, Nov 9, 2016|10:30p|Portland Trail Blazers|80|Los Angeles Clippers|111|Box Score||19,060|
Thu, Nov 10, 2016|8:00p|Chicago Bulls|98|Miami Heat|95|Box Score||19,600|
Thu, Nov 10, 2016|8:00p|New Orleans Pelicans|112|Milwaukee Bucks|106|Box Score||12,159|
Thu, Nov 10, 2016|9:00p|Golden State Warriors|125|Denver Nuggets|101|Box Score||17,569|
Thu, Nov 10, 2016|10:30p|Los Angeles Lakers|101|Sacramento Kings|91|Box Score||17,608|
Fri, Nov 11, 2016|7:00p|Toronto Raptors|113|Charlotte Hornets|111|Box Score||18,107|
Fri, Nov 11, 2016|7:00p|Utah Jazz|87|Orlando Magic|74|Box Score||18,846|
Fri, Nov 11, 2016|7:00p|Indiana Pacers|105|Philadelphia 76ers|109|Box Score|OT|17,643|
Fri, Nov 11, 2016|7:00p|Cleveland Cavaliers|105|Washington Wizards|94|Box Score||20,356|
Fri, Nov 11, 2016|7:30p|New York Knicks|87|Boston Celtics|115|Box Score||18,624|
Fri, Nov 11, 2016|8:00p|Los Angeles Clippers|110|Oklahoma City Thunder|108|Box Score||18,203|
Fri, Nov 11, 2016|8:30p|Detroit Pistons|86|San Antonio Spurs|96|Box Score||18,418|
Fri, Nov 11, 2016|10:00p|Sacramento Kings|120|Portland Trail Blazers|122|Box Score|OT|19,918|
Sat, Nov 12, 2016|7:00p|Boston Celtics|105|Indiana Pacers|99|Box Score||17,923|
Sat, Nov 12, 2016|7:00p|Los Angeles Lakers|126|New Orleans Pelicans|99|Box Score||17,138|
Sat, Nov 12, 2016|7:30p|Philadelphia 76ers|96|Atlanta Hawks|117|Box Score||17,399|
Sat, Nov 12, 2016|7:30p|New York Knicks|107|Toronto Raptors|118|Box Score||19,800|
Sat, Nov 12, 2016|8:00p|Washington Wizards|95|Chicago Bulls|106|Box Score||21,962|
