date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Mon, May 1, 2006|8:00p|Dallas Mavericks|102|Memphis Grizzlies|76|Box Score||15,104|
Mon, May 1, 2006|8:30p|Detroit Pistons|109|Milwaukee Bucks|99|Box Score||16,296|
Mon, May 1, 2006|10:30p|Denver Nuggets|83|Los Angeles Clippers|101|Box Score||18,648|
Tue, May 2, 2006|7:00p|Indiana Pacers|86|New Jersey Nets|92|Box Score||18,804|
Tue, May 2, 2006|8:00p|Chicago Bulls|78|Miami Heat|92|Box Score||20,287|
Tue, May 2, 2006|9:30p|Sacramento Kings|98|San Antonio Spurs|109|Box Score||18,797|
Tue, May 2, 2006|10:30p|Los Angeles Lakers|97|Phoenix Suns|114|Box Score||18,422|
Wed, May 3, 2006|6:00p|Milwaukee Bucks|93|Detroit Pistons|122|Box Score||22,076|
Wed, May 3, 2006|8:30p|Washington Wizards|120|Cleveland Cavaliers|121|Box Score|OT|20,562|
Thu, May 4, 2006|7:00p|New Jersey Nets|96|Indiana Pacers|90|Box Score||16,586|
Thu, May 4, 2006|8:00p|Miami Heat|113|Chicago Bulls|96|Box Score||22,584|
Thu, May 4, 2006|10:30p|Phoenix Suns|126|Los Angeles Lakers|118|Box Score|OT|18,997|
Fri, May 5, 2006|8:00p|Cleveland Cavaliers|114|Washington Wizards|113|Box Score|OT|20,173|
Fri, May 5, 2006|10:30p|San Antonio Spurs|105|Sacramento Kings|83|Box Score||17,317|
Sat, May 6, 2006|8:30p|Los Angeles Lakers|90|Phoenix Suns|121|Box Score||18,422|
Sun, May 7, 2006|1:00p|Dallas Mavericks|85|San Antonio Spurs|87|Box Score||18,797|
Sun, May 7, 2006|3:30p|Cleveland Cavaliers|86|Detroit Pistons|113|Box Score||22,076|
Mon, May 8, 2006|8:00p|New Jersey Nets|100|Miami Heat|88|Box Score||20,208|
Mon, May 8, 2006|10:30p|Los Angeles Clippers|123|Phoenix Suns|130|Box Score||18,422|
Tue, May 9, 2006|7:00p|Cleveland Cavaliers|91|Detroit Pistons|97|Box Score||22,076|
Tue, May 9, 2006|9:30p|Dallas Mavericks|113|San Antonio Spurs|91|Box Score||18,797|
Wed, May 10, 2006|8:00p|New Jersey Nets|89|Miami Heat|111|Box Score||20,227|
Wed, May 10, 2006|10:30p|Los Angeles Clippers|122|Phoenix Suns|97|Box Score||18,422|
Fri, May 12, 2006|8:00p|Miami Heat|103|New Jersey Nets|92|Box Score||20,102|
Fri, May 12, 2006|10:30p|Phoenix Suns|94|Los Angeles Clippers|91|Box Score||19,877|
Sat, May 13, 2006|5:00p|Detroit Pistons|77|Cleveland Cavaliers|86|Box Score||20,562|
Sat, May 13, 2006|8:00p|San Antonio Spurs|103|Dallas Mavericks|104|Box Score||20,865|
Sun, May 14, 2006|3:30p|Miami Heat|102|New Jersey Nets|92|Box Score||19,474|
Sun, May 14, 2006|8:00p|Phoenix Suns|107|Los Angeles Clippers|114|Box Score||19,897|
Mon, May 15, 2006|7:00p|Detroit Pistons|72|Cleveland Cavaliers|74|Box Score||20,562|
Mon, May 15, 2006|9:30p|San Antonio Spurs|118|Dallas Mavericks|123|Box Score|OT|20,969|
Tue, May 16, 2006|8:00p|New Jersey Nets|105|Miami Heat|106|Box Score||20,255|
Tue, May 16, 2006|10:30p|Los Angeles Clippers|118|Phoenix Suns|125|Box Score|2OT|18,422|
Wed, May 17, 2006|7:00p|Cleveland Cavaliers|86|Detroit Pistons|84|Box Score||22,076|
Wed, May 17, 2006|8:30p|Dallas Mavericks|97|San Antonio Spurs|98|Box Score||18,797|
Thu, May 18, 2006|10:00p|Phoenix Suns|106|Los Angeles Clippers|118|Box Score||19,985|
Fri, May 19, 2006|7:00p|Detroit Pistons|84|Cleveland Cavaliers|82|Box Score||20,562|
Fri, May 19, 2006|9:30p|San Antonio Spurs|91|Dallas Mavericks|86|Box Score||20,986|
Sun, May 21, 2006|3:30p|Cleveland Cavaliers|61|Detroit Pistons|79|Box Score||22,076|
Mon, May 22, 2006|8:00p|Dallas Mavericks|119|San Antonio Spurs|111|Box Score|OT|18,797|
Mon, May 22, 2006|10:30p|Los Angeles Clippers|107|Phoenix Suns|127|Box Score||18,422|
Tue, May 23, 2006|8:00p|Miami Heat|91|Detroit Pistons|86|Box Score||22,076|
Wed, May 24, 2006|8:30p|Phoenix Suns|121|Dallas Mavericks|118|Box Score||20,789|
Thu, May 25, 2006|8:00p|Miami Heat|88|Detroit Pistons|92|Box Score||22,076|
Fri, May 26, 2006|8:30p|Phoenix Suns|98|Dallas Mavericks|105|Box Score||20,934|
Sat, May 27, 2006|8:00p|Detroit Pistons|83|Miami Heat|98|Box Score||20,245|
Sun, May 28, 2006|10:30p|Dallas Mavericks|95|Phoenix Suns|88|Box Score||18,422|
Mon, May 29, 2006|8:00p|Detroit Pistons|78|Miami Heat|89|Box Score||20,248|
Tue, May 30, 2006|10:30p|Dallas Mavericks|86|Phoenix Suns|106|Box Score||18,422|
Wed, May 31, 2006|8:00p|Miami Heat|78|Detroit Pistons|91|Box Score||22,076|
