date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Fri, Feb 1, 2008|7:00p|Houston Rockets|106|Indiana Pacers|103|Box Score||13,784|
Fri, Feb 1, 2008|7:00p|Orlando Magic|108|Philadelphia 76ers|106|Box Score||16,513|
Fri, Feb 1, 2008|7:00p|Los Angeles Lakers|121|Toronto Raptors|101|Box Score||19,800|
Fri, Feb 1, 2008|8:00p|New Jersey Nets|94|Miami Heat|85|Box Score||19,600|
Fri, Feb 1, 2008|8:00p|Los Angeles Clippers|83|Minnesota Timberwolves|104|Box Score||12,739|
Fri, Feb 1, 2008|8:00p|Utah Jazz|96|Washington Wizards|87|Box Score||20,173|
Fri, Feb 1, 2008|10:00p|New Orleans Hornets|103|Sacramento Kings|112|Box Score||14,245|
Fri, Feb 1, 2008|10:30p|Charlotte Bobcats|96|Golden State Warriors|127|Box Score||20,064|
Fri, Feb 1, 2008|10:30p|New York Knicks|88|Portland Trail Blazers|94|Box Score|OT|20,422|
Sat, Feb 2, 2008|7:00p|New Jersey Nets|92|Atlanta Hawks|104|Box Score||18,102|
Sat, Feb 2, 2008|7:00p|Orlando Magic|121|Indiana Pacers|115|Box Score||13,172|
Sat, Feb 2, 2008|7:30p|Los Angeles Clippers|84|Cleveland Cavaliers|98|Box Score||20,562|
Sat, Feb 2, 2008|8:00p|Utah Jazz|110|Memphis Grizzlies|91|Box Score||12,407|
Sat, Feb 2, 2008|8:30p|Houston Rockets|91|Milwaukee Bucks|83|Box Score||18,717|
Sat, Feb 2, 2008|9:00p|Charlotte Bobcats|101|Denver Nuggets|117|Box Score||19,391|
Sat, Feb 2, 2008|10:00p|Chicago Bulls|101|Sacramento Kings|105|Box Score||15,526|
Sat, Feb 2, 2008|10:00p|New York Knicks|85|Seattle SuperSonics|86|Box Score||12,783|
Sun, Feb 3, 2008|12:00p|Los Angeles Lakers|103|Washington Wizards|91|Box Score||20,173|
Sun, Feb 3, 2008|2:30p|Dallas Mavericks|67|Detroit Pistons|90|Box Score||22,076|
Mon, Feb 4, 2008|7:00p|Philadelphia 76ers|91|Atlanta Hawks|96|Box Score||14,563|
Mon, Feb 4, 2008|7:00p|Dallas Mavericks|107|Orlando Magic|98|Box Score||16,974|
Mon, Feb 4, 2008|7:30p|Toronto Raptors|114|Miami Heat|82|Box Score||19,600|
Mon, Feb 4, 2008|7:30p|Los Angeles Clippers|103|New York Knicks|94|Box Score||18,050|
Mon, Feb 4, 2008|8:00p|Houston Rockets|92|Minnesota Timberwolves|86|Box Score||10,019|
Mon, Feb 4, 2008|9:00p|Charlotte Bobcats|104|Phoenix Suns|118|Box Score||18,422|
Mon, Feb 4, 2008|9:00p|New Orleans Hornets|88|Utah Jazz|110|Box Score||19,911|
Mon, Feb 4, 2008|10:00p|Denver Nuggets|105|Portland Trail Blazers|103|Box Score|OT|20,320|
Mon, Feb 4, 2008|10:00p|Chicago Bulls|118|Seattle SuperSonics|108|Box Score||10,935|
Tue, Feb 5, 2008|7:00p|Boston Celtics|113|Cleveland Cavaliers|114|Box Score||20,562|
Tue, Feb 5, 2008|7:00p|San Antonio Spurs|116|Indiana Pacers|89|Box Score||11,288|
Tue, Feb 5, 2008|7:00p|Washington Wizards|96|Philadelphia 76ers|101|Box Score||10,974|
Tue, Feb 5, 2008|7:30p|Los Angeles Lakers|105|New Jersey Nets|90|Box Score||19,990|
Tue, Feb 5, 2008|8:00p|Milwaukee Bucks|102|Memphis Grizzlies|97|Box Score||10,749|
Wed, Feb 6, 2008|7:00p|Los Angeles Lakers|95|Atlanta Hawks|98|Box Score||19,701|
Wed, Feb 6, 2008|7:00p|New Jersey Nets|84|Orlando Magic|100|Box Score||16,011|
Wed, Feb 6, 2008|7:00p|San Antonio Spurs|85|Washington Wizards|77|Box Score||20,173|
Wed, Feb 6, 2008|7:30p|Los Angeles Clippers|100|Boston Celtics|111|Box Score||18,624|
Wed, Feb 6, 2008|7:30p|Miami Heat|95|Detroit Pistons|100|Box Score||22,076|
Wed, Feb 6, 2008|7:30p|Indiana Pacers|103|New York Knicks|100|Box Score||18,207|
Wed, Feb 6, 2008|8:30p|Milwaukee Bucks|96|Dallas Mavericks|107|Box Score||20,079|
Wed, Feb 6, 2008|9:00p|Utah Jazz|118|Denver Nuggets|115|Box Score|OT|16,865|
Wed, Feb 6, 2008|9:00p|New Orleans Hornets|132|Phoenix Suns|130|Box Score|2OT|18,422|
Wed, Feb 6, 2008|10:00p|Chicago Bulls|97|Portland Trail Blazers|100|Box Score||20,126|
Wed, Feb 6, 2008|10:00p|Seattle SuperSonics|105|Sacramento Kings|92|Box Score||13,136|
Thu, Feb 7, 2008|7:00p|Miami Heat|84|Philadelphia 76ers|101|Box Score||14,103|
Thu, Feb 7, 2008|8:00p|Cleveland Cavaliers|77|Houston Rockets|92|Box Score||18,402|
Thu, Feb 7, 2008|10:30p|Chicago Bulls|114|Golden State Warriors|108|Box Score||19,596|
Fri, Feb 8, 2008|7:00p|New Jersey Nets|104|Charlotte Bobcats|90|Box Score||16,319|
Fri, Feb 8, 2008|7:00p|Los Angeles Lakers|117|Orlando Magic|113|Box Score||17,519|
Fri, Feb 8, 2008|7:00p|Los Angeles Clippers|102|Toronto Raptors|98|Box Score||19,800|
Fri, Feb 8, 2008|7:30p|Cleveland Cavaliers|100|Atlanta Hawks|95|Box Score||19,335|
Fri, Feb 8, 2008|7:30p|San Antonio Spurs|99|New York Knicks|93|Box Score|OT|19,763|
Fri, Feb 8, 2008|8:00p|Portland Trail Blazers|82|Detroit Pistons|91|Box Score||22,076|
Fri, Feb 8, 2008|8:00p|Boston Celtics|88|Minnesota Timberwolves|86|Box Score||19,511|
Fri, Feb 8, 2008|8:30p|Memphis Grizzlies|81|Dallas Mavericks|92|Box Score||20,315|
Fri, Feb 8, 2008|9:00p|Seattle SuperSonics|99|Phoenix Suns|103|Box Score||18,422|
Fri, Feb 8, 2008|10:00p|Utah Jazz|104|Sacramento Kings|117|Box Score||14,865|
Fri, Feb 8, 2008|10:30p|Washington Wizards|100|Denver Nuggets|111|Box Score||17,078|
Sat, Feb 9, 2008|7:00p|Portland Trail Blazers|93|Indiana Pacers|101|Box Score||14,130|
Sat, Feb 9, 2008|7:30p|Los Angeles Clippers|80|Philadelphia 76ers|101|Box Score||15,186|
Sat, Feb 9, 2008|8:00p|Memphis Grizzlies|99|New Orleans Hornets|112|Box Score||17,231|
Sat, Feb 9, 2008|8:30p|Atlanta Hawks|89|Houston Rockets|108|Box Score||18,177|
Sat, Feb 9, 2008|8:30p|New York Knicks|99|Milwaukee Bucks|98|Box Score||15,874|
Sat, Feb 9, 2008|9:00p|Chicago Bulls|87|Utah Jazz|97|Box Score||19,911|
Sat, Feb 9, 2008|10:30p|Sacramento Kings|102|Golden State Warriors|105|Box Score||20,018|
Sun, Feb 10, 2008|1:00p|San Antonio Spurs|90|Boston Celtics|98|Box Score||18,624|
Sun, Feb 10, 2008|3:30p|Los Angeles Lakers|104|Miami Heat|94|Box Score||19,600|
Sun, Feb 10, 2008|6:00p|Charlotte Bobcats|87|Detroit Pistons|113|Box Score||22,076|
Sun, Feb 10, 2008|6:00p|Dallas Mavericks|82|New Jersey Nets|101|Box Score||16,395|
Sun, Feb 10, 2008|6:30p|Toronto Raptors|105|Minnesota Timberwolves|82|Box Score||13,785|
Sun, Feb 10, 2008|7:00p|Denver Nuggets|113|Cleveland Cavaliers|83|Box Score||20,562|
Sun, Feb 10, 2008|9:30p|Washington Wizards|107|Phoenix Suns|108|Box Score||18,422|
Mon, Feb 11, 2008|7:00p|Los Angeles Lakers|106|Charlotte Bobcats|97|Box Score||19,270|
Mon, Feb 11, 2008|7:00p|Cleveland Cavaliers|118|Orlando Magic|111|Box Score||17,519|
Mon, Feb 11, 2008|7:00p|Dallas Mavericks|76|Philadelphia 76ers|84|Box Score||11,728|
Mon, Feb 11, 2008|7:00p|San Antonio Spurs|93|Toronto Raptors|88|Box Score||19,800|
Mon, Feb 11, 2008|8:00p|Los Angeles Clippers|96|Milwaukee Bucks|89|Box Score||13,319|
Mon, Feb 11, 2008|8:30p|Portland Trail Blazers|83|Houston Rockets|95|Box Score||14,710|
