date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Wed, Dec 1, 2004|7:00p|Milwaukee Bucks|100|Boston Celtics|101|Box Score|13,180|
Wed, Dec 1, 2004|7:00p|Toronto Raptors|108|Orlando Magic|129|Box Score|12,175|
Wed, Dec 1, 2004|7:00p|New Jersey Nets|68|Washington Wizards|95|Box Score|15,805|
Wed, Dec 1, 2004|7:30p|Memphis Grizzlies|82|New York Knicks|90|Box Score|17,858|
Wed, Dec 1, 2004|8:00p|Sacramento Kings|94|New Orleans Hornets|81|Box Score|12,133|
Wed, Dec 1, 2004|8:30p|Los Angeles Lakers|84|Chicago Bulls|92|Box Score|18,524|
Wed, Dec 1, 2004|8:30p|Philadelphia 76ers|72|San Antonio Spurs|105|Box Score|17,566|
Wed, Dec 1, 2004|9:00p|Cleveland Cavaliers|101|Phoenix Suns|120|Box Score|14,795|
Wed, Dec 1, 2004|10:00p|Utah Jazz|119|Seattle SuperSonics|129|Box Score|OT|16,066
Wed, Dec 1, 2004|10:30p|Minnesota Timberwolves|107|Golden State Warriors|99|Box Score|15,706|
Wed, Dec 1, 2004|10:30p|Indiana Pacers|76|Los Angeles Clippers|88|Box Score|13,587|
Thu, Dec 2, 2004|8:00p|Houston Rockets|106|Dallas Mavericks|113|Box Score|OT|19,524
Thu, Dec 2, 2004|10:30p|Cleveland Cavaliers|92|Denver Nuggets|73|Box Score|19,152|
Fri, Dec 3, 2004|7:30p|Washington Wizards|114|Atlanta Hawks|90|Box Score|7,887|
Fri, Dec 3, 2004|7:30p|Toronto Raptors|89|Boston Celtics|91|Box Score|15,201|
Fri, Dec 3, 2004|7:30p|Orlando Magic|104|New York Knicks|98|Box Score|19,763|
Fri, Dec 3, 2004|8:00p|Philadelphia 76ers|86|Memphis Grizzlies|94|Box Score|16,806|
Fri, Dec 3, 2004|8:00p|Detroit Pistons|77|San Antonio Spurs|80|Box Score|18,797|
Fri, Dec 3, 2004|8:30p|Miami Heat|105|Chicago Bulls|81|Box Score|18,860|
Fri, Dec 3, 2004|9:00p|Minnesota Timberwolves|97|Phoenix Suns|93|Box Score|16,915|
Fri, Dec 3, 2004|10:30p|Golden State Warriors|88|Los Angeles Lakers|97|Box Score|18,997|
Fri, Dec 3, 2004|10:30p|Indiana Pacers|87|Sacramento Kings|113|Box Score|17,317|
Sat, Dec 4, 2004|7:00p|New York Knicks|101|Charlotte Bobcats|107|Box Score|18,858|
Sat, Dec 4, 2004|7:00p|Memphis Grizzlies|91|Orlando Magic|96|Box Score|14,518|
Sat, Dec 4, 2004|7:30p|Toronto Raptors|97|Cleveland Cavaliers|105|Box Score|19,205|
Sat, Dec 4, 2004|7:30p|Atlanta Hawks|88|New Jersey Nets|109|Box Score|14,745|
Sat, Dec 4, 2004|8:00p|Detroit Pistons|92|New Orleans Hornets|69|Box Score|14,910|
Sat, Dec 4, 2004|8:00p|Chicago Bulls|88|Washington Wizards|95|Box Score|16,332|
Sat, Dec 4, 2004|8:30p|Utah Jazz|86|Dallas Mavericks|109|Box Score|19,845|
Sat, Dec 4, 2004|8:30p|Philadelphia 76ers|76|Houston Rockets|77|Box Score|16,643|
Sat, Dec 4, 2004|8:30p|San Antonio Spurs|104|Milwaukee Bucks|83|Box Score|17,812|
Sat, Dec 4, 2004|9:00p|Miami Heat|95|Denver Nuggets|104|Box Score|18,282|
Sat, Dec 4, 2004|10:30p|Indiana Pacers|96|Golden State Warriors|104|Box Score|14,747|
