date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Sat, Apr 1, 2006|2:00p|Miami Heat|99|Cleveland Cavaliers|106|Box Score|20,562|
Sat, Apr 1, 2006|8:30p|Boston Celtics|94|Chicago Bulls|100|Box Score|21,799|
Sat, Apr 1, 2006|8:30p|Indiana Pacers|89|Milwaukee Bucks|96|Box Score|18,717|
Sat, Apr 1, 2006|8:30p|Washington Wizards|99|San Antonio Spurs|106|Box Score|18,797|
Sat, Apr 1, 2006|10:00p|Utah Jazz|102|Portland Trail Blazers|89|Box Score|17,857|
Sun, Apr 2, 2006|1:00p|Phoenix Suns|102|Detroit Pistons|109|Box Score|22,076|
Sun, Apr 2, 2006|3:30p|Denver Nuggets|79|Dallas Mavericks|103|Box Score|20,251|
Sun, Apr 2, 2006|3:30p|Houston Rockets|88|Los Angeles Lakers|104|Box Score|18,997|
Sun, Apr 2, 2006|3:30p|Golden State Warriors|104|Minnesota Timberwolves|106|Box Score|OT|15,834
Sun, Apr 2, 2006|4:00p|Atlanta Hawks|87|Memphis Grizzlies|98|Box Score|14,463|
Sun, Apr 2, 2006|6:00p|Cleveland Cavaliers|101|Charlotte Bobcats|97|Box Score|18,491|
Sun, Apr 2, 2006|6:00p|Miami Heat|78|New Jersey Nets|90|Box Score|18,928|
Sun, Apr 2, 2006|6:00p|New York Knicks|95|Philadelphia 76ers|114|Box Score|18,233|
Sun, Apr 2, 2006|7:00p|New Orleans/Oklahoma City Hornets|120|Toronto Raptors|113|Box Score|2OT|15,079
Sun, Apr 2, 2006|9:00p|Los Angeles Clippers|96|Sacramento Kings|106|Box Score|17,317|
Sun, Apr 2, 2006|9:00p|Portland Trail Blazers|83|Seattle SuperSonics|122|Box Score|15,131|
Tue, Apr 4, 2006|7:00p|Philadelphia 76ers|91|Cleveland Cavaliers|124|Box Score|18,581|
Tue, Apr 4, 2006|7:00p|Boston Celtics|124|Toronto Raptors|120|Box Score|16,598|
Tue, Apr 4, 2006|7:00p|New York Knicks|90|Washington Wizards|105|Box Score|15,803|
Tue, Apr 4, 2006|7:30p|Minnesota Timberwolves|92|Charlotte Bobcats|97|Box Score|14,214|
Tue, Apr 4, 2006|7:30p|New Orleans/Oklahoma City Hornets|93|Detroit Pistons|101|Box Score|22,076|
Tue, Apr 4, 2006|7:30p|Milwaukee Bucks|89|Miami Heat|115|Box Score|19,600|
Tue, Apr 4, 2006|7:30p|Atlanta Hawks|94|New Jersey Nets|96|Box Score|16,824|
Tue, Apr 4, 2006|8:00p|Golden State Warriors|75|Memphis Grizzlies|100|Box Score|14,891|
Tue, Apr 4, 2006|8:30p|Indiana Pacers|96|Chicago Bulls|102|Box Score|21,199|
Tue, Apr 4, 2006|8:30p|Sacramento Kings|101|Dallas Mavericks|127|Box Score|20,128|
Tue, Apr 4, 2006|9:00p|San Antonio Spurs|95|Utah Jazz|86|Box Score|18,064|
Tue, Apr 4, 2006|10:00p|Houston Rockets|87|Seattle SuperSonics|104|Box Score|15,493|
Tue, Apr 4, 2006|10:30p|Denver Nuggets|109|Los Angeles Clippers|111|Box Score|17,365|
Wed, Apr 5, 2006|7:00p|Minnesota Timberwolves|99|Atlanta Hawks|101|Box Score|15,959|
Wed, Apr 5, 2006|7:00p|Washington Wizards|108|Boston Celtics|91|Box Score|18,624|
Wed, Apr 5, 2006|7:00p|Toronto Raptors|103|Indiana Pacers|111|Box Score|14,037|
Wed, Apr 5, 2006|7:00p|Milwaukee Bucks|105|Orlando Magic|108|Box Score|14,877|
Wed, Apr 5, 2006|7:00p|Chicago Bulls|99|Philadelphia 76ers|92|Box Score|16,475|
Wed, Apr 5, 2006|7:30p|Cleveland Cavaliers|94|New York Knicks|96|Box Score|19,763|
Wed, Apr 5, 2006|8:00p|Golden State Warriors|109|New Orleans/Oklahoma City Hornets|114|Box Score|OT|18,169
Wed, Apr 5, 2006|9:30p|Sacramento Kings|97|San Antonio Spurs|87|Box Score|18,797|
Wed, Apr 5, 2006|10:00p|Los Angeles Clippers|119|Phoenix Suns|105|Box Score|18,422|
Wed, Apr 5, 2006|10:00p|Houston Rockets|75|Portland Trail Blazers|76|Box Score|13,370|
Thu, Apr 6, 2006|7:30p|Charlotte Bobcats|102|New Jersey Nets|113|Box Score|16,756|
Thu, Apr 6, 2006|8:00p|Detroit Pistons|95|Miami Heat|82|Box Score|20,290|
Thu, Apr 6, 2006|10:30p|Los Angeles Lakers|108|Denver Nuggets|110|Box Score|OT|19,629
Fri, Apr 7, 2006|7:00p|Washington Wizards|101|Atlanta Hawks|114|Box Score|16,258|
Fri, Apr 7, 2006|7:00p|Detroit Pistons|87|Orlando Magic|89|Box Score|17,283|
Fri, Apr 7, 2006|7:00p|Boston Celtics|109|Philadelphia 76ers|99|Box Score|18,231|
Fri, Apr 7, 2006|8:00p|Milwaukee Bucks|90|Memphis Grizzlies|100|Box Score|16,463|
Fri, Apr 7, 2006|8:00p|Utah Jazz|103|Minnesota Timberwolves|95|Box Score|16,622|
Fri, Apr 7, 2006|8:00p|Toronto Raptors|89|New Orleans/Oklahoma City Hornets|95|Box Score|18,854|
Fri, Apr 7, 2006|8:00p|Indiana Pacers|96|New York Knicks|98|Box Score|18,525|
Fri, Apr 7, 2006|8:00p|Dallas Mavericks|92|San Antonio Spurs|86|Box Score|18,797|
Fri, Apr 7, 2006|10:00p|Seattle SuperSonics|121|Portland Trail Blazers|108|Box Score|16,721|
Fri, Apr 7, 2006|10:30p|Houston Rockets|100|Golden State Warriors|93|Box Score|19,123|
Fri, Apr 7, 2006|10:30p|Sacramento Kings|96|Los Angeles Clippers|93|Box Score|18,735|
Fri, Apr 7, 2006|10:30p|Los Angeles Lakers|96|Phoenix Suns|107|Box Score|18,422|
Sat, Apr 8, 2006|1:00p|Cleveland Cavaliers|108|New Jersey Nets|102|Box Score|19,048|
Sat, Apr 8, 2006|7:00p|Miami Heat|99|Washington Wizards|86|Box Score|20,173|
Sat, Apr 8, 2006|8:30p|Philadelphia 76ers|89|Chicago Bulls|75|Box Score|22,479|
Sat, Apr 8, 2006|8:30p|New Orleans/Oklahoma City Hornets|77|Dallas Mavericks|101|Box Score|20,336|
Sat, Apr 8, 2006|9:00p|Golden State Warriors|92|Denver Nuggets|95|Box Score|18,777|
Sat, Apr 8, 2006|9:00p|Portland Trail Blazers|93|Utah Jazz|110|Box Score|19,911|
Sun, Apr 9, 2006|1:00p|Indiana Pacers|73|Detroit Pistons|98|Box Score|22,076|
Sun, Apr 9, 2006|3:30p|New Jersey Nets|95|Milwaukee Bucks|83|Box Score|16,127|
Sun, Apr 9, 2006|3:30p|Atlanta Hawks|83|Minnesota Timberwolves|84|Box Score|15,557|
Sun, Apr 9, 2006|3:30p|Charlotte Bobcats|94|Toronto Raptors|88|Box Score|17,679|
Sun, Apr 9, 2006|4:00p|New York Knicks|101|Boston Celtics|86|Box Score|18,624|
Sun, Apr 9, 2006|6:00p|Orlando Magic|93|Miami Heat|84|Box Score|20,021|
Sun, Apr 9, 2006|7:00p|Memphis Grizzlies|81|San Antonio Spurs|83|Box Score|18,797|
Sun, Apr 9, 2006|9:00p|Houston Rockets|77|Sacramento Kings|86|Box Score|17,317|
Sun, Apr 9, 2006|9:00p|Phoenix Suns|114|Seattle SuperSonics|116|Box Score|16,861|
Sun, Apr 9, 2006|9:30p|Los Angeles Clippers|83|Los Angeles Lakers|100|Box Score|18,997|
Mon, Apr 10, 2006|7:00p|New York Knicks|82|Indiana Pacers|101|Box Score|14,943|
Mon, Apr 10, 2006|7:00p|Atlanta Hawks|88|Orlando Magic|105|Box Score|15,841|
Mon, Apr 10, 2006|7:00p|Washington Wizards|97|Philadelphia 76ers|105|Box Score|17,367|
Mon, Apr 10, 2006|8:00p|Cleveland Cavaliers|103|New Orleans/Oklahoma City Hornets|101|Box Score|19,187|
Mon, Apr 10, 2006|9:00p|Houston Rockets|83|Utah Jazz|85|Box Score|18,024|
Mon, Apr 10, 2006|10:00p|Denver Nuggets|110|Portland Trail Blazers|98|Box Score|13,324|
Mon, Apr 10, 2006|10:30p|Dallas Mavericks|75|Los Angeles Clippers|73|Box Score|17,691|
Tue, Apr 11, 2006|7:30p|Toronto Raptors|97|Miami Heat|106|Box Score|19,600|
Tue, Apr 11, 2006|8:00p|Minnesota Timberwolves|76|Memphis Grizzlies|92|Box Score|15,571|
Tue, Apr 11, 2006|8:30p|New Jersey Nets|101|Chicago Bulls|104|Box Score|20,402|
Tue, Apr 11, 2006|8:30p|Seattle SuperSonics|95|San Antonio Spurs|104|Box Score|18,797|
Tue, Apr 11, 2006|10:00p|Phoenix Suns|123|Sacramento Kings|110|Box Score|17,317|
Tue, Apr 11, 2006|10:30p|Golden State Warriors|100|Los Angeles Lakers|111|Box Score|18,997|
Wed, Apr 12, 2006|7:00p|Chicago Bulls|96|Atlanta Hawks|90|Box Score|17,203|
Wed, Apr 12, 2006|7:00p|Boston Celtics|112|Indiana Pacers|117|Box Score|14,151|
Wed, Apr 12, 2006|7:00p|Toronto Raptors|96|Orlando Magic|103|Box Score|15,009|
Wed, Apr 12, 2006|7:30p|Memphis Grizzlies|96|Charlotte Bobcats|88|Box Score|16,439|
Wed, Apr 12, 2006|7:30p|Philadelphia 76ers|116|New Jersey Nets|96|Box Score|18,754|
Wed, Apr 12, 2006|8:00p|Cleveland Cavaliers|73|Detroit Pistons|96|Box Score|22,076|
Wed, Apr 12, 2006|8:00p|Washington Wizards|97|Milwaukee Bucks|100|Box Score|15,587|
Wed, Apr 12, 2006|8:00p|Seattle SuperSonics|99|New Orleans/Oklahoma City Hornets|104|Box Score|18,607|
Wed, Apr 12, 2006|8:30p|Minnesota Timberwolves|82|Houston Rockets|79|Box Score|16,499|
Wed, Apr 12, 2006|9:00p|Denver Nuggets|83|Utah Jazz|104|Box Score|17,817|
Wed, Apr 12, 2006|10:30p|Dallas Mavericks|102|Golden State Warriors|114|Box Score|17,527|
Wed, Apr 12, 2006|10:30p|Portland Trail Blazers|93|Los Angeles Clippers|97|Box Score|19,366|
Thu, Apr 13, 2006|8:00p|New York Knicks|87|Cleveland Cavaliers|91|Box Score|20,562|
Thu, Apr 13, 2006|8:30p|Orlando Magic|92|San Antonio Spurs|80|Box Score|18,797|
Thu, Apr 13, 2006|10:30p|Dallas Mavericks|104|Phoenix Suns|117|Box Score|18,422|
Fri, Apr 14, 2006|7:00p|Charlotte Bobcats|116|Atlanta Hawks|110|Box Score|18,729|
Fri, Apr 14, 2006|7:00p|Detroit Pistons|103|Toronto Raptors|108|Box Score|19,800|
Fri, Apr 14, 2006|7:30p|New Jersey Nets|79|Boston Celtics|74|Box Score|18,624|
Fri, Apr 14, 2006|7:30p|Philadelphia 76ers|85|Miami Heat|104|Box Score|20,268|
Fri, Apr 14, 2006|7:30p|Milwaukee Bucks|97|New York Knicks|80|Box Score|19,763|
Fri, Apr 14, 2006|8:00p|Washington Wizards|101|Chicago Bulls|103|Box Score|20,679|
Fri, Apr 14, 2006|8:00p|Minnesota Timberwolves|77|Indiana Pacers|89|Box Score|18,345|
Fri, Apr 14, 2006|8:00p|Utah Jazz|105|New Orleans/Oklahoma City Hornets|104|Box Score|19,163|
Fri, Apr 14, 2006|10:30p|Phoenix Suns|102|Golden State Warriors|110|Box Score|18,618|
Fri, Apr 14, 2006|10:30p|Portland Trail Blazers|99|Los Angeles Lakers|110|Box Score|18,997|
Fri, Apr 14, 2006|10:30p|Los Angeles Clippers|101|Seattle SuperSonics|97|Box Score|17,072|
Sat, Apr 15, 2006|7:00p|Philadelphia 76ers|97|Orlando Magic|102|Box Score|17,283|
Sat, Apr 15, 2006|7:30p|Indiana Pacers|91|Charlotte Bobcats|92|Box Score|OT|17,384
Sat, Apr 15, 2006|8:30p|Memphis Grizzlies|93|Houston Rockets|81|Box Score|16,958|
Sat, Apr 15, 2006|8:30p|Atlanta Hawks|120|Milwaukee Bucks|114|Box Score|18,347|
Sat, Apr 15, 2006|9:00p|Sacramento Kings|100|Denver Nuggets|82|Box Score|18,209|
Sat, Apr 15, 2006|10:00p|Golden State Warriors|86|Portland Trail Blazers|81|Box Score|16,278|
Sun, Apr 16, 2006|1:00p|Chicago Bulls|117|Miami Heat|93|Box Score|20,248|
Sun, Apr 16, 2006|3:30p|Phoenix Suns|89|Los Angeles Lakers|109|Box Score|18,997|
Sun, Apr 16, 2006|6:00p|New York Knicks|97|Detroit Pistons|103|Box Score|22,076|
Sun, Apr 16, 2006|6:00p|San Antonio Spurs|103|Minnesota Timberwolves|90|Box Score|15,231|
Sun, Apr 16, 2006|6:00p|Cleveland Cavaliers|92|Washington Wizards|104|Box Score|18,405|
Sun, Apr 16, 2006|8:00p|Boston Celtics|93|New Jersey Nets|95|Box Score|16,611|
Sun, Apr 16, 2006|8:30p|Utah Jazz|95|Dallas Mavericks|111|Box Score|19,961|
Sun, Apr 16, 2006|9:00p|Seattle SuperSonics|114|Los Angeles Clippers|98|Box Score|18,268|
Sun, Apr 16, 2006|9:00p|New Orleans/Oklahoma City Hornets|79|Sacramento Kings|96|Box Score|17,317|
Mon, Apr 17, 2006|7:00p|Chicago Bulls|116|Orlando Magic|112|Box Score|OT|17,283
Mon, Apr 17, 2006|7:00p|Indiana Pacers|120|Toronto Raptors|95|Box Score|18,267|
Mon, Apr 17, 2006|7:30p|Cleveland Cavaliers|93|Boston Celtics|88|Box Score|18,624|
Mon, Apr 17, 2006|7:30p|Charlotte Bobcats|98|New York Knicks|91|Box Score|19,763|
Mon, Apr 17, 2006|8:00p|Detroit Pistons|93|Milwaukee Bucks|113|Box Score|18,475|
Mon, Apr 17, 2006|8:30p|Utah Jazz|82|San Antonio Spurs|115|Box Score|18,797|
Mon, Apr 17, 2006|9:00p|Houston Rockets|86|Denver Nuggets|83|Box Score|16,147|
Mon, Apr 17, 2006|10:00p|New Orleans/Oklahoma City Hornets|78|Phoenix Suns|115|Box Score|18,422|
Mon, Apr 17, 2006|10:30p|Portland Trail Blazers|79|Golden State Warriors|93|Box Score|18,723|
Tue, Apr 18, 2006|7:00p|Miami Heat|100|Atlanta Hawks|103|Box Score|19,718|
Tue, Apr 18, 2006|7:00p|New Jersey Nets|88|Philadelphia 76ers|91|Box Score|19,171|
Tue, Apr 18, 2006|7:00p|Milwaukee Bucks|103|Washington Wizards|116|Box Score|19,588|
Tue, Apr 18, 2006|8:00p|Los Angeles Clippers|95|Memphis Grizzlies|101|Box Score|17,214|
Tue, Apr 18, 2006|10:00p|Seattle SuperSonics|105|Sacramento Kings|111|Box Score|17,317|
Wed, Apr 19, 2006|7:00p|Atlanta Hawks|99|Cleveland Cavaliers|100|Box Score|20,562|
Wed, Apr 19, 2006|7:00p|Orlando Magic|83|Indiana Pacers|89|Box Score|16,195|
Wed, Apr 19, 2006|7:30p|Miami Heat|78|Boston Celtics|85|Box Score|18,624|
Wed, Apr 19, 2006|7:30p|Philadelphia 76ers|86|Charlotte Bobcats|96|Box Score|19,026|
Wed, Apr 19, 2006|7:30p|Washington Wizards|96|Detroit Pistons|80|Box Score|22,076|
Wed, Apr 19, 2006|7:30p|New York Knicks|90|New Jersey Nets|83|Box Score|18,383|
Wed, Apr 19, 2006|8:00p|Los Angeles Clippers|85|Dallas Mavericks|71|Box Score|20,315|
Wed, Apr 19, 2006|8:00p|San Antonio Spurs|89|Houston Rockets|87|Box Score|17,613|
Wed, Apr 19, 2006|8:00p|Memphis Grizzlies|102|Minnesota Timberwolves|92|Box Score|2OT|15,934
Wed, Apr 19, 2006|8:30p|Toronto Raptors|106|Chicago Bulls|127|Box Score|20,364|
Wed, Apr 19, 2006|9:00p|Golden State Warriors|102|Utah Jazz|105|Box Score|18,570|
Wed, Apr 19, 2006|10:00p|Phoenix Suns|106|Portland Trail Blazers|96|Box Score|19,272|
Wed, Apr 19, 2006|10:30p|New Orleans/Oklahoma City Hornets|95|Los Angeles Lakers|115|Box Score|18,997|
Wed, Apr 19, 2006|10:30p|Denver Nuggets|98|Seattle SuperSonics|109|Box Score|16,746|
Playoffs||||||||
Sat, Apr 22, 2006|3:00p|Washington Wizards|86|Cleveland Cavaliers|97|Box Score|20,562|
Sat, Apr 22, 2006|5:30p|Sacramento Kings|88|San Antonio Spurs|122|Box Score|18,797|
Sat, Apr 22, 2006|8:00p|Chicago Bulls|106|Miami Heat|111|Box Score|20,288|
Sat, Apr 22, 2006|10:30p|Denver Nuggets|87|Los Angeles Clippers|89|Box Score|19,162|
Sun, Apr 23, 2006|1:00p|Indiana Pacers|90|New Jersey Nets|88|Box Score|18,752|
Sun, Apr 23, 2006|3:30p|Los Angeles Lakers|102|Phoenix Suns|107|Box Score|18,422|
Sun, Apr 23, 2006|7:00p|Milwaukee Bucks|74|Detroit Pistons|92|Box Score|22,076|
Sun, Apr 23, 2006|9:30p|Memphis Grizzlies|93|Dallas Mavericks|103|Box Score|20,340|
Mon, Apr 24, 2006|8:00p|Chicago Bulls|108|Miami Heat|115|Box Score|20,214|
Mon, Apr 24, 2006|10:30p|Denver Nuggets|87|Los Angeles Clippers|98|Box Score|18,794|
Tue, Apr 25, 2006|7:00p|Washington Wizards|89|Cleveland Cavaliers|84|Box Score|20,562|
Tue, Apr 25, 2006|8:00p|Indiana Pacers|75|New Jersey Nets|90|Box Score|18,472|
Tue, Apr 25, 2006|9:30p|Sacramento Kings|119|San Antonio Spurs|128|Box Score|OT|18,797
Wed, Apr 26, 2006|7:30p|Milwaukee Bucks|98|Detroit Pistons|109|Box Score|22,076|
Wed, Apr 26, 2006|8:00p|Memphis Grizzlies|79|Dallas Mavericks|94|Box Score|20,612|
Wed, Apr 26, 2006|10:30p|Los Angeles Lakers|99|Phoenix Suns|93|Box Score|18,422|
Thu, Apr 27, 2006|7:30p|New Jersey Nets|95|Indiana Pacers|107|Box Score|14,706|
Thu, Apr 27, 2006|8:00p|Miami Heat|90|Chicago Bulls|109|Box Score|22,133|
Thu, Apr 27, 2006|10:30p|Los Angeles Clippers|87|Denver Nuggets|94|Box Score|19,099|
Fri, Apr 28, 2006|8:00p|Cleveland Cavaliers|97|Washington Wizards|96|Box Score|20,173|
Fri, Apr 28, 2006|10:00p|San Antonio Spurs|93|Sacramento Kings|94|Box Score|17,317|
Fri, Apr 28, 2006|10:30p|Phoenix Suns|92|Los Angeles Lakers|99|Box Score|18,997|
Sat, Apr 29, 2006|3:00p|New Jersey Nets|97|Indiana Pacers|88|Box Score|16,401|
Sat, Apr 29, 2006|5:30p|Dallas Mavericks|94|Memphis Grizzlies|89|Box Score|OT|17,871
Sat, Apr 29, 2006|8:00p|Detroit Pistons|104|Milwaukee Bucks|124|Box Score|18,717|
Sat, Apr 29, 2006|10:30p|Los Angeles Clippers|100|Denver Nuggets|86|Box Score|19,099|
Sun, Apr 30, 2006|1:00p|Miami Heat|87|Chicago Bulls|93|Box Score|22,361|
Sun, Apr 30, 2006|3:30p|Phoenix Suns|98|Los Angeles Lakers|99|Box Score|OT|18,997
Sun, Apr 30, 2006|7:30p|Cleveland Cavaliers|96|Washington Wizards|106|Box Score|20,173|
Sun, Apr 30, 2006|10:00p|San Antonio Spurs|84|Sacramento Kings|102|Box Score|17,317|
