date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Sun, Feb 1, 2009|12:00p|Minnesota Timberwolves|101|Boston Celtics|109|Box Score||18,624|
Sun, Feb 1, 2009|12:00p|Orlando Magic|113|Toronto Raptors|90|Box Score||19,800|
Sun, Feb 1, 2009|2:30p|Cleveland Cavaliers|90|Detroit Pistons|80|Box Score||22,076|
Sun, Feb 1, 2009|3:00p|Oklahoma City Thunder|118|Sacramento Kings|122|Box Score|OT|10,817|
Mon, Feb 2, 2009|7:00p|Dallas Mavericks|105|Orlando Magic|95|Box Score||16,551|
Mon, Feb 2, 2009|7:00p|Memphis Grizzlies|113|Washington Wizards|97|Box Score||11,442|
Mon, Feb 2, 2009|7:30p|Los Angeles Clippers|95|Miami Heat|119|Box Score||15,985|
Mon, Feb 2, 2009|7:30p|Los Angeles Lakers|126|New York Knicks|117|Box Score||19,763|
Mon, Feb 2, 2009|8:00p|Portland Trail Blazers|97|New Orleans Hornets|89|Box Score||14,781|
Mon, Feb 2, 2009|9:00p|Sacramento Kings|81|Phoenix Suns|129|Box Score||18,422|
Mon, Feb 2, 2009|9:00p|Charlotte Bobcats|86|Utah Jazz|105|Box Score||19,911|
Mon, Feb 2, 2009|10:30p|San Antonio Spurs|110|Golden State Warriors|105|Box Score|OT|18,205|
Tue, Feb 3, 2009|7:00p|Toronto Raptors|83|Cleveland Cavaliers|101|Box Score||20,562|
Tue, Feb 3, 2009|7:00p|Minnesota Timberwolves|116|Indiana Pacers|111|Box Score||11,015|
Tue, Feb 3, 2009|7:00p|Boston Celtics|100|Philadelphia 76ers|99|Box Score||16,831|
Tue, Feb 3, 2009|7:30p|Milwaukee Bucks|85|New Jersey Nets|99|Box Score||10,102|
Tue, Feb 3, 2009|8:30p|Chicago Bulls|100|Houston Rockets|107|Box Score||16,653|
Tue, Feb 3, 2009|9:00p|San Antonio Spurs|96|Denver Nuggets|104|Box Score||18,536|
Wed, Feb 4, 2009|7:00p|Los Angeles Clippers|96|Orlando Magic|125|Box Score||16,101|
Wed, Feb 4, 2009|7:00p|Los Angeles Lakers|115|Toronto Raptors|107|Box Score||19,800|
Wed, Feb 4, 2009|7:00p|New Jersey Nets|115|Washington Wizards|88|Box Score||12,602|
Wed, Feb 4, 2009|7:30p|Miami Heat|90|Detroit Pistons|93|Box Score||21,720|
Wed, Feb 4, 2009|7:30p|Cleveland Cavaliers|107|New York Knicks|102|Box Score||19,763|
Wed, Feb 4, 2009|8:00p|Houston Rockets|93|Memphis Grizzlies|104|Box Score||10,109|
Wed, Feb 4, 2009|8:00p|Atlanta Hawks|94|Minnesota Timberwolves|86|Box Score||13,745|
Wed, Feb 4, 2009|8:00p|Chicago Bulls|107|New Orleans Hornets|93|Box Score||16,270|
Wed, Feb 4, 2009|8:00p|Denver Nuggets|114|Oklahoma City Thunder|113|Box Score||18,332|
Wed, Feb 4, 2009|8:30p|Portland Trail Blazers|99|Dallas Mavericks|104|Box Score||19,767|
Wed, Feb 4, 2009|10:30p|Phoenix Suns|112|Golden State Warriors|124|Box Score||19,596|
Thu, Feb 5, 2009|7:00p|Indiana Pacers|94|Philadelphia 76ers|99|Box Score||10,699|
Thu, Feb 5, 2009|8:00p|Los Angeles Lakers|110|Boston Celtics|109|Box Score|OT|18,624|
Thu, Feb 5, 2009|10:30p|Dallas Mavericks|87|Utah Jazz|115|Box Score||19,911|
Fri, Feb 6, 2009|7:00p|Atlanta Hawks|102|Charlotte Bobcats|97|Box Score||15,140|
Fri, Feb 6, 2009|7:00p|Orlando Magic|102|Indiana Pacers|107|Box Score||13,559|
Fri, Feb 6, 2009|7:30p|Boston Celtics|110|New York Knicks|100|Box Score||19,763|
Fri, Feb 6, 2009|8:00p|Los Angeles Clippers|126|Memphis Grizzlies|105|Box Score||10,912|
Fri, Feb 6, 2009|8:00p|Toronto Raptors|92|New Orleans Hornets|101|Box Score||17,319|
Fri, Feb 6, 2009|8:00p|Portland Trail Blazers|93|Oklahoma City Thunder|102|Box Score||18,694|
Fri, Feb 6, 2009|8:00p|Denver Nuggets|124|Washington Wizards|103|Box Score||20,173|
Fri, Feb 6, 2009|10:00p|Utah Jazz|111|Sacramento Kings|107|Box Score||17,317|
Fri, Feb 6, 2009|10:30p|Golden State Warriors|105|Phoenix Suns|115|Box Score||18,422|
Sat, Feb 7, 2009|7:00p|Los Angeles Clippers|121|Atlanta Hawks|97|Box Score||18,729|
Sat, Feb 7, 2009|7:00p|Miami Heat|84|Philadelphia 76ers|94|Box Score||17,216|
Sat, Feb 7, 2009|7:30p|Denver Nuggets|70|New Jersey Nets|114|Box Score||17,697|
Sat, Feb 7, 2009|8:00p|Toronto Raptors|70|Memphis Grizzlies|78|Box Score||11,498|
Sat, Feb 7, 2009|8:30p|Chicago Bulls|114|Dallas Mavericks|115|Box Score|OT|20,349|
Sat, Feb 7, 2009|8:30p|Minnesota Timberwolves|90|Houston Rockets|107|Box Score||16,815|
Sat, Feb 7, 2009|8:30p|Detroit Pistons|126|Milwaukee Bucks|121|Box Score|OT|17,297|
Sun, Feb 8, 2009|1:00p|San Antonio Spurs|105|Boston Celtics|99|Box Score||18,624|
Sun, Feb 8, 2009|3:30p|Los Angeles Lakers|101|Cleveland Cavaliers|91|Box Score||20,562|
Sun, Feb 8, 2009|6:00p|Charlotte Bobcats|92|Miami Heat|96|Box Score||17,656|
Sun, Feb 8, 2009|6:00p|New Jersey Nets|84|Orlando Magic|101|Box Score||16,533|
Sun, Feb 8, 2009|6:00p|New York Knicks|108|Portland Trail Blazers|109|Box Score||20,609|
Sun, Feb 8, 2009|6:00p|Indiana Pacers|117|Washington Wizards|119|Box Score||13,708|
Sun, Feb 8, 2009|7:00p|Minnesota Timberwolves|97|New Orleans Hornets|101|Box Score||16,046|
Sun, Feb 8, 2009|7:00p|Sacramento Kings|113|Oklahoma City Thunder|116|Box Score||18,271|
Sun, Feb 8, 2009|8:00p|Phoenix Suns|107|Detroit Pistons|97|Box Score||22,076|
Sun, Feb 8, 2009|9:00p|Utah Jazz|96|Golden State Warriors|116|Box Score||19,174|
Mon, Feb 9, 2009|7:00p|Los Angeles Clippers|73|Charlotte Bobcats|94|Box Score||10,852|
Mon, Feb 9, 2009|7:00p|Phoenix Suns|91|Philadelphia 76ers|108|Box Score||16,797|
Mon, Feb 9, 2009|8:00p|New Orleans Hornets|80|Memphis Grizzlies|85|Box Score||10,896|
Mon, Feb 9, 2009|8:00p|Houston Rockets|112|Milwaukee Bucks|124|Box Score||13,904|
Tue, Feb 10, 2009|7:00p|Washington Wizards|90|Atlanta Hawks|111|Box Score||17,027|
Tue, Feb 10, 2009|7:00p|Cleveland Cavaliers|95|Indiana Pacers|96|Box Score||18,165|
Tue, Feb 10, 2009|7:30p|Denver Nuggets|99|Miami Heat|82|Box Score||16,784|
Tue, Feb 10, 2009|7:30p|San Antonio Spurs|108|New Jersey Nets|93|Box Score||13,301|
Tue, Feb 10, 2009|8:00p|Toronto Raptors|110|Minnesota Timberwolves|102|Box Score||12,722|
Tue, Feb 10, 2009|8:30p|Detroit Pistons|102|Chicago Bulls|107|Box Score||21,896|
Tue, Feb 10, 2009|8:30p|Sacramento Kings|100|Dallas Mavericks|118|Box Score||19,667|
Tue, Feb 10, 2009|10:30p|New York Knicks|127|Golden State Warriors|144|Box Score||19,098|
Tue, Feb 10, 2009|10:30p|Oklahoma City Thunder|98|Los Angeles Lakers|105|Box Score||18,997|
Wed, Feb 11, 2009|7:00p|Washington Wizards|89|Charlotte Bobcats|101|Box Score||10,237|
Wed, Feb 11, 2009|7:00p|Phoenix Suns|92|Cleveland Cavaliers|109|Box Score||20,562|
Wed, Feb 11, 2009|7:00p|Denver Nuggets|82|Orlando Magic|73|Box Score||17,461|
Wed, Feb 11, 2009|7:00p|Memphis Grizzlies|87|Philadelphia 76ers|91|Box Score||12,812|
Wed, Feb 11, 2009|7:00p|San Antonio Spurs|89|Toronto Raptors|91|Box Score||18,909|
Wed, Feb 11, 2009|7:30p|Atlanta Hawks|99|Detroit Pistons|95|Box Score||20,124|
Wed, Feb 11, 2009|8:00p|Indiana Pacers|110|Milwaukee Bucks|122|Box Score||13,486|
Wed, Feb 11, 2009|8:00p|Boston Celtics|89|New Orleans Hornets|77|Box Score||18,080|
Wed, Feb 11, 2009|8:30p|Sacramento Kings|82|Houston Rockets|94|Box Score||15,626|
Wed, Feb 11, 2009|9:00p|Los Angeles Lakers|109|Utah Jazz|113|Box Score||19,911|
Wed, Feb 11, 2009|10:00p|Oklahoma City Thunder|92|Portland Trail Blazers|106|Box Score||20,050|
Wed, Feb 11, 2009|10:30p|New York Knicks|124|Los Angeles Clippers|128|Box Score|OT|16,928|
Thu, Feb 12, 2009|7:00p|Miami Heat|95|Chicago Bulls|93|Box Score||21,801|
Thu, Feb 12, 2009|9:30p|Boston Celtics|99|Dallas Mavericks|92|Box Score||20,285|
Thu, Feb 12, 2009|10:30p|Portland Trail Blazers|98|Golden State Warriors|105|Box Score||19,322|
Tue, Feb 17, 2009|7:00p|Philadelphia 76ers|91|Indiana Pacers|100|Box Score||13,259|
Tue, Feb 17, 2009|7:00p|Charlotte Bobcats|102|Orlando Magic|107|Box Score|OT|17,461|
Tue, Feb 17, 2009|7:00p|Minnesota Timberwolves|103|Washington Wizards|111|Box Score||11,623|
Tue, Feb 17, 2009|7:30p|Milwaukee Bucks|92|Detroit Pistons|86|Box Score||20,217|
Tue, Feb 17, 2009|7:30p|San Antonio Spurs|107|New York Knicks|112|Box Score|OT|19,763|
Tue, Feb 17, 2009|8:00p|New Orleans Hornets|100|Oklahoma City Thunder|98|Box Score||18,593|
Tue, Feb 17, 2009|8:30p|New Jersey Nets|88|Houston Rockets|114|Box Score||14,921|
Tue, Feb 17, 2009|9:00p|Los Angeles Clippers|100|Phoenix Suns|140|Box Score||18,422|
Tue, Feb 17, 2009|9:00p|Memphis Grizzlies|99|Utah Jazz|117|Box Score||19,911|
Tue, Feb 17, 2009|10:30p|Atlanta Hawks|83|Los Angeles Lakers|96|Box Score||18,997|
Wed, Feb 18, 2009|7:00p|Indiana Pacers|94|Charlotte Bobcats|103|Box Score||12,374|
