date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Wed, Feb 23, 2005|9:00p|Los Angeles Clippers|101|Phoenix Suns|118|Box Score|18,221|
Wed, Feb 23, 2005|9:00p|Houston Rockets|81|San Antonio Spurs|99|Box Score|18,797|
Wed, Feb 23, 2005|9:00p|Dallas Mavericks|101|Utah Jazz|83|Box Score|18,521|
Wed, Feb 23, 2005|10:00p|Los Angeles Lakers|86|Portland Trail Blazers|83|Box Score|18,665|
Wed, Feb 23, 2005|10:30p|Atlanta Hawks|96|Golden State Warriors|101|Box Score|15,391|
Thu, Feb 24, 2005|7:00p|Philadelphia 76ers|101|New York Knicks|113|Box Score|19,763|
Thu, Feb 24, 2005|9:30p|Sacramento Kings|113|Dallas Mavericks|122|Box Score|20,377|
Thu, Feb 24, 2005|10:30p|Minnesota Timberwolves|86|Los Angeles Clippers|92|Box Score|18,569|
Fri, Feb 25, 2005|7:30p|Charlotte Bobcats|86|New Jersey Nets|93|Box Score|14,571|
Fri, Feb 25, 2005|8:00p|Cleveland Cavaliers|82|Indiana Pacers|106|Box Score|18,345|
Fri, Feb 25, 2005|8:00p|Denver Nuggets|97|Memphis Grizzlies|94|Box Score|OT|18,119
Fri, Feb 25, 2005|8:30p|Washington Wizards|90|Chicago Bulls|97|Box Score|22,708|
Fri, Feb 25, 2005|8:30p|Toronto Raptors|106|Milwaukee Bucks|102|Box Score|15,883|
Fri, Feb 25, 2005|9:00p|Boston Celtics|109|Utah Jazz|102|Box Score|19,911|
Fri, Feb 25, 2005|10:00p|Atlanta Hawks|101|Portland Trail Blazers|102|Box Score|15,525|
Fri, Feb 25, 2005|10:30p|Detroit Pistons|111|Los Angeles Lakers|90|Box Score|18,997|
Fri, Feb 25, 2005|10:30p|Minnesota Timberwolves|88|Seattle SuperSonics|98|Box Score|17,072|
Sat, Feb 26, 2005|1:00p|Orlando Magic|98|Miami Heat|101|Box Score|20,043|
Sat, Feb 26, 2005|7:00p|Chicago Bulls|94|Charlotte Bobcats|90|Box Score|17,495|
Sat, Feb 26, 2005|7:30p|Indiana Pacers|79|New York Knicks|90|Box Score|19,763|
Sat, Feb 26, 2005|7:30p|Sacramento Kings|101|Philadelphia 76ers|99|Box Score|21,068|
Sat, Feb 26, 2005|8:30p|Phoenix Suns|124|Dallas Mavericks|123|Box Score|20,435|
Sat, Feb 26, 2005|8:30p|Memphis Grizzlies|84|San Antonio Spurs|82|Box Score|18,797|
Sun, Feb 27, 2005|1:00p|Cleveland Cavaliers|98|New Jersey Nets|104|Box Score|18,452|
Sun, Feb 27, 2005|1:00p|Los Angeles Lakers|102|Toronto Raptors|108|Box Score|19,800|
Sun, Feb 27, 2005|3:00p|Seattle SuperSonics|73|Milwaukee Bucks|99|Box Score|17,112|
Sun, Feb 27, 2005|4:00p|Utah Jazz|99|Houston Rockets|92|Box Score|18,182|
Sun, Feb 27, 2005|6:00p|Sacramento Kings|110|Washington Wizards|108|Box Score|20,173|
Sun, Feb 27, 2005|7:00p|Denver Nuggets|94|New Orleans Hornets|93|Box Score|14,548|
Sun, Feb 27, 2005|7:30p|Miami Heat|112|Orlando Magic|103|Box Score|17,283|
Sun, Feb 27, 2005|8:00p|Boston Celtics|120|Phoenix Suns|113|Box Score|OT|18,422
Sun, Feb 27, 2005|8:00p|Minnesota Timberwolves|91|Portland Trail Blazers|83|Box Score|17,068|
Sun, Feb 27, 2005|9:00p|Detroit Pistons|94|Golden State Warriors|88|Box Score|16,892|
Sun, Feb 27, 2005|9:30p|Atlanta Hawks|104|Los Angeles Clippers|111|Box Score|18,306|
Mon, Feb 28, 2005|7:00p|San Antonio Spurs|94|Cleveland Cavaliers|92|Box Score|18,216|
Mon, Feb 28, 2005|7:30p|Los Angeles Lakers|115|New York Knicks|117|Box Score|OT|19,763
Mon, Feb 28, 2005|8:30p|New Orleans Hornets|86|Dallas Mavericks|90|Box Score|19,947|
Mon, Feb 28, 2005|9:00p|Los Angeles Clippers|86|Utah Jazz|87|Box Score|18,565|
