date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Tue, Feb 1, 2005|7:00p|Cleveland Cavaliers|102|Orlando Magic|105|Box Score|15,092|
Tue, Feb 1, 2005|7:00p|Detroit Pistons|105|Washington Wizards|96|Box Score|16,843|
Tue, Feb 1, 2005|7:30p|Chicago Bulls|97|New Jersey Nets|107|Box Score|14,546|
Tue, Feb 1, 2005|8:00p|Phoenix Suns|97|Memphis Grizzlies|108|Box Score|16,637|
Tue, Feb 1, 2005|8:00p|Minnesota Timberwolves|86|Milwaukee Bucks|91|Box Score|15,947|
Tue, Feb 1, 2005|8:30p|Miami Heat|104|Dallas Mavericks|109|Box Score|20,465|
Tue, Feb 1, 2005|9:00p|New York Knicks|76|Denver Nuggets|96|Box Score|15,821|
Tue, Feb 1, 2005|9:00p|Charlotte Bobcats|109|Utah Jazz|105|Box Score|17,854|
Tue, Feb 1, 2005|10:00p|Seattle SuperSonics|106|Sacramento Kings|101|Box Score|17,317|
Tue, Feb 1, 2005|10:30p|Portland Trail Blazers|79|Los Angeles Lakers|92|Box Score|18,116|
Wed, Feb 2, 2005|7:00p|New Jersey Nets|89|Boston Celtics|110|Box Score|16,317|
Wed, Feb 2, 2005|7:00p|Toronto Raptors|98|Indiana Pacers|97|Box Score|14,783|
Wed, Feb 2, 2005|7:00p|Houston Rockets|118|Philadelphia 76ers|95|Box Score|18,440|
Wed, Feb 2, 2005|7:30p|Atlanta Hawks|84|Detroit Pistons|99|Box Score|22,076|
Wed, Feb 2, 2005|8:00p|Phoenix Suns|108|Minnesota Timberwolves|79|Box Score|17,179|
Wed, Feb 2, 2005|8:00p|Dallas Mavericks|90|New Orleans Hornets|82|Box Score|11,094|
Wed, Feb 2, 2005|10:00p|Denver Nuggets|94|Portland Trail Blazers|97|Box Score|14,256|
Wed, Feb 2, 2005|10:30p|Sacramento Kings|111|Golden State Warriors|107|Box Score|OT|17,347
Thu, Feb 3, 2005|8:00p|Los Angeles Clippers|106|Memphis Grizzlies|103|Box Score|14,697|
Thu, Feb 3, 2005|8:00p|Cleveland Cavaliers|88|Miami Heat|100|Box Score|19,968|
Thu, Feb 3, 2005|10:30p|San Antonio Spurs|103|Los Angeles Lakers|91|Box Score|18,997|
Fri, Feb 4, 2005|7:00p|Dallas Mavericks|94|Indiana Pacers|95|Box Score|16,739|
Fri, Feb 4, 2005|7:00p|Atlanta Hawks|85|Philadelphia 76ers|103|Box Score|18,609|
Fri, Feb 4, 2005|7:00p|Washington Wizards|100|Toronto Raptors|103|Box Score|15,546|
Fri, Feb 4, 2005|7:30p|Orlando Magic|100|Boston Celtics|112|Box Score|16,528|
Fri, Feb 4, 2005|8:30p|Los Angeles Clippers|90|Milwaukee Bucks|92|Box Score|13,814|
Fri, Feb 4, 2005|9:30p|Houston Rockets|119|Minnesota Timberwolves|113|Box Score|OT|19,444
Fri, Feb 4, 2005|10:00p|Charlotte Bobcats|89|Portland Trail Blazers|101|Box Score|14,362|
Fri, Feb 4, 2005|10:00p|New York Knicks|115|Sacramento Kings|116|Box Score|17,317|
Fri, Feb 4, 2005|10:30p|New Orleans Hornets|82|Golden State Warriors|90|Box Score|13,589|
Sat, Feb 5, 2005|1:00p|Detroit Pistons|85|New Jersey Nets|107|Box Score|17,469|
Sat, Feb 5, 2005|7:00p|Indiana Pacers|84|Atlanta Hawks|79|Box Score|16,873|
Sat, Feb 5, 2005|7:00p|Milwaukee Bucks|94|Washington Wizards|112|Box Score|20,173|
Sat, Feb 5, 2005|7:30p|Orlando Magic|92|Cleveland Cavaliers|101|Box Score|20,562|
Sat, Feb 5, 2005|7:30p|Chicago Bulls|97|Miami Heat|108|Box Score|20,061|
Sat, Feb 5, 2005|9:00p|Golden State Warriors|91|Denver Nuggets|107|Box Score|19,099|
Sat, Feb 5, 2005|9:00p|New York Knicks|106|Phoenix Suns|114|Box Score|18,422|
Sat, Feb 5, 2005|9:00p|New Orleans Hornets|92|Utah Jazz|108|Box Score|19,575|
Sat, Feb 5, 2005|10:00p|Sacramento Kings|108|Portland Trail Blazers|114|Box Score|19,002|
Sat, Feb 5, 2005|10:00p|Charlotte Bobcats|99|Seattle SuperSonics|113|Box Score|16,901|
Sun, Feb 6, 2005|1:00p|Boston Celtics|103|Minnesota Timberwolves|100|Box Score|16,174|
Sun, Feb 6, 2005|1:00p|Los Angeles Clippers|104|Philadelphia 76ers|106|Box Score|15,056|
Sun, Feb 6, 2005|1:00p|Dallas Mavericks|122|Toronto Raptors|113|Box Score|17,896|
Sun, Feb 6, 2005|3:30p|Los Angeles Lakers|102|Houston Rockets|103|Box Score|18,201|
Mon, Feb 7, 2005|7:00p|Indiana Pacers|104|Washington Wizards|108|Box Score|14,804|
Mon, Feb 7, 2005|7:30p|Los Angeles Lakers|108|Atlanta Hawks|114|Box Score|15,633|
Mon, Feb 7, 2005|7:30p|Golden State Warriors|96|Miami Heat|105|Box Score|19,078|
Mon, Feb 7, 2005|7:30p|Philadelphia 76ers|97|New Jersey Nets|107|Box Score|OT|13,461
Mon, Feb 7, 2005|9:00p|New York Knicks|102|Utah Jazz|99|Box Score|OT|18,584
Tue, Feb 8, 2005|7:00p|San Antonio Spurs|104|Charlotte Bobcats|85|Box Score|12,985|
Tue, Feb 8, 2005|7:00p|Toronto Raptors|91|Cleveland Cavaliers|104|Box Score|17,036|
Tue, Feb 8, 2005|7:00p|Golden State Warriors|113|Orlando Magic|109|Box Score|12,121|
Tue, Feb 8, 2005|8:00p|Minnesota Timberwolves|96|Memphis Grizzlies|108|Box Score|16,169|
Tue, Feb 8, 2005|8:00p|Boston Celtics|97|Milwaukee Bucks|121|Box Score|13,764|
Tue, Feb 8, 2005|8:30p|Chicago Bulls|107|Dallas Mavericks|100|Box Score|20,224|
Tue, Feb 8, 2005|9:00p|Utah Jazz|87|Denver Nuggets|97|Box Score|15,898|
Tue, Feb 8, 2005|10:00p|Phoenix Suns|125|Sacramento Kings|123|Box Score|17,317|
Tue, Feb 8, 2005|10:00p|New Orleans Hornets|91|Seattle SuperSonics|108|Box Score|15,482|
Wed, Feb 9, 2005|7:00p|Los Angeles Clippers|89|Boston Celtics|94|Box Score|13,136|
Wed, Feb 9, 2005|7:00p|Charlotte Bobcats|87|Indiana Pacers|94|Box Score|14,719|
Wed, Feb 9, 2005|7:00p|Memphis Grizzlies|98|Philadelphia 76ers|95|Box Score|14,499|
Wed, Feb 9, 2005|7:00p|Milwaukee Bucks|110|Toronto Raptors|107|Box Score|14,269|
Wed, Feb 9, 2005|7:00p|San Antonio Spurs|87|Washington Wizards|95|Box Score|20,173|
Wed, Feb 9, 2005|7:30p|Los Angeles Lakers|104|New Jersey Nets|103|Box Score|OT|13,979
Wed, Feb 9, 2005|7:30p|Miami Heat|116|New York Knicks|110|Box Score|OT|19,763
Wed, Feb 9, 2005|8:00p|Denver Nuggets|92|Minnesota Timberwolves|98|Box Score|15,442|
Wed, Feb 9, 2005|8:30p|Chicago Bulls|92|Houston Rockets|105|Box Score|14,267|
Wed, Feb 9, 2005|10:00p|New Orleans Hornets|91|Portland Trail Blazers|80|Box Score|13,454|
Thu, Feb 10, 2005|7:00p|Atlanta Hawks|96|Orlando Magic|101|Box Score|12,004|
Thu, Feb 10, 2005|8:00p|Los Angeles Lakers|81|Detroit Pistons|103|Box Score|22,076|
Thu, Feb 10, 2005|10:30p|Sacramento Kings|107|Seattle SuperSonics|115|Box Score|16,629|
Fri, Feb 11, 2005|7:00p|Miami Heat|97|Charlotte Bobcats|87|Box Score|22,166|
Fri, Feb 11, 2005|7:00p|Houston Rockets|91|Indiana Pacers|83|Box Score|18,345|
Fri, Feb 11, 2005|7:00p|Philadelphia 76ers|106|Toronto Raptors|91|Box Score|19,800|
Fri, Feb 11, 2005|7:00p|Los Angeles Clippers|91|Washington Wizards|94|Box Score|15,881|
Fri, Feb 11, 2005|7:30p|New York Knicks|94|Boston Celtics|111|Box Score|16,031|
Fri, Feb 11, 2005|7:30p|San Antonio Spurs|101|New Jersey Nets|91|Box Score|17,121|
Fri, Feb 11, 2005|8:00p|Denver Nuggets|106|Cleveland Cavaliers|101|Box Score|20,562|
Fri, Feb 11, 2005|8:00p|Portland Trail Blazers|82|Memphis Grizzlies|88|Box Score|18,119|
Fri, Feb 11, 2005|8:00p|Golden State Warriors|108|New Orleans Hornets|111|Box Score|15,760|
Fri, Feb 11, 2005|9:00p|Seattle SuperSonics|113|Phoenix Suns|105|Box Score|18,422|
Fri, Feb 11, 2005|9:00p|Minnesota Timberwolves|82|Utah Jazz|100|Box Score|19,291|
Fri, Feb 11, 2005|10:30p|Dallas Mavericks|115|Sacramento Kings|113|Box Score|17,317|
Sat, Feb 12, 2005|7:00p|Orlando Magic|99|Philadelphia 76ers|112|Box Score|20,389|
Sat, Feb 12, 2005|7:30p|Washington Wizards|86|Detroit Pistons|107|Box Score|22,076|
Sat, Feb 12, 2005|8:30p|Atlanta Hawks|83|Milwaukee Bucks|113|Box Score|15,876|
Sun, Feb 13, 2005|1:00p|San Antonio Spurs|92|Miami Heat|96|Box Score|20,258|
Sun, Feb 13, 2005|3:30p|Los Angeles Lakers|89|Cleveland Cavaliers|103|Box Score|20,562|
Sun, Feb 13, 2005|3:30p|Chicago Bulls|87|Minnesota Timberwolves|83|Box Score|19,420|
Sun, Feb 13, 2005|6:00p|Sacramento Kings|104|Boston Celtics|100|Box Score|14,252|
Sun, Feb 13, 2005|6:00p|Memphis Grizzlies|73|Indiana Pacers|76|Box Score|17,290|
Sun, Feb 13, 2005|6:00p|Denver Nuggets|79|New Jersey Nets|94|Box Score|16,125|
Sun, Feb 13, 2005|6:00p|Charlotte Bobcats|99|New York Knicks|102|Box Score|19,763|
Sun, Feb 13, 2005|6:00p|New Orleans Hornets|94|Orlando Magic|97|Box Score|12,497|
Sun, Feb 13, 2005|6:00p|Los Angeles Clippers|106|Toronto Raptors|109|Box Score|15,721|
Sun, Feb 13, 2005|8:00p|Dallas Mavericks|95|Seattle SuperSonics|92|Box Score|17,072|
Sun, Feb 13, 2005|8:30p|Portland Trail Blazers|80|Houston Rockets|81|Box Score|18,058|
Sun, Feb 13, 2005|9:00p|Phoenix Suns|106|Golden State Warriors|102|Box Score|OT|16,544
Mon, Feb 14, 2005|7:00p|Portland Trail Blazers|80|Charlotte Bobcats|77|Box Score|9,213|
Mon, Feb 14, 2005|7:00p|New York Knicks|105|Philadelphia 76ers|106|Box Score|15,303|
Mon, Feb 14, 2005|7:30p|Milwaukee Bucks|83|Detroit Pistons|107|Box Score|22,076|
Mon, Feb 14, 2005|8:00p|Washington Wizards|96|New Orleans Hornets|98|Box Score|11,687|
Mon, Feb 14, 2005|9:00p|Utah Jazz|128|Phoenix Suns|136|Box Score|18,422|
Tue, Feb 15, 2005|7:00p|Los Angeles Clippers|94|Orlando Magic|99|Box Score|12,577|
Tue, Feb 15, 2005|7:30p|Denver Nuggets|100|Atlanta Hawks|96|Box Score|19,043|
Tue, Feb 15, 2005|8:00p|New Jersey Nets|71|Minnesota Timberwolves|82|Box Score|16,299|
Tue, Feb 15, 2005|8:30p|Sacramento Kings|102|Chicago Bulls|107|Box Score|21,789|
Tue, Feb 15, 2005|8:30p|Washington Wizards|93|Houston Rockets|123|Box Score|12,703|
Tue, Feb 15, 2005|10:30p|Dallas Mavericks|114|Golden State Warriors|107|Box Score|15,254|
Tue, Feb 15, 2005|10:30p|Utah Jazz|95|Los Angeles Lakers|102|Box Score|18,480|
Wed, Feb 16, 2005|7:00p|Memphis Grizzlies|88|Boston Celtics|90|Box Score|13,078|
Wed, Feb 16, 2005|7:00p|Denver Nuggets|88|Charlotte Bobcats|94|Box Score|11,754|
Wed, Feb 16, 2005|7:00p|Atlanta Hawks|89|Cleveland Cavaliers|111|Box Score|16,540|
Wed, Feb 16, 2005|7:00p|Portland Trail Blazers|87|Indiana Pacers|95|Box Score|14,935|
Wed, Feb 16, 2005|7:00p|Detroit Pistons|93|Philadelphia 76ers|75|Box Score|17,085|
Wed, Feb 16, 2005|7:00p|Chicago Bulls|121|Toronto Raptors|115|Box Score|15,881|
Wed, Feb 16, 2005|7:30p|Los Angeles Clippers|95|Miami Heat|113|Box Score|19,600|
Wed, Feb 16, 2005|7:30p|Sacramento Kings|85|New Jersey Nets|96|Box Score|12,227|
Wed, Feb 16, 2005|7:30p|Milwaukee Bucks|90|New York Knicks|108|Box Score|19,763|
Wed, Feb 16, 2005|9:00p|San Antonio Spurs|101|New Orleans Hornets|78|Box Score|13,105|
Wed, Feb 16, 2005|9:00p|Golden State Warriors|117|Seattle SuperSonics|110|Box Score|15,705|
Thu, Feb 17, 2005|8:00p|Cleveland Cavaliers|88|Minnesota Timberwolves|94|Box Score|18,122|
Thu, Feb 17, 2005|10:30p|Dallas Mavericks|119|Phoenix Suns|113|Box Score|18,422|
Tue, Feb 22, 2005|7:00p|Milwaukee Bucks|112|Charlotte Bobcats|102|Box Score|10,817|
Tue, Feb 22, 2005|7:00p|Indiana Pacers|108|Orlando Magic|84|Box Score|14,512|
Tue, Feb 22, 2005|7:30p|New York Knicks|88|Detroit Pistons|97|Box Score|22,076|
Tue, Feb 22, 2005|7:30p|Toronto Raptors|100|New Jersey Nets|82|Box Score|14,080|
Tue, Feb 22, 2005|8:30p|Miami Heat|101|Chicago Bulls|105|Box Score|OT|22,682
Tue, Feb 22, 2005|8:30p|Seattle SuperSonics|87|Houston Rockets|85|Box Score|17,239|
Tue, Feb 22, 2005|10:00p|Atlanta Hawks|104|Sacramento Kings|114|Box Score|17,317|
Tue, Feb 22, 2005|10:30p|Boston Celtics|95|Los Angeles Lakers|104|Box Score|18,997|
Wed, Feb 23, 2005|7:00p|Chicago Bulls|91|Cleveland Cavaliers|100|Box Score|20,562|
Wed, Feb 23, 2005|7:00p|Miami Heat|91|Indiana Pacers|93|Box Score|OT|18,345
Wed, Feb 23, 2005|7:00p|Memphis Grizzlies|83|Washington Wizards|93|Box Score|15,705|
Wed, Feb 23, 2005|8:00p|New Jersey Nets|81|Milwaukee Bucks|100|Box Score|14,216|
Wed, Feb 23, 2005|8:00p|Seattle SuperSonics|103|New Orleans Hornets|85|Box Score|12,771|
Wed, Feb 23, 2005|9:00p|Boston Celtics|86|Denver Nuggets|107|Box Score|17,987|
