date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Fri, Jan 2, 2004|7:00p|New Orleans Hornets|86|Toronto Raptors|74|Box Score|19,800|
Fri, Jan 2, 2004|7:00p|Golden State Warriors|79|Washington Wizards|97|Box Score|12,466|
Fri, Jan 2, 2004|7:30p|Indiana Pacers|103|Boston Celtics|90|Box Score|18,624|
Fri, Jan 2, 2004|7:30p|Orlando Magic|101|Miami Heat|112|Box Score|15,864|
Fri, Jan 2, 2004|7:30p|Cleveland Cavaliers|82|New Jersey Nets|97|Box Score|19,968|
Fri, Jan 2, 2004|7:30p|Chicago Bulls|104|New York Knicks|99|Box Score|19,763|
Fri, Jan 2, 2004|8:00p|Phoenix Suns|81|Detroit Pistons|93|Box Score|22,076|
Fri, Jan 2, 2004|8:00p|Utah Jazz|88|Memphis Grizzlies|100|Box Score|13,041|
Fri, Jan 2, 2004|8:00p|Atlanta Hawks|75|Minnesota Timberwolves|93|Box Score|17,074|
Fri, Jan 2, 2004|8:30p|Dallas Mavericks|101|Milwaukee Bucks|109|Box Score|18,717|
Fri, Jan 2, 2004|10:00p|Denver Nuggets|106|Portland Trail Blazers|96|Box Score|17,316|
Fri, Jan 2, 2004|10:30p|Los Angeles Lakers|109|Seattle SuperSonics|111|Box Score|17,072|
Sat, Jan 3, 2004|1:30p|Philadelphia 76ers|83|San Antonio Spurs|77|Box Score|18,797|
Sat, Jan 3, 2004|4:00p|Sacramento Kings|116|Los Angeles Clippers|109|Box Score|18,252|
Sat, Jan 3, 2004|7:30p|Golden State Warriors|93|Detroit Pistons|99|Box Score|20,719|
Sat, Jan 3, 2004|8:00p|New Orleans Hornets|84|Indiana Pacers|91|Box Score|17,566|
Sat, Jan 3, 2004|8:00p|Orlando Magic|103|Memphis Grizzlies|112|Box Score|15,722|
Sat, Jan 3, 2004|8:30p|Boston Celtics|88|Chicago Bulls|77|Box Score|22,315|
Sat, Jan 3, 2004|8:30p|Minnesota Timberwolves|112|Dallas Mavericks|119|Box Score|19,936|
Sat, Jan 3, 2004|8:30p|Utah Jazz|63|Houston Rockets|84|Box Score|15,482|
Sat, Jan 3, 2004|10:00p|Atlanta Hawks|84|Denver Nuggets|76|Box Score|17,230|
Sun, Jan 4, 2004|1:00p|Phoenix Suns|73|Toronto Raptors|83|Box Score|19,029|
Sun, Jan 4, 2004|2:00p|Milwaukee Bucks|100|Washington Wizards|94|Box Score|12,073|
Sun, Jan 4, 2004|7:00p|New Jersey Nets|95|New York Knicks|85|Box Score|19,763|
Sun, Jan 4, 2004|9:00p|Seattle SuperSonics|99|Sacramento Kings|130|Box Score|17,317|
Sun, Jan 4, 2004|9:30p|Los Angeles Lakers|98|Los Angeles Clippers|101|Box Score|19,653|
Mon, Jan 5, 2004|7:00p|Detroit Pistons|78|Boston Celtics|68|Box Score|13,015|
Mon, Jan 5, 2004|7:00p|Milwaukee Bucks|88|Philadelphia 76ers|76|Box Score|18,337|
Mon, Jan 5, 2004|7:30p|Indiana Pacers|87|Miami Heat|65|Box Score|14,453|
Mon, Jan 5, 2004|8:30p|Phoenix Suns|82|Chicago Bulls|87|Box Score|16,720|
Mon, Jan 5, 2004|8:30p|Golden State Warriors|65|Houston Rockets|83|Box Score|9,956|
Mon, Jan 5, 2004|9:00p|San Antonio Spurs|98|Denver Nuggets|74|Box Score|15,120|
Mon, Jan 5, 2004|9:00p|Dallas Mavericks|94|Utah Jazz|108|Box Score|19,911|
Mon, Jan 5, 2004|10:00p|Portland Trail Blazers|108|Seattle SuperSonics|119|Box Score|OT|14,371
Tue, Jan 6, 2004|7:00p|New York Knicks|96|Cleveland Cavaliers|107|Box Score|15,277|
Tue, Jan 6, 2004|7:00p|Orlando Magic|107|Indiana Pacers|114|Box Score|15,753|
Tue, Jan 6, 2004|7:30p|Los Angeles Clippers|75|New Jersey Nets|92|Box Score|12,305|
Tue, Jan 6, 2004|8:00p|Los Angeles Lakers|90|Minnesota Timberwolves|106|Box Score|20,095|
Tue, Jan 6, 2004|8:30p|Washington Wizards|72|San Antonio Spurs|94|Box Score|16,413|
Tue, Jan 6, 2004|10:00p|Atlanta Hawks|89|Sacramento Kings|105|Box Score|17,317|
Wed, Jan 7, 2004|7:00p|Orlando Magic|93|Boston Celtics|101|Box Score|13,286|
Wed, Jan 7, 2004|7:00p|Los Angeles Clippers|80|Philadelphia 76ers|100|Box Score|18,622|
Wed, Jan 7, 2004|7:00p|Cleveland Cavaliers|69|Toronto Raptors|75|Box Score|19,874|
Wed, Jan 7, 2004|7:30p|Houston Rockets|66|Detroit Pistons|85|Box Score|19,111|
Wed, Jan 7, 2004|7:30p|Chicago Bulls|95|Miami Heat|102|Box Score|14,413|
Wed, Jan 7, 2004|8:00p|Phoenix Suns|87|Milwaukee Bucks|95|Box Score|14,009|
Wed, Jan 7, 2004|8:00p|Washington Wizards|87|New Orleans Hornets|97|Box Score|15,466|
Wed, Jan 7, 2004|9:00p|Golden State Warriors|99|Dallas Mavericks|105|Box Score|20,185|
Wed, Jan 7, 2004|9:00p|Los Angeles Lakers|91|Denver Nuggets|113|Box Score|19,739|
Wed, Jan 7, 2004|10:00p|Sacramento Kings|93|Seattle SuperSonics|104|Box Score|15,035|
Thu, Jan 8, 2004|7:00p|Houston Rockets|111|New York Knicks|79|Box Score|19,763|
Thu, Jan 8, 2004|9:30p|Portland Trail Blazers|75|Minnesota Timberwolves|96|Box Score|15,599|
Fri, Jan 9, 2004|7:00p|Washington Wizards|92|Orlando Magic|103|Box Score|13,552|
Fri, Jan 9, 2004|7:00p|New Jersey Nets|81|Philadelphia 76ers|97|Box Score|20,667|
Fri, Jan 9, 2004|7:00p|Los Angeles Clippers|78|Toronto Raptors|68|Box Score|18,405|
Fri, Jan 9, 2004|7:30p|Cleveland Cavaliers|82|Boston Celtics|107|Box Score|18,624|
Fri, Jan 9, 2004|8:00p|Indiana Pacers|92|Dallas Mavericks|80|Box Score|20,315|
Fri, Jan 9, 2004|8:00p|San Antonio Spurs|94|New Orleans Hornets|84|Box Score|17,740|
Fri, Jan 9, 2004|8:30p|Portland Trail Blazers|87|Chicago Bulls|78|Box Score|19,491|
