date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Wed, Mar 1, 2006|7:00p|Sacramento Kings|97|Cleveland Cavaliers|90|Box Score|17,363|
Wed, Mar 1, 2006|7:00p|Atlanta Hawks|113|Toronto Raptors|111|Box Score|OT|15,137
Wed, Mar 1, 2006|7:00p|Indiana Pacers|99|Washington Wizards|93|Box Score|13,411|
Wed, Mar 1, 2006|7:30p|Miami Heat|103|Boston Celtics|96|Box Score|18,624|
Wed, Mar 1, 2006|8:00p|New York Knicks|99|Memphis Grizzlies|101|Box Score|14,678|
Wed, Mar 1, 2006|8:00p|New Jersey Nets|90|Minnesota Timberwolves|100|Box Score|15,369|
Wed, Mar 1, 2006|9:00p|Detroit Pistons|87|Denver Nuggets|98|Box Score|19,099|
Wed, Mar 1, 2006|9:00p|Philadelphia 76ers|106|Houston Rockets|101|Box Score|15,027|
Wed, Mar 1, 2006|9:00p|Milwaukee Bucks|110|Phoenix Suns|123|Box Score|17,701|
Wed, Mar 1, 2006|9:00p|Charlotte Bobcats|104|Utah Jazz|89|Box Score|18,177|
Wed, Mar 1, 2006|10:00p|Los Angeles Lakers|93|Portland Trail Blazers|99|Box Score|19,454|
Wed, Mar 1, 2006|10:30p|Orlando Magic|94|Golden State Warriors|98|Box Score|17,064|
Wed, Mar 1, 2006|10:30p|New Orleans/Oklahoma City Hornets|67|Los Angeles Clippers|89|Box Score|16,157|
Thu, Mar 2, 2006|7:00p|Cleveland Cavaliers|92|Chicago Bulls|91|Box Score|20,726|
Thu, Mar 2, 2006|9:30p|Dallas Mavericks|89|San Antonio Spurs|98|Box Score|18,797|
Fri, Mar 3, 2006|7:00p|Sacramento Kings|102|Atlanta Hawks|93|Box Score|15,200|
Fri, Mar 3, 2006|7:30p|Indiana Pacers|98|Boston Celtics|99|Box Score|18,624|
Fri, Mar 3, 2006|7:30p|Chicago Bulls|108|New York Knicks|101|Box Score|19,763|
Fri, Mar 3, 2006|7:30p|Washington Wizards|113|Philadelphia 76ers|119|Box Score|14,832|
Fri, Mar 3, 2006|8:30p|Charlotte Bobcats|76|Dallas Mavericks|90|Box Score|20,075|
Fri, Mar 3, 2006|8:30p|Denver Nuggets|78|Houston Rockets|89|Box Score|14,727|
Fri, Mar 3, 2006|9:00p|Orlando Magic|118|Phoenix Suns|123|Box Score|18,422|
Fri, Mar 3, 2006|10:00p|Los Angeles Clippers|103|Utah Jazz|105|Box Score|19,911|
Fri, Mar 3, 2006|10:30p|Los Angeles Lakers|106|Golden State Warriors|94|Box Score|20,375|
Fri, Mar 3, 2006|10:30p|Detroit Pistons|98|Seattle SuperSonics|96|Box Score|17,072|
Sat, Mar 4, 2006|1:00p|Toronto Raptors|100|New Jersey Nets|105|Box Score|OT|16,215
Sat, Mar 4, 2006|7:30p|Atlanta Hawks|93|Miami Heat|95|Box Score|20,023|
Sat, Mar 4, 2006|8:30p|New York Knicks|103|Milwaukee Bucks|98|Box Score|17,936|
Sat, Mar 4, 2006|8:30p|Portland Trail Blazers|81|San Antonio Spurs|101|Box Score|18,797|
Sat, Mar 4, 2006|9:00p|Orlando Magic|94|Denver Nuggets|110|Box Score|19,509|
Sat, Mar 4, 2006|10:30p|Detroit Pistons|94|Los Angeles Lakers|105|Box Score|18,997|
Sun, Mar 5, 2006|1:00p|Indiana Pacers|94|Philadelphia 76ers|93|Box Score|20,177|
Sun, Mar 5, 2006|1:00p|Sacramento Kings|107|Washington Wizards|117|Box Score|19,612|
Sun, Mar 5, 2006|3:30p|Phoenix Suns|115|Dallas Mavericks|107|Box Score|20,340|
Sun, Mar 5, 2006|3:30p|Golden State Warriors|90|Minnesota Timberwolves|103|Box Score|15,797|
Sun, Mar 5, 2006|6:00p|Boston Celtics|105|Toronto Raptors|111|Box Score|16,623|
Sun, Mar 5, 2006|7:30p|Chicago Bulls|72|Cleveland Cavaliers|91|Box Score|20,562|
Sun, Mar 5, 2006|8:30p|Portland Trail Blazers|84|Houston Rockets|102|Box Score|14,046|
Sun, Mar 5, 2006|9:00p|Memphis Grizzlies|102|Los Angeles Clippers|86|Box Score|16,796|
Sun, Mar 5, 2006|9:00p|Utah Jazz|81|Seattle SuperSonics|113|Box Score|15,493|
Mon, Mar 6, 2006|7:30p|Miami Heat|106|Charlotte Bobcats|105|Box Score|OT|17,165
Mon, Mar 6, 2006|7:30p|Sacramento Kings|109|New Jersey Nets|84|Box Score|15,749|
Mon, Mar 6, 2006|8:00p|Phoenix Suns|101|New Orleans/Oklahoma City Hornets|88|Box Score|19,207|
Mon, Mar 6, 2006|9:00p|Memphis Grizzlies|101|Denver Nuggets|115|Box Score|15,242|
Mon, Mar 6, 2006|9:00p|Orlando Magic|85|Utah Jazz|90|Box Score|17,272|
Mon, Mar 6, 2006|10:30p|San Antonio Spurs|103|Los Angeles Lakers|96|Box Score|18,997|
Tue, Mar 7, 2006|7:00p|Golden State Warriors|106|Atlanta Hawks|113|Box Score|13,569|
Tue, Mar 7, 2006|7:00p|Toronto Raptors|99|Cleveland Cavaliers|106|Box Score|18,077|
Tue, Mar 7, 2006|7:00p|New York Knicks|107|Indiana Pacers|92|Box Score|14,801|
