date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Wed, Feb 1, 2012|7:00p|Washington Wizards|103|Orlando Magic|109|Box Score||18,846|
Wed, Feb 1, 2012|7:00p|Chicago Bulls|82|Philadelphia 76ers|98|Box Score||18,325|
Wed, Feb 1, 2012|7:30p|Toronto Raptors|64|Boston Celtics|100|Box Score||18,624|
Wed, Feb 1, 2012|7:30p|Detroit Pistons|96|New Jersey Nets|99|Box Score||10,504|
Wed, Feb 1, 2012|8:00p|Oklahoma City Thunder|95|Dallas Mavericks|86|Box Score||20,316|
Wed, Feb 1, 2012|8:00p|Miami Heat|97|Milwaukee Bucks|105|Box Score||16,116|
Wed, Feb 1, 2012|8:00p|Indiana Pacers|109|Minnesota Timberwolves|99|Box Score||15,017|
Wed, Feb 1, 2012|8:00p|Phoenix Suns|120|New Orleans Hornets|103|Box Score||13,598|
Wed, Feb 1, 2012|8:30p|Houston Rockets|91|San Antonio Spurs|99|Box Score||18,581|
Wed, Feb 1, 2012|10:00p|Charlotte Bobcats|68|Portland Trail Blazers|112|Box Score||20,608|
Wed, Feb 1, 2012|10:30p|Los Angeles Clippers|107|Utah Jazz|105|Box Score||19,637|
Thu, Feb 2, 2012|7:30p|Memphis Grizzlies|96|Atlanta Hawks|77|Box Score||14,211|
Thu, Feb 2, 2012|8:00p|Chicago Bulls|105|New York Knicks|102|Box Score||19,763|
Thu, Feb 2, 2012|8:30p|New Orleans Hornets|81|San Antonio Spurs|93|Box Score||18,082|
Thu, Feb 2, 2012|10:00p|Portland Trail Blazers|92|Sacramento Kings|95|Box Score||11,740|
Thu, Feb 2, 2012|10:30p|Utah Jazz|101|Golden State Warriors|119|Box Score||18,123|
Thu, Feb 2, 2012|10:30p|Denver Nuggets|112|Los Angeles Clippers|91|Box Score||19,223|
Fri, Feb 3, 2012|7:00p|Cleveland Cavaliers|94|Orlando Magic|102|Box Score||18,933|
Fri, Feb 3, 2012|7:00p|Miami Heat|99|Philadelphia 76ers|79|Box Score||20,694|
Fri, Feb 3, 2012|7:00p|Washington Wizards|89|Toronto Raptors|106|Box Score||16,382|
Fri, Feb 3, 2012|7:30p|Milwaukee Bucks|80|Detroit Pistons|88|Box Score||13,181|
Fri, Feb 3, 2012|7:30p|Minnesota Timberwolves|108|New Jersey Nets|105|Box Score||15,069|
Fri, Feb 3, 2012|8:00p|New York Knicks|89|Boston Celtics|91|Box Score||18,624|
Fri, Feb 3, 2012|8:00p|Phoenix Suns|81|Houston Rockets|99|Box Score||15,941|
Fri, Feb 3, 2012|8:00p|Memphis Grizzlies|94|Oklahoma City Thunder|101|Box Score||18,203|
Fri, Feb 3, 2012|8:30p|Indiana Pacers|98|Dallas Mavericks|87|Box Score||20,146|
