date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance|notes
Wed, Nov 1, 2006|7:00p|Indiana Pacers|106|Charlotte Bobcats|99|Box Score||18,518|
Wed, Nov 1, 2006|7:00p|Chicago Bulls|94|Orlando Magic|109|Box Score||17,451|
Wed, Nov 1, 2006|7:00p|Atlanta Hawks|75|Philadelphia 76ers|88|Box Score||17,119|
Wed, Nov 1, 2006|7:30p|New Orleans/Oklahoma City Hornets|91|Boston Celtics|87|Box Score||18,624|
Wed, Nov 1, 2006|7:30p|Toronto Raptors|92|New Jersey Nets|102|Box Score||18,646|
Wed, Nov 1, 2006|8:00p|Washington Wizards|94|Cleveland Cavaliers|97|Box Score||20,562|
Wed, Nov 1, 2006|8:00p|Milwaukee Bucks|105|Detroit Pistons|97|Box Score||22,076|
Wed, Nov 1, 2006|8:00p|New York Knicks|118|Memphis Grizzlies|117|Box Score|3OT|17,113|
Wed, Nov 1, 2006|8:00p|Sacramento Kings|83|Minnesota Timberwolves|92|Box Score||19,356|
Wed, Nov 1, 2006|9:00p|Houston Rockets|97|Utah Jazz|107|Box Score||18,133|
Wed, Nov 1, 2006|10:00p|Portland Trail Blazers|110|Seattle SuperSonics|106|Box Score||17,072|
Wed, Nov 1, 2006|10:30p|Los Angeles Lakers|110|Golden State Warriors|98|Box Score||19,596|
Wed, Nov 1, 2006|10:30p|Los Angeles Clippers|104|Phoenix Suns|112|Box Score||18,422|
Thu, Nov 2, 2006|8:00p|San Antonio Spurs|97|Dallas Mavericks|91|Box Score||20,416|
Thu, Nov 2, 2006|10:30p|Denver Nuggets|95|Los Angeles Clippers|96|Box Score||18,050|
Fri, Nov 3, 2006|7:00p|New Orleans/Oklahoma City Hornets|100|Indiana Pacers|91|Box Score||18,165|
Fri, Nov 3, 2006|7:00p|Philadelphia 76ers|105|Orlando Magic|103|Box Score||17,451|
Fri, Nov 3, 2006|7:00p|Milwaukee Bucks|92|Toronto Raptors|109|Box Score||19,832|
Fri, Nov 3, 2006|7:30p|New York Knicks|92|Atlanta Hawks|102|Box Score||19,604|
Fri, Nov 3, 2006|7:30p|Detroit Pistons|101|Boston Celtics|88|Box Score||18,624|
Fri, Nov 3, 2006|7:30p|New Jersey Nets|85|Miami Heat|91|Box Score||19,600|
Fri, Nov 3, 2006|8:00p|Charlotte Bobcats|83|Memphis Grizzlies|96|Box Score||13,787|
Fri, Nov 3, 2006|8:00p|Cleveland Cavaliers|88|San Antonio Spurs|81|Box Score||18,797|
Fri, Nov 3, 2006|8:30p|Sacramento Kings|89|Chicago Bulls|88|Box Score||22,454|
