date|team|fb_stats|twitter_stats
20171204|Philadelphia 76ers|+ 0 Today 1,527,086|" 1,303,912
"
20171204|Atlanta Hawks|+ 0 Today 1,601,871|" 1,150,511
"
20171204|Portland Trail Blazers|+ 0 Today 2,395,011|" 1,066,894
"
20171204|Indiana Pacers|+ 0 Today 3,316,956|" 1,048,409
"
20171204|Phoenix Suns|+ 0 Today 1,890,521|" 950,078
"
20171204|Sacramento Kings|+ 0 Today 1,759,348|" 887,535
"
20171204|Memphis Grizzlies|+ 0 Today 1,811,353|" 875,913
"
20171204|Brooklyn Nets|+ 0 Today 2,798,156|" 846,477
"
20171204|Charlotte Bobcats|+ 0 Today 1,735,330|" 835,301
"
20180326|Cleveland Cavaliers|+ 465 Today 8,683,492|" 3,156,022
"
20180326|Houston Rockets|+ 0 Today 3,816,838|" 2,537,086
"
20180326|New York Knicks|+ 0 Today 6,122,514|" 2,071,916
"
20180326|Orlando Magic|+ 0 Today 2,763,442|" 1,590,706
"
20180326|Dallas Mavericks|+ 0 Today 4,521,401|" 1,481,365
"
20180326|Philadelphia 76ers|+ 0 Today 1,527,086|" 1,459,120
"
20180326|Los Angeles Clippers|+ 0 Today 3,848,525|" 1,367,245
"
20180326|Atlanta Hawks|+ 0 Today 1,601,871|" 1,193,968
"
20180326|Portland Trail Blazers|+ 0 Today 2,395,011|" 1,130,784
"
20180326|Indiana Pacers|+ 0 Today 3,316,956|" 1,108,937
"
20180326|Phoenix Suns|+ 0 Today 1,890,521|" 989,494
"
20180326|Sacramento Kings|+ 0 Today 1,759,348|" 960,843
"
20180326|Memphis Grizzlies|+ 0 Today 1,811,353|" 920,673
"
20180326|Brooklyn Nets|+ 0 Today 2,798,156|" 880,985
"
20180326|Charlotte Bobcats|+ 0 Today 1,735,330|" 875,250
"
20180326|Milwaukee Bucks|+ 0 Today 1,422,203|" 872,901
"
20180326|Minnesota Timberwolves|+ 0 Today 1,842,588|" 851,553
"
20180326|Washington Wizards|+ 0 Today 1,527,274|" 849,025
"
20180326|Detroit Pistons|+ 0 Today 1,861,433|" 846,519
"
20180326|New Orleans Hornets|+ 0 Today 1,635,223|" 803,509
"
20180627|Los Angeles Lakers|+ 0 Today 21,517,005|" 7,386,593
"
20180627|Golden State Warriors|+ 0 Today 11,090,045|" 5,632,164
"
20180627|Miami Heat|+ 0 Today 15,725,112|" 4,677,620
"
20180627|Chicago Bulls|+ 0 Today 18,348,990|" 4,089,126
"
20180627|San Antonio Spurs|+ 0 Today 7,197,318|" 3,316,065
"
20180627|Boston Celtics|+ 0 Today 9,001,771|" 3,205,116
"
20180627|Cleveland Cavaliers|+ 0 Today 8,684,397|" 3,156,022
"
20180627|Oklahoma City Thunder|+ 0 Today 7,241,583|" 2,554,687
"
20180627|Houston Rockets|+ 0 Today 3,816,838|" 2,537,086
"
20180627|New York Knicks|+ 0 Today 6,122,514|" 2,071,916
"
20180627|Orlando Magic|+ 0 Today 2,763,442|" 1,590,706
"
20180627|Dallas Mavericks|+ 0 Today 4,521,401|" 1,481,365
"
20180627|Philadelphia 76ers|+ 0 Today 1,527,086|" 1,459,120
"
20180627|Los Angeles Clippers|+ 0 Today 3,848,525|" 1,367,245
"
20180627|Atlanta Hawks|+ 0 Today 1,601,871|" 1,193,968
"
20180627|Portland Trail Blazers|+ 0 Today 2,395,011|" 1,130,784
"
20180627|Indiana Pacers|+ 0 Today 3,316,956|" 1,108,937
"
20180627|Phoenix Suns|+ 0 Today 1,890,521|" 989,494
"
20180627|Sacramento Kings|+ 0 Today 1,759,348|" 960,843
"
20180627|Memphis Grizzlies|+ 0 Today 1,811,353|" 920,673
"
20180830|Los Angeles Lakers|+ 0 Today 21,517,005|" 7,386,593
"
20180830|Golden State Warriors|+ 0 Today 11,090,045|" 5,632,164
"
20180830|Miami Heat|+ 0 Today 15,725,112|" 4,677,620
"
20180830|Chicago Bulls|+ 0 Today 18,348,990|" 4,089,126
"
20180830|San Antonio Spurs|+ 0 Today 7,197,318|" 3,316,065
"
20180830|Boston Celtics|+ 0 Today 9,001,771|" 3,205,116
"
20180830|Cleveland Cavaliers|+ 0 Today 8,684,397|" 3,156,022
"
20180830|Oklahoma City Thunder|+ 0 Today 7,241,583|" 2,554,687
"
20180830|Houston Rockets|+ 0 Today 3,816,838|" 2,537,086
"
20180830|New York Knicks|+ 0 Today 6,122,514|" 2,071,916
"
20180830|Orlando Magic|+ 0 Today 2,763,442|" 1,590,706
"
20180830|Dallas Mavericks|+ 0 Today 4,521,401|" 1,481,365
"
20180830|Philadelphia 76ers|+ 0 Today 1,527,086|" 1,459,120
"
20180830|Los Angeles Clippers|+ 0 Today 3,848,525|" 1,367,245
"
20180830|Atlanta Hawks|+ 0 Today 1,601,871|" 1,193,968
"
20180830|Portland Trail Blazers|+ 0 Today 2,395,011|" 1,130,784
"
20180830|Indiana Pacers|+ 0 Today 3,316,956|" 1,108,937
"
20180830|Phoenix Suns|+ 0 Today 1,890,521|" 989,494
"
20180830|Sacramento Kings|+ 0 Today 1,759,348|" 960,843
"
20180830|Memphis Grizzlies|+ 0 Today 1,811,353|" 920,673
"
20180908|Los Angeles Lakers|" 21,517,005
69,827 Talking About
"|" 7,386,593
"
20180908|Golden State Warriors|" 11,090,045
120,993 Talking About
"|" 5,632,164
"
20180908|Miami Heat|" 15,725,112
158,024 Talking About
"|" 4,677,620
"
20180908|Chicago Bulls|" 18,348,990
140,511 Talking About
"|" 4,089,126
"
20180908|San Antonio Spurs|" 7,197,318
113,352 Talking About
"|" 3,316,065
"
20180908|Boston Celtics|" 9,001,771
94,689 Talking About
"|" 3,205,116
"
20180908|Cleveland Cavaliers|" 8,684,397
220,511 Talking About
"|" 3,156,022
"
20180908|Oklahoma City Thunder|" 7,241,583
29,405 Talking About
"|" 2,554,687
"
20180908|Houston Rockets|" 3,816,838
85,494 Talking About
"|" 2,537,086
"
20180908|New York Knicks|" 6,122,514
173,055 Talking About
"|" 2,071,916
"
20180908|Orlando Magic|" 2,763,442
41,126 Talking About
"|" 1,590,706
"
20180908|Dallas Mavericks|" 4,521,401
50,538 Talking About
"|" 1,481,365
"
20180908|Philadelphia 76ers|" 1,527,086
63,561 Talking About
"|" 1,459,120
"
20180908|Los Angeles Clippers|" 3,848,525
56,163 Talking About
"|" 1,367,245
"
20180908|Atlanta Hawks|" 1,601,871
36,099 Talking About
"|" 1,193,968
"
20180908|Portland Trail Blazers|" 2,395,011
155,908 Talking About
"|" 1,130,784
"
20180908|Indiana Pacers|" 3,316,956
69,357 Talking About
"|" 1,108,937
"
20180908|Phoenix Suns|" 1,890,521
21,996 Talking About
"|" 989,494
"
20180908|Sacramento Kings|" 1,759,348
55,597 Talking About
"|" 960,843
"
20180908|Memphis Grizzlies|" 1,811,353
25,238 Talking About
"|" 920,673
"
