date|rank|team|home_gms|home_total|home_avg|home_pct|road_gms|road_avg|road_pct|overall_gms|overall_avg|overall_pct
2003|15|Pacers|41|670,461|16,352|89.1|41|16,856|110.9|82|16,604|99.0
2003|16|Suns|41|666,559|16,257|85.5|41|16,318|120.6|82|16,288|100.1
2003|17|Bucks|41|665,966|16,243|86.8|41|16,327|107.8|82|16,285|96.2
2003|18|Timberwolves|41|643,684|15,699|82.6|41|16,657|123.1|82|16,178|99.4
2003|19|Pelicans|41|641,683|15,650|91.0|41|16,481|105.2|82|16,066|97.8
2003|20|Thunder|41|637,194|15,541|91.0|41|16,243|119.2|82|15,892|103.5
2003|21|Warriors|41|634,935|15,486|79.0|41|16,297|120.7|82|15,891|96.0
2003|22|Heat|41|628,242|15,322|78.2|41|15,844|105.5|82|15,583|90.0
2003|23|Nets|41|622,574|15,184|76.0|41|16,956|112.4|82|16,070|91.6
2003|24|Grizzlies|41|611,322|14,910|--|41|16,277|112.5|82|15,593|215.6
2003|25|Nuggets|41|607,813|14,824|--|41|16,299|112.7|82|15,562|215.2
2003|26|Magic|41|605,901|14,778|85.7|41|17,305|114.4|82|16,041|99.1
2003|27|Rockets|41|565,166|13,784|--|41|17,919|123.9|82|15,851|219.2
2003|28|Hawks|41|528,655|12,894|--|41|16,294|101.3|82|14,594|181.4
2003|29|Cavaliers|41|471,374|11,496|55.9|41|16,087|107.1|82|13,792|77.5
2002|1|Spurs|41|906,390|22,107|--|41|17,248|125.7|82|19,677|286.8
2002|2|Wizards|41|847,634|20,674|--|41|19,939|121.7|82|20,306|247.9
2002|3|76ers|41|842,976|20,560|100.6|41|18,720|130.5|82|19,640|112.9
2002|4|Raptors|41|811,135|19,783|99.9|41|17,200|111.6|82|18,492|105.0
2002|5|NY Knicks|41|810,283|19,763|102.5|41|17,082|114.2|82|18,422|107.6
2002|6|Mavericks|41|802,783|19,580|--|41|17,049|124.3|82|18,314|267.0
2002|7|Trail Blazers|41|797,821|19,459|97.4|41|16,483|129.3|82|17,971|109.8
2002|8|Lakers|41|778,877|18,997|98.5|41|20,102|157.3|82|19,549|121.9
2002|9|Bulls|41|776,311|18,934|87.2|41|16,000|107.9|82|17,467|95.6
2002|10|Jazz|41|766,108|18,685|93.8|41|16,667|130.7|82|17,676|108.2
2002|11|Pistons|41|760,807|18,556|84.1|41|16,417|110.7|82|17,486|94.8
2002|12|Bucks|41|745,305|18,178|97.1|41|17,043|113.3|82|17,610|104.3
2002|13|Clippers|41|740,185|18,053|--|41|16,569|120.8|82|17,311|252.3
2002|14|Timberwolves|41|731,673|17,845|93.9|41|16,961|132.6|82|17,403|109.5
2002|15|Kings|41|709,997|17,317|100.0|41|17,701|137.5|82|17,509|116.0
2002|16|Pacers|41|686,537|16,744|91.3|41|16,677|111.1|82|16,711|100.2
2002|17|Suns|41|668,939|16,315|85.8|41|16,765|131.0|82|16,540|104.0
2002|18|Celtics|41|659,751|16,091|86.4|41|17,576|117.0|82|16,833|100.1
2002|19|Heat|41|655,549|15,989|81.6|41|16,702|112.5|82|16,345|94.9
2002|20|Nuggets|41|633,846|15,459|--|41|16,396|119.5|82|15,928|232.2
2002|21|Thunder|41|633,516|15,451|90.5|41|16,013|124.2|82|15,732|105.0
2002|22|Magic|41|621,121|15,149|87.8|41|17,345|115.6|82|16,247|100.7
2002|23|Cavaliers|41|596,115|14,539|70.7|41|15,809|102.8|82|15,174|84.4
2002|24|Warriors|41|593,182|14,467|73.8|41|16,202|126.9|82|15,335|94.8
2002|25|Grizzlies|41|591,030|14,415|--|41|15,841|115.5|82|15,128|220.5
2002|26|Nets|41|564,194|13,760|68.8|41|16,403|109.7|82|15,082|86.3
2002|27|Hawks|41|506,110|12,344|--|41|16,315|102.7|82|14,329|180.3
2002|28|Rockets|41|481,227|11,737|--|41|16,551|120.6|82|14,144|206.2
2002|29|Pelicans|41|462,738|11,286|47.4|41|16,457|111.5|82|13,871|71.9
2001|1|Spurs|41|913,175|22,272|--|41|16,690|--|82|19,481|--
2001|2|Bulls|41|888,654|21,674|--|41|16,336|--|82|19,005|--
2001|3|Trail Blazers|41|831,385|20,277|--|41|17,037|--|82|18,657|--
2001|4|NY Knicks|41|810,283|19,763|--|41|17,680|--|82|18,721|--
2001|5|76ers|41|805,692|19,651|--|41|18,582|--|82|19,116|--
2001|6|Raptors|41|793,256|19,347|--|41|17,611|--|82|18,479|--
2001|7|Jazz|41|792,196|19,321|--|41|16,989|--|82|18,155|--
2001|8|Lakers|41|776,336|18,935|--|41|19,628|--|82|19,281|--
2001|9|Suns|41|737,586|17,989|--|41|17,157|--|82|17,573|--
2001|10|Pacers|41|733,444|17,888|--|41|16,508|--|82|17,198|--
2001|11|Timberwolves|41|717,371|17,496|--|41|16,787|--|82|17,142|--
2001|12|Kings|41|709,997|17,317|--|41|18,438|--|82|17,877|--
2001|13|Bucks|41|683,125|16,661|--|41|16,584|--|82|16,623|--
2001|14|Mavericks|41|680,138|16,588|--|41|15,761|--|82|16,175|--
2001|15|Heat|41|677,186|16,516|--|41|17,046|--|82|16,781|--
2001|16|Cavaliers|41|650,775|15,872|--|41|16,064|--|82|15,968|--
2001|17|Thunder|41|640,847|15,630|--|41|16,497|--|82|16,063|--
2001|18|Wizards|41|638,653|15,576|--|41|15,872|--|82|15,724|--
2001|19|Celtics|41|629,201|15,346|--|41|16,436|--|82|15,891|--
2001|20|Nuggets|41|619,300|15,104|--|41|16,403|--|82|15,754|--
2001|21|Pelicans|41|615,424|15,010|--|41|16,500|--|82|15,755|--
2001|22|Pistons|41|607,323|14,812|--|41|16,397|--|82|15,604|--
2001|23|Magic|41|605,031|14,756|--|41|16,810|--|82|15,783|--
2001|24|Clippers|41|599,448|14,620|--|41|15,823|--|82|15,222|--
2001|25|Warriors|41|591,981|14,438|--|41|16,058|--|82|15,248|--
2001|26|Nets|41|566,077|13,806|--|41|16,085|--|82|14,946|--
2001|27|Grizzlies|41|563,218|13,737|--|41|15,822|--|82|14,779|--
2001|28|Hawks|41|560,324|13,666|--|41|16,403|--|82|15,035|--
2001|29|Rockets|41|518,555|12,647|--|41|16,714|--|82|14,680|--
