date|team|rank|state|payroll|payroll_adjusted
los_angeles_lakers|2012-2013|"
								1.
							"|"

									LA Lakers								
"|"
									$100,131,988								"|"
									$111,767,168								"
brooklyn_nets|2012-2013|"
								2.
							"|"

									Brooklyn								
"|"
									$87,644,649								"|"
									$97,828,818								"
miami_heat|2012-2013|"
								3.
							"|"

									Miami								
"|"
									$80,427,933								"|"
									$89,773,532								"
new_york_knicks|2012-2013|"
								4.
							"|"

									New York								
"|"
									$79,977,119								"|"
									$89,270,334								"
boston_celtics|2012-2013|"
								5.
							"|"

									Boston								
"|"
									$75,508,399								"|"
									$84,282,350								"
chicago_bulls|2012-2013|"
								6.
							"|"

									Chicago								
"|"
									$74,491,280								"|"
									$83,147,049								"
golden_state_warriors|2012-2013|"
								7.
							"|"

									Golden State								
"|"
									$70,036,985								"|"
									$78,175,171								"
san_antonio_spurs|2012-2013|"
								8.
							"|"

									San Antonio								
"|"
									$69,838,600								"|"
									$77,953,731								"
dallas_mavericks|2012-2013|"
								9.
							"|"

									Dallas								
"|"
									$69,766,571								"|"
									$77,873,331								"
los_angeles_clippers|2012-2013|"
								10.
							"|"

									LA Clippers								
"|"
									$69,152,721								"|"
									$77,188,154								"
oklahoma_city_thunder|2012-2013|"
								11.
							"|"

									Oklahoma City								
"|"
									$68,924,100								"|"
									$76,932,970								"
detroit_pistons|2012-2013|"
								12.
							"|"

									Detroit								
"|"
									$68,807,497								"|"
									$76,802,817								"
atlanta_hawks|2012-2013|"
								13.
							"|"

									Atlanta								
"|"
									$66,710,178								"|"
									$74,461,791								"
philadelphia_76ers|2012-2013|"
								14.
							"|"

									Philadelphia								
"|"
									$66,697,839								"|"
									$74,448,020								"
orlando_magic|2012-2013|"
								15.
							"|"

									Orlando								
"|"
									$66,557,496								"|"
									$74,291,370								"
indiana_pacers|2012-2013|"
								16.
							"|"

									Indiana								
"|"
									$66,107,195								"|"
									$73,788,745								"
utah_jazz|2012-2013|"
								17.
							"|"

									Utah								
"|"
									$65,657,569								"|"
									$73,286,873								"
minnesota_timberwolves|2012-2013|"
								18.
							"|"

									Minnesota								
"|"
									$64,329,748								"|"
									$71,804,760								"
new_orleans_pelicans|2012-2013|"
								19.
							"|"

									New Orleans								
"|"
									$64,134,537								"|"
									$71,586,865								"
toronto_raptors|2012-2013|"
								20.
							"|"

									Toronto								
"|"
									$63,708,138								"|"
									$71,110,922								"
denver_nuggets|2012-2013|"
								21.
							"|"

									Denver								
"|"
									$63,444,254								"|"
									$70,816,373								"
memphis_grizzlies|2012-2013|"
								22.
							"|"

									Memphis								
"|"
									$63,054,115								"|"
									$70,380,900								"
milwaukee_bucks|2012-2013|"
								23.
							"|"

									Milwaukee								
"|"
									$62,410,041								"|"
									$69,661,986								"
washington_wizards|2012-2013|"
								24.
							"|"

									Washington								
"|"
									$59,715,539								"|"
									$66,654,386								"
portland_trail_blazers|2012-2013|"
								25.
							"|"

									Portland								
"|"
									$59,442,596								"|"
									$66,349,730								"
charlotte_hornets|2012-2013|"
								26.
							"|"

									Charlotte								
"|"
									$58,122,566								"|"
									$64,876,315								"
cleveland_cavaliers|2012-2013|"
								27.
							"|"

									Cleveland								
"|"
									$54,472,190								"|"
									$60,801,765								"
sacramento_kings|2012-2013|"
								28.
							"|"

									Sacramento								
"|"
									$54,421,935								"|"
									$60,745,677								"
phoenix_suns|2012-2013|"
								29.
							"|"

									Phoenix								
"|"
									$54,196,264								"|"
									$60,493,782								"
houston_rockets|2012-2013|"
								30.
							"|"

									Houston								
"|"
									$48,048,265								"|"
									$53,631,389								"
