date|team|rank|state|payroll|payroll_adjusted
portland_trail_blazers|2000-2001|"
								1.
							"|"

									Portland								
"|"
									$87,395,140								"|"
									$129,847,169								"
new_york_knicks|2000-2001|"
								2.
							"|"

									New York								
"|"
									$74,007,738								"|"
									$109,956,860								"
miami_heat|2000-2001|"
								3.
							"|"

									Miami								
"|"
									$73,472,329								"|"
									$109,161,375								"
brooklyn_nets|2000-2001|"
								4.
							"|"

									Brooklyn								
"|"
									$68,977,578								"|"
									$102,483,308								"
washington_wizards|2000-2001|"
								5.
							"|"

									Washington								
"|"
									$59,085,969								"|"
									$87,786,867								"
los_angeles_lakers|2000-2001|"
								6.
							"|"

									LA Lakers								
"|"
									$58,968,213								"|"
									$87,611,912								"
milwaukee_bucks|2000-2001|"
								7.
							"|"

									Milwaukee								
"|"
									$57,819,318								"|"
									$85,904,943								"
san_antonio_spurs|2000-2001|"
								8.
							"|"

									San Antonio								
"|"
									$57,215,938								"|"
									$85,008,474								"
indiana_pacers|2000-2001|"
								9.
							"|"

									Indiana								
"|"
									$55,086,140								"|"
									$81,844,127								"
phoenix_suns|2000-2001|"
								10.
							"|"

									Phoenix								
"|"
									$53,906,347								"|"
									$80,091,255								"
utah_jazz|2000-2001|"
								11.
							"|"

									Utah								
"|"
									$53,893,860								"|"
									$80,072,699								"
dallas_mavericks|2000-2001|"
								12.
							"|"

									Dallas								
"|"
									$52,274,842								"|"
									$77,667,248								"
denver_nuggets|2000-2001|"
								13.
							"|"

									Denver								
"|"
									$52,189,220								"|"
									$77,540,035								"
oklahoma_city_thunder|2000-2001|"
								14.
							"|"

									Oklahoma City								
"|"
									$51,538,658								"|"
									$76,573,465								"
boston_celtics|2000-2001|"
								15.
							"|"

									Boston								
"|"
									$51,478,707								"|"
									$76,484,390								"
philadelphia_76ers|2000-2001|"
								16.
							"|"

									Philadelphia								
"|"
									$51,085,458								"|"
									$75,900,124								"
cleveland_cavaliers|2000-2001|"
								17.
							"|"

									Cleveland								
"|"
									$49,780,549								"|"
									$73,961,358								"
houston_rockets|2000-2001|"
								18.
							"|"

									Houston								
"|"
									$49,283,309								"|"
									$73,222,585								"
memphis_grizzlies|2000-2001|"
								19.
							"|"

									Memphis								
"|"
									$48,899,840								"|"
									$72,652,843								"
minnesota_timberwolves|2000-2001|"
								20.
							"|"

									Minnesota								
"|"
									$47,488,500								"|"
									$70,555,948								"
charlotte_hornets|2000-2001|"
								21.
							"|"

									Charlotte								
"|"
									$46,441,558								"|"
									$69,000,456								"
sacramento_kings|2000-2001|"
								22.
							"|"

									Sacramento								
"|"
									$46,266,289								"|"
									$68,740,052								"
golden_state_warriors|2000-2001|"
								23.
							"|"

									Golden State								
"|"
									$42,363,018								"|"
									$62,940,772								"
detroit_pistons|2000-2001|"
								24.
							"|"

									Detroit								
"|"
									$40,475,338								"|"
									$60,136,157								"
atlanta_hawks|2000-2001|"
								25.
							"|"

									Atlanta								
"|"
									$39,297,129								"|"
									$58,385,634								"
toronto_raptors|2000-2001|"
								26.
							"|"

									Toronto								
"|"
									$38,313,749								"|"
									$56,924,578								"
orlando_magic|2000-2001|"
								27.
							"|"

									Orlando								
"|"
									$37,459,860								"|"
									$55,655,916								"
chicago_bulls|2000-2001|"
								28.
							"|"

									Chicago								
"|"
									$29,691,907								"|"
									$44,114,693								"
los_angeles_clippers|2000-2001|"
								29.
							"|"

									LA Clippers								
"|"
									$29,606,189								"|"
									$43,987,337								"
