date|team|rank|state|payroll|payroll_adjusted
new_york_knicks|2008-2009|"
								1.
							"|"

									New York								
"|"
									$96,643,646								"|"
									$113,130,233								"
dallas_mavericks|2008-2009|"
								2.
							"|"

									Dallas								
"|"
									$95,045,559								"|"
									$111,259,524								"
cleveland_cavaliers|2008-2009|"
								3.
							"|"

									Cleveland								
"|"
									$91,298,233								"|"
									$106,872,938								"
portland_trail_blazers|2008-2009|"
								4.
							"|"

									Portland								
"|"
									$80,260,059								"|"
									$93,951,741								"
boston_celtics|2008-2009|"
								5.
							"|"

									Boston								
"|"
									$79,188,973								"|"
									$92,697,938								"
los_angeles_lakers|2008-2009|"
								6.
							"|"

									LA Lakers								
"|"
									$78,245,793								"|"
									$91,593,858								"
phoenix_suns|2008-2009|"
								7.
							"|"

									Phoenix								
"|"
									$76,130,408								"|"
									$89,117,609								"
toronto_raptors|2008-2009|"
								8.
							"|"

									Toronto								
"|"
									$73,446,970								"|"
									$85,976,400								"
houston_rockets|2008-2009|"
								9.
							"|"

									Houston								
"|"
									$73,302,272								"|"
									$85,807,014								"
detroit_pistons|2008-2009|"
								10.
							"|"

									Detroit								
"|"
									$71,434,174								"|"
									$83,620,237								"
milwaukee_bucks|2008-2009|"
								11.
							"|"

									Milwaukee								
"|"
									$71,360,656								"|"
									$83,534,178								"
washington_wizards|2008-2009|"
								12.
							"|"

									Washington								
"|"
									$70,743,317								"|"
									$82,811,524								"
miami_heat|2008-2009|"
								13.
							"|"

									Miami								
"|"
									$70,297,059								"|"
									$82,289,138								"
denver_nuggets|2008-2009|"
								14.
							"|"

									Denver								
"|"
									$70,121,003								"|"
									$82,083,050								"
orlando_magic|2008-2009|"
								15.
							"|"

									Orlando								
"|"
									$69,672,979								"|"
									$81,558,597								"
indiana_pacers|2008-2009|"
								16.
							"|"

									Indiana								
"|"
									$69,668,818								"|"
									$81,553,724								"
sacramento_kings|2008-2009|"
								17.
							"|"

									Sacramento								
"|"
									$69,204,512								"|"
									$81,010,212								"
oklahoma_city_thunder|2008-2009|"
								18.
							"|"

									Oklahoma City								
"|"
									$68,341,605								"|"
									$80,000,097								"
philadelphia_76ers|2008-2009|"
								19.
							"|"

									Philadelphia								
"|"
									$68,301,007								"|"
									$79,952,578								"
atlanta_hawks|2008-2009|"
								20.
							"|"

									Atlanta								
"|"
									$68,168,841								"|"
									$79,797,863								"
chicago_bulls|2008-2009|"
								21.
							"|"

									Chicago								
"|"
									$68,126,774								"|"
									$79,748,621								"
san_antonio_spurs|2008-2009|"
								22.
							"|"

									San Antonio								
"|"
									$68,020,487								"|"
									$79,624,200								"
new_orleans_pelicans|2008-2009|"
								23.
							"|"

									New Orleans								
"|"
									$67,530,808								"|"
									$79,050,989								"
golden_state_warriors|2008-2009|"
								24.
							"|"

									Golden State								
"|"
									$67,416,431								"|"
									$78,917,097								"
minnesota_timberwolves|2008-2009|"
								25.
							"|"

									Minnesota								
"|"
									$66,445,144								"|"
									$77,780,119								"
utah_jazz|2008-2009|"
								26.
							"|"

									Utah								
"|"
									$65,841,407								"|"
									$77,073,389								"
charlotte_hornets|2008-2009|"
								27.
							"|"

									Charlotte								
"|"
									$62,866,926								"|"
									$73,591,487								"
los_angeles_clippers|2008-2009|"
								28.
							"|"

									LA Clippers								
"|"
									$62,764,206								"|"
									$73,471,242								"
brooklyn_nets|2008-2009|"
								29.
							"|"

									Brooklyn								
"|"
									$62,666,523								"|"
									$73,356,896								"
memphis_grizzlies|2008-2009|"
								30.
							"|"

									Memphis								
"|"
									$55,958,148								"|"
									$65,504,128								"
